date,nifty_open,nifty_high,nifty_low,nifty_close,vix_open,vix_high,vix_low,vix_close,nifty_range,nifty_pct_chg,vix_range,vix_pct_chg,nifty_direction,vix_regime
2025-12-15,25930.05,26047.15,25904.75,26014.0,10.11,10.84,10.05,10.18,142.40000000000146,0.3237556425845778,0.7899999999999991,0.6923837784371889,UP,Low
2025-12-16,25951.5,25980.75,25834.35,25851.35,10.25,10.43,9.66,10.07,146.40000000000146,-0.38591218234014235,0.7699999999999996,-1.7560975609756113,DOWN,Low
2025-12-17,25902.4,25929.15,25770.35,25821.8,10.06,10.18,9.48,9.85,158.8000000000029,-0.31116807708938543,0.6999999999999993,-2.087475149105378,DOWN,Low
2025-12-18,25764.7,25902.35,25726.3,25815.65,9.84,9.95,9.61,9.83,176.04999999999927,0.1977511867011783,0.33999999999999986,-0.10162601626015899,UP,Low
2025-12-19,25911.5,25993.35,25880.45,25961.4,9.71,10.31,9.44,9.53,112.89999999999782,0.19257858479826417,0.870000000000001,-1.8537590113285374,UP,Low
2025-12-22,26055.85,26180.7,26047.8,26162.75,9.52,9.9,8.86,9.68,132.90000000000146,0.41027254915884104,1.040000000000001,1.680672268907557,UP,Low
2025-12-23,26205.2,26233.55,26119.05,26165.95,9.68,9.79,9.32,9.39,114.5,-0.14977943308961406,0.46999999999999886,-2.9958677685950286,DOWN,Low
2025-12-24,26170.65,26236.4,26123.0,26141.65,9.38,9.68,8.88,9.16,113.40000000000146,-0.11081115677294973,0.7999999999999989,-2.3454157782516027,DOWN,Low
2025-12-26,26121.25,26144.2,26008.6,26047.65,9.19,9.4,9.02,9.13,135.60000000000218,-0.2817629324783355,0.3800000000000008,-0.6528835690968293,DOWN,Low
2025-12-29,26063.35,26106.8,25920.3,25949.8,9.15,9.77,9.05,9.74,186.5,-0.43566924436037047,0.7199999999999989,6.448087431693983,DOWN,Low
2025-12-30,25940.9,25976.75,25878.0,25970.55,9.72,9.99,9.59,9.61,98.75,0.11429827029900697,0.40000000000000036,-1.1316872427983626,UP,Low
2025-12-31,25971.05,26187.95,25969.0,26141.85,9.68,9.73,9.31,9.43,218.95000000000073,0.6576553508618188,0.41999999999999993,-2.5826446280991733,UP,Low
2026-01-01,26173.3,26197.55,26113.4,26140.25,9.48,9.48,8.72,9.16,84.14999999999782,-0.12627372169348172,0.7599999999999998,-3.3755274261603407,DOWN,Low
2026-01-02,26155.1,26340.0,26118.4,26335.7,9.19,9.56,8.97,9.52,221.59999999999854,0.6904963085593296,0.5899999999999999,3.59085963003265,UP,Low
2026-01-05,26333.7,26373.2,26210.05,26244.65,9.45,10.22,9.29,9.98,163.15000000000146,-0.3381598484071713,0.9300000000000015,5.608465608465618,DOWN,Low
2026-01-06,26189.7,26273.95,26124.75,26174.65,10.02,10.29,9.65,9.98,149.20000000000073,-0.057465339427331674,0.6399999999999988,-0.39920159680637557,FLAT,Low
2026-01-07,26143.1,26187.15,26067.9,26142.9,10.02,10.24,9.75,9.94,119.25,-0.0007650202156428421,0.4900000000000002,-0.7984031936127733,FLAT,Low
2026-01-08,26106.5,26133.2,25858.45,25868.9,9.95,10.99,9.48,10.6,274.75,-0.9101181698044525,1.5099999999999998,6.5326633165829096,DOWN,Low
