sl_pct,tp_pct,time_stop_min,trades,win_rate,winners,losers,net_pnl,avg_win,avg_loss,profit_factor,max_dd,return_over_dd
0.2,0.25,45,98,34.69387755102041,34,64,-34940.912249999914,1195.8176470588242,-1181.2298789062493,0.5378107482247497,36334.37006249994,-0.9616490444143357
0.2,0.25,60,98,36.734693877551024,36,62,-38268.83324999991,1221.7701041666674,-1326.6541451612898,0.5347398956849456,40176.15356249994,-0.9525260597798914
0.2,0.25,90,98,38.775510204081634,38,60,-32675.57231249991,1351.1922286184217,-1400.3479499999987,0.6111017466230455,38615.54418749992,-0.8461766627926269
0.2,0.25,120,98,39.795918367346935,39,59,-34268.68668749992,1557.434975961539,-1610.3161144067788,0.6393098268738445,41327.86481249992,-0.8291908339076617
0.2,0.3,30,98,33.6734693877551,33,65,-39717.66974999991,1149.021818181819,-1194.3906115384607,0.4884076723528017,40161.341624999935,-0.9889527626058229
0.2,0.3,45,98,33.6734693877551,33,65,-32446.52287499991,1360.9222159090916,-1190.1070153846147,0.5805610180033461,34330.32599999991,-0.9451271413793155
0.2,0.3,60,98,35.714285714285715,35,63,-35332.3019999999,1390.8142500000013,-1333.5047738095232,0.5794314339992773,37729.9676249999,-0.9364519564705032
0.2,0.3,90,98,37.755102040816325,37,61,-29790.938249999897,1513.1941216216228,-1406.2150942622936,0.6527017531827534,37230.43574999992,-0.8001769963167826
0.2,0.3,120,98,37.755102040816325,37,61,-33097.9526249999,1722.2021452702713,-1587.2038032786872,0.6581476265529019,40829.76262499991,-0.8106329916484538
0.2,0.35,30,98,33.6734693877551,33,65,-36265.121624999905,1253.6444886363645,-1194.3906115384607,0.5328789906023504,37199.138812499914,-0.9748914298202475
0.2,0.35,45,98,33.6734693877551,33,65,-28211.638499999906,1489.2520454545465,-1190.1070153846147,0.6353057312648144,30585.78693749992,-0.9223773956723287
0.2,0.35,60,98,35.714285714285715,35,63,-31022.6191874999,1513.9480446428586,-1333.5047738095232,0.6307305857038873,33910.6301249999,-0.914834642504302
0.2,0.35,90,98,37.755102040816325,37,61,-23988.05699999989,1670.0287500000013,-1406.2150942622936,0.7203508640533614,32994.443249999924,-0.7270332406654549
0.2,0.35,120,98,36.734693877551024,36,62,-29972.670749999903,1896.1800000000012,-1584.4379153225798,0.69488853510005,38074.96387499991,-0.7872015545018025
0.2,0.4,30,98,33.6734693877551,33,65,-36138.42599999992,1257.4837500000008,-1194.3906115384607,0.5345109219342852,37219.269749999934,-0.9709601032674743
0.2,0.4,45,98,32.6530612244898,32,66,-30011.233499999922,1484.1065625000006,-1174.2824772727265,0.6127714856590672,31198.764749999933,-0.9619365939800545
0.2,0.4,60,98,34.69387755102041,34,64,-35728.27199999992,1439.9686764705893,-1323.237609374999,0.5781148857583658,38223.82199999992,-0.9347121802733382
0.2,0.4,90,98,35.714285714285715,35,63,-27050.91449999991,1726.4331428571434,-1388.5091190476178,0.6907621351938933,35157.27074999992,-0.7694258946422902
0.2,0.4,120,98,35.714285714285715,35,63,-27087.11324999993,2080.1910000000003,-1585.615845238094,0.7288408917817886,36192.99824999994,-0.7484075528337854
0.2,0.5,30,98,32.6530612244898,32,66,-38144.87099999991,1252.163085937501,-1185.06196590909,0.5123017972602572,39225.71474999994,-0.9724455307726412
0.2,0.5,45,98,32.6530612244898,32,66,-31745.81849999991,1429.9007812500008,-1174.2824772727265,0.5903905071315414,32933.349749999936,-0.963941376780234
0.2,0.5,60,98,34.69387755102041,34,64,-36100.601999999904,1429.0177941176482,-1323.237609374999,0.5737183539421731,38596.151999999915,-0.9353419998967769
0.2,0.5,90,98,35.714285714285715,35,63,-27053.130749999906,1726.3698214285723,-1388.5091190476178,0.6907367996948708,34801.19324999992,-0.7773621598449062
0.2,0.5,120,98,35.714285714285715,35,63,-25456.69199999991,2126.774464285715,-1585.615845238094,0.7451624380495522,31143.64199999992,-0.8173961157144042
0.2,0.6,30,98,32.6530612244898,32,66,-36402.898499999916,1306.599726562501,-1185.06196590909,0.5345736475824685,37483.74224999994,-0.9711649988736111
0.2,0.6,45,98,32.6530612244898,32,66,-29481.549749999915,1500.659179687501,-1174.2824772727265,0.6196058815722855,30669.08099999993,-0.9612792033122864
0.2,0.6,60,98,34.69387755102041,34,64,-34346.070749999904,1480.6216544117658,-1323.237609374999,0.59443613779824,36841.620749999915,-0.9322627520397562
0.2,0.6,90,98,35.714285714285715,35,63,-24731.9782499999,1792.688464285715,-1388.5091190476178,0.7172715123379261,32480.040749999906,-0.7614515769965581
0.2,0.6,120,98,34.69387755102041,34,64,-25356.960749999915,2218.2602205882363,-1574.6532539062491,0.7483874556281598,31043.91074999992,-0.8168094849325638
0.25,0.2,30,98,39.795918367346935,39,59,-34030.36593749993,985.4270192307699,-1228.1698252118636,0.5303696186739005,33493.347187499945,-1.0160335945820431
0.25,0.2,45,98,39.795918367346935,39,59,-33157.71749999993,1057.1261538461545,-1260.7735169491518,0.5542457036817094,34060.82999999994,-0.9734853055547967
0.25,0.2,60,98,41.83673469387755,41,57,-38072.25187499993,1036.656402439025,-1413.5993749999993,0.5274939595802723,39489.22687499994,-0.9641174286727533
0.25,0.2,90,98,43.87755102040816,43,55,-33011.07562499994,1167.3019186046515,-1512.8192386363628,0.6032563840601253,39615.74062499995,-0.8332817992090734
0.25,0.2,120,98,45.91836734693878,45,53,-35988.053437499955,1266.4657500000005,-1754.3209846698107,0.6129443345243653,43178.547187499964,-0.8334706881457644
0.25,0.25,30,98,36.734693877551024,36,62,-35238.591562499925,1077.2097656250005,-1193.8410181451604,0.5239195408754055,35191.91812499994,-1.0013262544352997
0.25,0.25,45,98,36.734693877551024,36,62,-33915.67499999992,1168.5808593750007,-1225.5578377016122,0.5536505913462925,35309.13281249994,-0.9605354846889156
0.25,0.25,60,98,38.775510204081634,38,60,-36313.842187499926,1206.2512006578954,-1369.1897968749995,0.5579643490578438,38221.16249999994,-0.9500977943174801
0.25,0.25,90,98,42.857142857142854,42,56,-28322.598749999925,1318.6364955357149,-1494.7380636160706,0.6616392501969556,37284.47531249994,-0.7596351702045954
0.25,0.25,120,98,43.87755102040816,43,55,-28572.48093749993,1551.549091569768,-1732.5289431818176,0.7001495095054399,39447.71999999996,-0.7243126076107811
0.25,0.3,30,98,36.734693877551024,36,62,-32113.863749999924,1164.0077604166675,-1193.8410181451604,0.5661352420613032,32557.535624999935,-0.986372682499368
