date,weekday,day_open,day_high,day_low,day_close,prev_close,prev_high,prev_low,pivot_PP,pivot_R1,pivot_S1,pivot_R2,pivot_S2,pivot_R3,pivot_S3,cam_R1,cam_S1,cam_R2,cam_S2,cam_R3,cam_S3,cam_R4,cam_S4,or15_high,or15_low,or30_high,or30_low
2024-06-11,Tuesday,23283.75,23389.45,23206.65,23261.8,23234.45,23411.9,23227.15,23291.17,23355.18,23170.43,23475.92,23106.42,23539.93,22985.68,23251.39,23217.51,23268.32,23200.58,23285.26,23183.64,23336.06,23132.84,23289.8,23229.6,23289.8,23206.65
2024-06-12,Wednesday,23344.45,23441.95,23295.95,23308.4,23261.8,23389.45,23206.65,23285.97,23365.28,23182.48,23468.77,23103.17,23548.08,22999.68,23278.56,23245.04,23295.31,23228.29,23312.07,23211.53,23362.34,23161.26,23361.35,23295.95,23378.5,23295.95
2024-06-13,Thursday,23480.95,23481.05,23353.9,23399.35,23308.4,23441.95,23295.95,23348.77,23401.58,23255.58,23494.77,23202.77,23547.58,23109.58,23321.78,23295.02,23335.17,23281.63,23348.55,23268.25,23388.7,23228.1,23481.05,23409.1,23481.05,23377.8
2024-06-14,Friday,23464.95,23490.4,23334.25,23454.15,23399.35,23481.05,23353.9,23411.43,23468.97,23341.82,23538.58,23284.28,23596.12,23214.67,23411.01,23387.69,23422.66,23376.04,23434.32,23364.38,23469.28,23329.42,23469.45,23337.4,23469.45,23334.25
2024-06-18,Tuesday,23570.8,23579.05,23499.7,23562.3,23454.15,23490.4,23334.25,23426.27,23518.28,23362.13,23582.42,23270.12,23674.43,23205.98,23468.46,23439.84,23482.78,23425.52,23497.09,23411.21,23540.03,23368.27,23573.85,23499.7,23573.85,23499.7
2024-06-19,Wednesday,23629.85,23664.0,23412.9,23521.4,23562.3,23579.05,23499.7,23547.02,23594.33,23514.98,23626.37,23467.67,23673.68,23435.63,23569.57,23555.03,23576.85,23547.75,23584.12,23540.48,23605.94,23518.66,23630.85,23536.0,23630.85,23532.1
2024-06-20,Thursday,23586.15,23624.0,23442.6,23579.15,23521.4,23664.0,23412.9,23532.77,23652.63,23401.53,23783.87,23281.67,23903.73,23150.43,23544.42,23498.38,23567.44,23475.37,23590.45,23452.35,23659.51,23383.3,23587.7,23461.75,23587.7,23461.75
2024-06-21,Friday,23661.15,23667.1,23398.2,23453.15,23579.15,23624.0,23442.6,23548.58,23654.57,23473.17,23729.98,23367.18,23835.97,23291.77,23595.78,23562.52,23612.41,23545.89,23629.04,23529.26,23678.92,23479.38,23667.1,23594.1,23667.1,23576.1
2024-06-24,Monday,23382.3,23558.1,23350.0,23548.65,23453.15,23667.1,23398.2,23506.15,23614.1,23345.2,23775.05,23237.25,23883.0,23076.3,23477.8,23428.5,23502.45,23403.85,23527.1,23379.2,23601.05,23305.26,23439.2,23351.5,23439.2,23350.0
2024-06-25,Tuesday,23577.1,23754.15,23562.05,23721.9,23548.65,23558.1,23350.0,23485.58,23621.17,23413.07,23693.68,23277.48,23829.27,23204.97,23567.73,23529.57,23586.8,23510.5,23605.88,23491.42,23663.1,23434.2,23603.65,23571.05,23605.75,23571.05
2024-06-26,Wednesday,23723.1,23889.9,23670.45,23840.25,23721.9,23754.15,23562.05,23679.37,23796.68,23604.58,23871.47,23487.27,23988.78,23412.48,23739.51,23704.29,23757.12,23686.68,23774.73,23669.07,23827.56,23616.24,23749.5,23677.25,23749.5,23670.45
2024-06-27,Thursday,23881.55,24087.45,23805.4,24036.1,23840.25,23889.9,23670.45,23800.2,23929.95,23710.5,24019.65,23580.75,24149.4,23491.05,23860.37,23820.13,23880.48,23800.02,23900.6,23779.9,23960.95,23719.55,23887.45,23812.35,23887.45,23805.4
2024-06-28,Friday,24085.9,24174.0,23985.8,24009.8,24036.1,24087.45,23805.4,23976.32,24147.23,23865.18,24258.37,23694.27,24429.28,23583.13,24061.95,24010.25,24087.81,23984.39,24113.66,23958.54,24191.23,23880.97,24137.5,24062.85,24174.0,24062.85
2024-07-01,Monday,23992.95,24164.0,23992.7,24123.15,24009.8,24174.0,23985.8,24056.53,24127.27,23939.07,24244.73,23868.33,24315.47,23750.87,24027.05,23992.55,24044.3,23975.3,24061.56,23958.04,24113.31,23906.29,24051.2,23992.7,24083.8,23992.7
2024-07-02,Tuesday,24228.75,24236.35,24056.4,24117.8,24123.15,24164.0,23992.7,24093.28,24193.87,24022.57,24264.58,23921.98,24365.17,23851.27,24138.85,24107.45,24154.56,24091.75,24170.26,24076.04,24217.37,24028.94,24236.35,24128.65,24236.35,24074.25
2024-07-03,Wednesday,24291.75,24309.15,24207.1,24290.8,24117.8,24236.35,24056.4,24136.85,24217.3,24037.35,24316.8,23956.9,24397.25,23857.4,24134.3,24101.3,24150.79,24084.81,24167.29,24068.31,24216.77,24018.83,24292.15,24207.1,24292.15,24207.1
2024-07-04,Thursday,24369.95,24401.0,24281.0,24304.65,24290.8,24309.15,24207.1,24269.02,24330.93,24228.88,24371.07,24166.97,24432.98,24126.83,24300.15,24281.45,24309.51,24272.09,24318.86,24262.74,24346.93,24234.67,24372.15,24319.15,24400.95,24319.15
2024-07-05,Friday,24213.35,24363.0,24168.85,24316.75,24304.65,24401.0,24281.0,24328.88,24376.77,24256.77,24448.88,24208.88,24496.77,24136.77,24315.65,24293.65,24326.65,24282.65,24337.65,24271.65,24370.65,24238.65,24260.95,24170.35,24260.95,24170.35
2024-07-08,Monday,24329.45,24344.6,24240.55,24331.05,24316.75,24363.0,24168.85,24282.87,24396.88,24202.73,24477.02,24088.72,24591.03,24008.58,24334.55,24298.95,24352.34,24281.16,24370.14,24263.36,24423.53,24209.97,24338.85,24283.1,24338.85,24262.55
2024-07-09,Tuesday,24351.0,24443.6,24331.9,24417.25,24331.05,24344.6,24240.55,24305.4,24370.25,24266.2,24409.45,24201.35,24474.3,24162.15,24340.59,24321.51,24350.13,24311.97,24359.66,24302.44,24388.28,24273.82,24373.55,24331.9,24384.0,24331.9
2024-07-10,Wednesday,24459.85,24461.05,24141.8,24312.4,24417.25,24443.6,24331.9,24397.58,24463.27,24351.57,24509.28,24285.88,24574.97,24239.87,24427.49,24407.01,24437.73,24396.77,24447.97,24386.53,24478.68,24355.82,24461.05,24383.6,24461.05,24370.15
2024-07-11,Thursday,24396.55,24402.65,24193.75,24338.5,24312.4,24461.05,24141.8,24305.08,24468.37,24149.12,24624.33,23985.83,24787.62,23829.87,24341.66,24283.14,24370.93,24253.87,24400.19,24224.61,24487.99,24136.81,24402.65,24335.55,24402.65,24310.15
2024-07-12,Friday,24387.95,24592.2,24331.15,24512.4,24338.5,24402.65,24193.75,24311.63,24429.52,24220.62,24520.53,24102.73,24638.42,24011.72,24357.65,24319.35,24376.8,24300.2,24395.95,24281.05,24453.4,24223.6,24435.9,24342.45,24440.75,24342.45
2024-07-15,Monday,24587.6,24635.05,24522.75,24588.35,24512.4,24592.2,24331.15,24478.58,24626.02,24364.97,24739.63,24217.53,24887.07,24103.92,24536.33,24488.47,24560.26,24464.54,24584.19,24440.61,24655.98,24368.82,24598.0,24536.15,24598.0,24522.75
2024-07-16,Tuesday,24615.9,24661.25,24587.65,24601.1,24588.35,24635.05,24522.75,24582.05,24641.35,24529.05,24694.35,24469.75,24753.65,24416.75,24598.64,24578.06,24608.94,24567.76,24619.23,24557.47,24650.11,24526.58,24650.05,24599.75,24650.05,24599.75
2024-07-18,Thursday,24543.8,24837.75,24504.45,24779.35,24601.1,24661.25,24587.65,24616.67,24645.68,24572.08,24690.27,24543.07,24719.28,24498.48,24607.85,24594.35,24614.59,24587.61,24621.34,24580.86,24641.58,24560.62,24585.95,24524.55,24597.6,24515.1
2024-07-19,Friday,24853.8,24854.8,24508.15,24525.85,24779.35,24837.75,24504.45,24707.18,24909.92,24576.62,25040.48,24373.88,25243.22,24243.32,24809.9,24748.8,24840.45,24718.24,24871.01,24687.69,24962.66,24596.03,24854.8,24727.75,24854.8,24727.75
2024-07-22,Monday,24445.75,24595.2,24362.3,24515.9,24525.85,24854.8,24508.15,24629.6,24751.05,24404.4,24976.25,24282.95,25097.7,24057.75,24557.63,24494.07,24589.4,24462.3,24621.18,24430.52,24716.51,24335.19,24471.1,24362.3,24508.6,24362.3
2024-07-23,Tuesday,24568.9,24582.55,24074.2,24476.4,24515.9,24595.2,24362.3,24491.13,24619.97,24387.07,24724.03,24258.23,24852.87,24154.17,24537.25,24494.55,24558.6,24473.2,24579.95,24451.85,24644.0,24387.81,24582.55,24502.6,24582.55,24467.45
2024-07-24,Wednesday,24444.95,24504.25,24307.25,24441.9,24476.4,24582.55,24074.2,24377.72,24681.23,24172.88,24886.07,23869.37,25189.58,23664.53,24523.0,24429.8,24569.6,24383.2,24616.2,24336.6,24755.99,24196.81,24487.0,24405.6,24504.25,24395.15
2024-07-25,Thursday,24230.95,24426.15,24210.8,24415.0,24441.9,24504.25,24307.25,24417.8,24528.35,24331.35,24614.8,24220.8,24725.35,24134.35,24459.96,24423.84,24478.02,24405.78,24496.08,24387.73,24550.25,24333.55,24276.45,24210.8,24300.1,24210.8
2024-07-26,Friday,24423.35,24861.15,24410.9,24851.75,24415.0,24426.15,24210.8,24350.65,24490.5,24275.15,24566.0,24135.3,24705.85,24059.8,24434.74,24395.26,24454.48,24375.52,24474.22,24355.78,24533.44,24296.56,24492.7,24410.9,24528.95,24410.9
2024-07-29,Monday,24943.3,24999.75,24774.6,24840.95,24851.75,24861.15,24410.9,24707.93,25004.97,24554.72,25158.18,24257.68,25455.22,24104.47,24893.02,24810.48,24934.3,24769.2,24975.57,24727.93,25099.39,24604.11,24980.45,24904.55,24980.45,24894.05
2024-07-30,Tuesday,24839.4,24971.75,24798.65,24840.9,24840.95,24999.75,24774.6,24871.77,24968.93,24743.78,25096.92,24646.62,25194.08,24518.63,24861.59,24820.31,24882.23,24799.67,24902.87,24779.03,24964.78,24717.12,24858.3,24798.65,24887.45,24798.65
2024-07-31,Wednesday,24886.7,24984.6,24856.5,24979.3,24840.9,24971.75,24798.65,24870.43,24942.22,24769.12,25043.53,24697.33,25115.32,24596.02,24856.77,24825.03,24872.64,24809.17,24888.5,24793.3,24936.1,24745.7,24929.1,24877.55,24929.1,24856.5
2024-08-01,Thursday,25030.95,25078.3,24956.4,25006.0,24979.3,24984.6,24856.5,24940.13,25023.77,24895.67,25068.23,24812.03,25151.87,24767.57,24991.04,24967.56,25002.78,24955.81,25014.53,24944.07,25049.75,24908.85,25078.3,25008.8,25078.3,25008.8
2024-08-02,Friday,24789.0,24851.9,24686.85,24699.45,25006.0,25078.3,24956.4,25013.57,25070.73,24948.83,25135.47,24891.67,25192.63,24826.93,25017.17,24994.83,25028.35,24983.65,25039.52,24972.48,25073.04,24938.96,24851.9,24751.1,24851.9,24747.55
2024-08-05,Monday,24302.85,24350.05,23893.7,24051.8,24699.45,24851.9,24686.85,24746.07,24805.28,24640.23,24911.12,24581.02,24970.33,24475.18,24714.58,24684.32,24729.71,24669.19,24744.84,24654.06,24790.23,24608.67,24350.05,24192.5,24350.05,24192.5
2024-08-06,Tuesday,24189.85,24382.6,23960.4,24033.05,24051.8,24350.05,23893.7,24098.52,24303.33,23846.98,24554.87,23642.17,24759.68,23390.63,24093.63,24009.97,24135.46,23968.14,24177.3,23926.3,24302.79,23800.81,24382.6,24189.5,24382.6,24189.5
2024-08-07,Wednesday,24289.4,24337.7,24184.9,24315.25,24033.05,24382.6,23960.4,24125.35,24290.3,23868.1,24547.55,23703.15,24712.5,23445.9,24071.75,23994.35,24110.45,23955.65,24149.15,23916.94,24265.26,23800.84,24306.45,24242.7,24306.45,24231.9
2024-08-08,Thursday,24248.55,24340.5,24079.7,24098.7,24315.25,24337.7,24184.9,24279.28,24373.67,24220.87,24432.08,24126.48,24526.47,24068.07,24329.26,24301.24,24343.26,24287.24,24357.27,24273.23,24399.29,24231.21,24260.05,24198.4,24263.5,24192.85
2024-08-09,Friday,24386.85,24419.75,24311.2,24364.4,24098.7,24340.5,24079.7,24172.97,24266.23,24005.43,24433.77,23912.17,24527.03,23744.63,24122.61,24074.79,24146.51,24050.89,24170.42,24026.98,24242.14,23955.26,24405.4,24315.9,24409.65,24315.9
2024-08-12,Monday,24320.05,24472.8,24212.1,24348.8,24364.4,24419.75,24311.2,24365.12,24419.03,24310.48,24473.67,24256.57,24527.58,24201.93,24374.35,24354.45,24384.3,24344.5,24394.25,24334.55,24424.1,24304.7,24323.7,24259.25,24323.7,24254.0
2024-08-13,Tuesday,24342.35,24359.95,24116.5,24141.2,24348.8,24472.8,24212.1,24344.57,24477.03,24216.33,24605.27,24083.87,24737.73,23955.63,24372.7,24324.9,24396.6,24301.0,24420.49,24277.11,24492.19,24205.41,24359.95,24308.35,24359.95,24299.4
2024-08-14,Wednesday,24184.4,24196.5,24099.7,24144.5,24141.2,24359.95,24116.5,24205.88,24295.27,24051.82,24449.33,23962.43,24538.72,23808.37,24163.52,24118.88,24185.83,24096.57,24208.15,24074.25,24275.1,24007.3,24196.5,24113.55,24196.5,24099.7
2024-08-16,Friday,24334.85,24563.9,24204.5,24539.2,24144.5,24196.5,24099.7,24146.9,24194.1,24097.3,24243.7,24050.1,24290.9,24000.5,24153.37,24135.63,24162.25,24126.75,24171.12,24117.88,24197.74,24091.26,24403.55,24302.8,24403.55,24302.8
2024-08-19,Monday,24636.35,24638.8,24522.95,24579.0,24539.2,24563.9,24204.5,24435.87,24667.23,24307.83,24795.27,24076.47,25026.63,23948.43,24572.15,24506.26,24605.09,24473.31,24638.03,24440.37,24736.87,24341.53,24638.8,24576.25,24638.8,24576.25
2024-08-20,Tuesday,24648.9,24734.3,24607.2,24672.85,24579.0,24638.8,24522.95,24580.25,24637.55,24521.7,24696.1,24464.4,24753.4,24405.85,24589.62,24568.38,24600.24,24557.76,24610.86,24547.14,24642.72,24515.28,24660.3,24607.2,24676.9,24607.2
2024-08-21,Wednesday,24680.55,24787.95,24654.5,24781.9,24672.85,24734.3,24607.2,24671.45,24735.7,24608.6,24798.55,24544.35,24862.8,24481.5,24684.5,24661.2,24696.15,24649.55,24707.8,24637.9,24742.75,24602.94,24708.1,24654.5,24708.1,24654.5
2024-08-22,Thursday,24863.4,24867.35,24784.45,24810.9,24781.9,24787.95,24654.5,24741.45,24828.4,24694.95,24874.9,24608.0,24961.85,24561.5,24794.13,24769.67,24806.37,24757.43,24818.6,24745.2,24855.3,24708.5,24867.35,24798.85,24867.35,24798.85
2024-08-23,Friday,24845.4,24858.4,24771.65,24831.85,24810.9,24867.35,24784.45,24820.9,24857.35,24774.45,24903.8,24738.0,24940.25,24691.55,24818.5,24803.3,24826.1,24795.7,24833.7,24788.1,24856.49,24765.31,24858.4,24792.3,24858.4,24771.65
2024-08-26,Monday,24906.1,25043.8,24874.7,25011.45,24831.85,24858.4,24771.65,24820.63,24869.62,24782.87,24907.38,24733.88,24956.37,24696.12,24839.8,24823.9,24847.75,24815.95,24855.71,24807.99,24879.56,24784.14,24921.75,24874.7,24985.2,24874.7
2024-08-27,Tuesday,25024.8,25073.1,24973.65,24997.05,25011.45,25043.8,24874.7,24976.65,25078.6,24909.5,25145.75,24807.55,25247.7,24740.4,25026.95,24995.95,25042.45,24980.45,25057.95,24964.95,25104.46,24918.44,25037.7,24988.0,25037.7,24973.65
2024-08-28,Wednesday,25030.8,25129.6,24964.65,25044.85,24997.05,25073.1,24973.65,25014.6,25055.55,24956.1,25114.05,24915.15,25155.0,24856.65,25006.17,24987.93,25015.28,24978.82,25024.4,24969.7,25051.75,24942.35,25048.15,24995.1,25048.15,24964.65
2024-08-29,Thursday,25035.3,25192.9,24998.5,25156.75,25044.85,25129.6,24964.65,25046.37,25128.08,24963.13,25211.32,24881.42,25293.03,24798.18,25059.97,25029.73,25075.09,25014.61,25090.21,24999.49,25135.57,24954.13,25073.65,25017.5,25074.1,25017.5
2024-08-30,Friday,25249.7,25268.35,25199.4,25247.0,25156.75,25192.9,24998.5,25116.05,25233.6,25039.2,25310.45,24921.65,25428.0,24844.8,25174.57,25138.93,25192.39,25121.11,25210.21,25103.29,25263.67,25049.83,25258.8,25224.1,25258.8,25205.55
2024-09-02,Monday,25333.6,25333.65,25235.5,25273.9,25247.0,25268.35,25199.4,25238.25,25277.1,25208.15,25307.2,25169.3,25346.05,25139.2,25253.32,25240.68,25259.64,25234.36,25265.96,25228.04,25284.92,25209.08,25333.65,25290.45,25333.65,25281.75
2024-09-03,Tuesday,25313.4,25321.7,25235.8,25268.85,25273.9,25333.65,25235.5,25281.02,25326.53,25228.38,25379.17,25182.87,25424.68,25130.23,25282.9,25264.9,25291.89,25255.91,25300.89,25246.91,25327.88,25219.92,25321.7,25255.1,25321.7,25255.1
2024-09-04,Wednesday,25089.95,25216.0,25083.8,25206.35,25268.85,25321.7,25235.8,25275.45,25315.1,25229.2,25361.35,25189.55,25401.0,25143.3,25276.72,25260.98,25284.6,25253.1,25292.47,25245.23,25316.1,25221.6,25133.1,25083.8,25133.1,25083.8
2024-09-05,Thursday,25250.5,25275.45,25127.75,25144.8,25206.35,25216.0,25083.8,25168.72,25253.63,25121.43,25300.92,25036.52,25385.83,24989.23,25218.47,25194.23,25230.59,25182.11,25242.7,25169.99,25279.06,25133.64,25275.45,25207.95,25275.45,25187.0
2024-09-06,Friday,25093.7,25168.75,24801.3,24868.5,25144.8,25275.45,25127.75,25182.67,25237.58,25089.88,25330.37,25034.97,25385.28,24942.18,25158.34,25131.26,25171.88,25117.72,25185.42,25104.18,25226.03,25063.56,25159.35,25085.1,25168.75,25024.5
2024-09-09,Monday,24823.4,24957.5,24753.15,24942.25,24868.5,25168.75,24801.3,24946.18,25091.07,24723.62,25313.63,24578.73,25458.52,24356.17,24902.18,24834.82,24935.87,24801.13,24969.55,24767.45,25070.6,24666.4,24827.8,24753.15,24847.2,24753.15
2024-09-10,Tuesday,24999.4,25130.5,24896.8,25052.1,24942.25,24957.5,24753.15,24884.3,25015.45,24811.1,25088.65,24679.95,25219.8,24606.75,24960.98,24923.52,24979.71,24904.79,24998.45,24886.05,25054.64,24829.86,25014.8,24966.15,25014.8,24957.3
2024-09-11,Wednesday,25034.0,25113.7,24885.15,24951.8,25052.1,25130.5,24896.8,25026.47,25156.13,24922.43,25260.17,24792.77,25389.83,24688.73,25073.52,25030.68,25094.94,25009.25,25116.37,24987.83,25180.63,24923.56,25038.6,24981.3,25073.5,24981.3
2024-09-12,Thursday,25059.65,25433.35,24941.45,25314.95,24951.8,25113.7,24885.15,24983.55,25081.95,24853.4,25212.1,24755.0,25310.5,24624.85,24972.75,24930.85,24993.7,24909.9,25014.65,24888.95,25077.5,24826.1,25072.55,25010.1,25072.55,25008.45
2024-09-13,Friday,25430.45,25430.5,25292.45,25343.55,25314.95,25433.35,24941.45,25229.92,25518.38,25026.48,25721.82,24738.02,26010.28,24534.58,25360.04,25269.86,25405.13,25224.77,25450.22,25179.68,25585.49,25044.41,25430.5,25311.3,25430.5,25292.45
2024-09-16,Monday,25406.65,25445.7,25336.2,25377.2,25343.55,25430.5,25292.45,25355.5,25418.55,25280.5,25493.55,25217.45,25556.6,25142.45,25356.2,25330.9,25368.86,25318.24,25381.51,25305.59,25419.48,25267.62,25411.6,25366.0,25445.7,25366.0
2024-09-17,Tuesday,25416.9,25441.65,25352.25,25407.15,25377.2,25445.7,25336.2,25386.37,25436.53,25327.03,25495.87,25276.87,25546.03,25217.53,25387.24,25367.16,25397.28,25357.12,25407.31,25347.09,25437.42,25316.98,25416.9,25356.85,25416.9,25356.85
2024-09-18,Wednesday,25402.4,25482.2,25285.55,25343.45,25407.15,25441.65,25352.25,25400.35,25448.45,25359.05,25489.75,25310.95,25537.85,25269.65,25415.35,25398.96,25423.54,25390.76,25431.74,25382.57,25456.32,25357.98,25418.15,25380.8,25436.9,25380.8
2024-09-19,Thursday,25487.05,25611.95,25376.05,25445.0,25343.45,25482.2,25285.55,25370.4,25455.25,25258.6,25567.05,25173.75,25651.9,25061.95,25361.48,25325.42,25379.5,25307.4,25397.53,25289.37,25451.61,25235.29,25587.1,25481.7,25611.95,25481.7
2024-09-20,Friday,25525.95,25849.25,25426.6,25820.35,25445.0,25611.95,25376.05,25477.67,25579.28,25343.38,25713.57,25241.77,25815.18,25107.48,25466.62,25423.38,25488.25,25401.75,25509.87,25380.13,25574.75,25315.25,25547.85,25453.3,25547.85,25426.6
2024-09-23,Monday,25872.55,25956.0,25847.35,25930.15,25820.35,25849.25,25426.6,25698.73,25970.87,25548.22,26121.38,25276.08,26393.52,25125.57,25859.09,25781.61,25897.84,25742.86,25936.58,25704.12,26052.81,25587.89,25910.35,25849.5,25911.7,25849.5
2024-09-24,Tuesday,25921.45,26011.55,25886.85,25951.9,25930.15,25956.0,25847.35,25911.17,25974.98,25866.33,26019.82,25802.52,26083.63,25757.68,25940.11,25920.19,25950.07,25910.23,25960.03,25900.27,25989.91,25870.39,25938.05,25886.85,25959.05,25886.85
2024-09-25,Wednesday,25899.45,26032.8,25871.35,26013.5,25951.9,26011.55,25886.85,25950.1,26013.35,25888.65,26074.8,25825.4,26138.05,25763.95,25963.33,25940.47,25974.76,25929.04,25986.19,25917.61,26020.49,25883.32,25951.75,25891.7,25951.75,25891.7
2024-09-26,Thursday,26005.4,26250.9,25998.4,26184.65,26013.5,26032.8,25871.35,25972.55,26073.75,25912.3,26134.0,25811.1,26235.2,25750.85,26028.3,25998.7,26043.1,25983.9,26057.9,25969.1,26102.3,25924.7,26056.0,25998.4,26056.0,25998.4
2024-09-27,Friday,26248.25,26277.35,26151.4,26175.0,26184.65,26250.9,25998.4,26144.65,26290.9,26038.4,26397.15,25892.15,26543.4,25785.9,26207.8,26161.5,26230.94,26138.36,26254.09,26115.21,26323.53,26045.78,26250.55,26208.9,26250.55,26208.9
2024-09-30,Monday,26061.3,26134.7,25794.1,25822.8,26175.0,26277.35,26151.4,26201.25,26251.1,26125.15,26327.2,26075.3,26377.05,25999.2,26186.55,26163.45,26198.09,26151.91,26209.64,26140.36,26244.27,26105.73,26134.7,26035.45,26134.7,26002.35
2024-10-01,Tuesday,25788.45,25907.6,25739.2,25812.55,25822.8,26134.7,25794.1,25917.2,26040.3,25699.7,26257.8,25576.6,26380.9,25359.1,25854.02,25791.58,25885.24,25760.36,25916.47,25729.13,26010.13,25635.47,25907.6,25788.05,25907.6,25788.05
2024-10-03,Thursday,25452.85,25639.45,25230.3,25266.0,25812.55,25907.6,25739.2,25819.78,25900.37,25731.97,25988.18,25651.38,26068.77,25563.57,25827.99,25797.11,25843.42,25781.68,25858.86,25766.24,25905.17,25719.93,25603.85,25451.6,25639.45,25451.6
2024-10-04,Friday,25181.9,25485.05,24966.8,25049.1,25266.0,25639.45,25230.3,25378.58,25526.87,25117.72,25787.73,24969.43,25936.02,24708.57,25303.51,25228.49,25341.01,25190.99,25378.52,25153.48,25491.03,25040.97,25287.9,25117.85,25287.9,25094.55
2024-10-07,Monday,25084.1,25143.0,24694.35,24819.0,25049.1,25485.05,24966.8,25166.98,25367.17,24848.92,25685.23,24648.73,25885.42,24330.67,25096.61,25001.59,25144.11,24954.09,25191.62,24906.58,25334.14,24764.06,25143.0,25069.5,25143.0,25049.9
2024-10-08,Tuesday,24832.2,25044.0,24756.8,25039.5,24819.0,25143.0,24694.35,24885.45,25076.55,24627.9,25334.1,24436.8,25525.2,24179.25,24860.13,24777.87,24901.25,24736.75,24942.38,24695.62,25065.76,24572.24,24865.1,24765.8,24865.1,24756.8
2024-10-09,Wednesday,25065.8,25234.05,24947.7,25019.55,25039.5,25044.0,24756.8,24946.77,25136.73,24849.53,25233.97,24659.57,25423.93,24562.33,25065.83,25013.17,25092.15,24986.85,25118.48,24960.52,25197.46,24881.54,25091.85,25041.15,25091.95,25041.15
2024-10-10,Thursday,25067.05,25134.05,24979.4,25007.55,25019.55,25234.05,24947.7,25067.1,25186.5,24900.15,25353.45,24780.75,25472.85,24613.8,25045.8,24993.3,25072.05,24967.05,25098.3,24940.8,25177.04,24862.06,25083.5,25017.05,25083.5,25007.1
2024-10-11,Friday,24985.3,25028.65,24920.05,24975.05,25007.55,25134.05,24979.4,25040.33,25101.27,24946.62,25194.98,24885.68,25255.92,24791.97,25021.73,24993.37,25035.9,24979.2,25050.08,24965.02,25092.61,24922.49,25012.15,24934.35,25012.15,24934.35
2024-10-14,Monday,25023.45,25159.75,25017.5,25142.3,24975.05,25028.65,24920.05,24974.58,25029.12,24920.52,25083.18,24865.98,25137.72,24811.92,24985.01,24965.09,24994.96,24955.14,25004.92,24945.18,25034.78,24915.32,25066.85,25017.5,25109.55,25017.5
2024-10-15,Tuesday,25186.3,25212.05,25008.15,25065.15,25142.3,25159.75,25017.5,25106.52,25195.53,25053.28,25248.77,24964.27,25337.78,24911.03,25155.34,25129.26,25168.38,25116.22,25181.42,25103.18,25220.54,25064.06,25212.05,25166.25,25212.05,25148.75
2024-10-16,Wednesday,25008.55,25093.4,24908.45,24959.9,25065.15,25212.05,25008.15,25095.12,25182.08,24978.18,25299.02,24891.22,25385.98,24774.28,25083.84,25046.46,25102.53,25027.77,25121.22,25009.08,25177.3,24953.01,25037.35,24994.65,25084.05,24994.65
2024-10-17,Thursday,25027.4,25029.5,24728.9,24750.2,24959.9,25093.4,24908.45,24987.25,25066.05,24881.1,25172.2,24802.3,25251.0,24696.15,24976.85,24942.95,24993.81,24925.99,25010.76,24909.04,25061.62,24858.18,25029.5,24923.1,25029.5,24821.7
2024-10-18,Friday,24664.95,24886.2,24567.65,24862.65,24750.2,25029.5,24728.9,24836.2,24943.5,24642.9,25136.8,24535.6,25244.1,24342.3,24777.76,24722.65,24805.31,24695.09,24832.87,24667.53,24915.53,24584.87,24694.95,24567.65,24694.95,24567.65
2024-10-21,Monday,24956.15,24978.3,24679.6,24739.45,24862.65,24886.2,24567.65,24772.17,24976.68,24658.13,25090.72,24453.62,25295.23,24339.58,24891.85,24833.45,24921.05,24804.25,24950.25,24775.05,25037.85,24687.45,24978.3,24881.3,24978.3,24745.35
2024-10-22,Tuesday,24798.65,24882.0,24445.8,24481.75,24739.45,24978.3,24679.6,24799.12,24918.63,24619.93,25097.82,24500.42,25217.33,24321.23,24766.83,24712.07,24794.21,24684.69,24821.59,24657.31,24903.74,24575.17,24854.05,24755.35,24864.9,24755.35
2024-10-23,Wednesday,24378.15,24604.25,24378.1,24436.0,24481.75,24882.0,24445.8,24603.18,24760.57,24324.37,25039.38,24166.98,25196.77,23888.17,24521.74,24441.76,24561.72,24401.78,24601.71,24361.79,24721.66,24241.84,24521.4,24378.1,24521.4,24378.1
2024-10-24,Thursday,24412.7,24480.65,24341.2,24414.6,24436.0,24604.25,24378.1,24472.78,24567.47,24341.32,24698.93,24246.63,24793.62,24115.17,24456.73,24415.27,24477.46,24394.54,24498.19,24373.81,24560.38,24311.62,24480.65,24400.85,24480.65,24341.2
2024-10-25,Friday,24418.05,24440.25,24073.9,24211.8,24414.6,24480.65,24341.2,24412.15,24483.1,24343.65,24551.6,24272.7,24622.55,24204.2,24427.38,24401.82,24440.17,24389.03,24452.95,24376.25,24491.3,24337.9,24440.25,24372.85,24440.25,24312.4
2024-10-28,Monday,24251.1,24492.6,24134.9,24367.7,24211.8,24440.25,24073.9,24241.98,24410.07,24043.72,24608.33,23875.63,24776.42,23677.37,24245.38,24178.22,24278.96,24144.64,24312.55,24111.05,24413.29,24010.31,24292.9,24186.15,24292.9,24134.9
2024-10-29,Tuesday,24328.85,24484.5,24140.85,24454.0,24367.7,24492.6,24134.9,24331.73,24528.57,24170.87,24689.43,23974.03,24886.27,23813.17,24400.49,24334.91,24433.28,24302.12,24466.07,24269.33,24564.43,24170.97,24378.65,24239.9,24378.65,24206.75
