date,weekday,day_open,day_high,day_low,day_close,prev_close,prev_high,prev_low,pivot_PP,pivot_R1,pivot_S1,pivot_R2,pivot_S2,pivot_R3,pivot_S3,cam_R1,cam_S1,cam_R2,cam_S2,cam_R3,cam_S3,cam_R4,cam_S4,or15_high,or15_low,or30_high,or30_low
2024-01-18,Thursday,21414.2,21539.4,21285.55,21477.25,21577.25,21851.5,21550.45,21659.73,21769.02,21467.97,21960.78,21358.68,22070.07,21166.92,21604.85,21549.65,21632.44,21522.06,21660.04,21494.46,21742.83,21411.67,21474.4,21406.35,21474.4,21366.7
2024-01-19,Friday,21615.2,21670.6,21575.0,21638.2,21477.25,21539.4,21285.55,21434.07,21582.58,21328.73,21687.92,21180.22,21836.43,21074.88,21500.52,21453.98,21523.79,21430.71,21547.06,21407.44,21616.87,21337.63,21663.0,21597.3,21665.65,21597.3
2024-01-20,Saturday,21706.15,21720.3,21541.8,21586.95,21638.2,21670.6,21575.0,21627.93,21680.87,21585.27,21723.53,21532.33,21776.47,21489.67,21646.96,21629.44,21655.73,21620.67,21664.49,21611.91,21690.78,21585.62,21720.3,21656.3,21720.3,21636.7
2024-01-23,Tuesday,21716.7,21750.25,21192.6,21243.05,21586.95,21720.3,21541.8,21616.35,21690.9,21512.4,21794.85,21437.85,21869.4,21333.9,21603.31,21570.59,21619.67,21554.23,21636.04,21537.86,21685.12,21488.78,21750.25,21702.75,21750.25,21686.95
2024-01-24,Wednesday,21185.25,21482.35,21137.2,21460.7,21243.05,21750.25,21192.6,21395.3,21598.0,21040.35,21952.95,20837.65,22155.65,20482.7,21294.17,21191.93,21345.29,21140.81,21396.4,21089.7,21549.76,20936.34,21254.75,21137.2,21291.9,21137.2
2024-01-25,Thursday,21454.6,21459.0,21247.05,21370.75,21460.7,21482.35,21137.2,21360.08,21582.97,21237.82,21705.23,21014.93,21928.12,20892.67,21492.34,21429.06,21523.98,21397.42,21555.62,21365.78,21650.53,21270.87,21459.0,21372.05,21459.0,21366.6
2024-01-29,Monday,21433.1,21763.25,21429.6,21744.8,21370.75,21459.0,21247.05,21358.93,21470.82,21258.87,21570.88,21146.98,21682.77,21046.92,21390.18,21351.32,21409.61,21331.89,21429.04,21312.46,21487.32,21254.18,21553.05,21429.6,21562.6,21429.6
2024-01-30,Tuesday,21775.75,21813.05,21501.8,21530.55,21744.8,21763.25,21429.6,21645.88,21862.17,21528.52,21979.53,21312.23,22195.82,21194.87,21775.38,21714.22,21805.97,21683.63,21836.55,21653.05,21928.31,21561.29,21813.05,21689.1,21813.05,21689.1
2024-01-31,Wednesday,21487.25,21741.35,21448.85,21708.3,21530.55,21813.05,21501.8,21615.13,21728.47,21417.22,21926.38,21303.88,22039.72,21105.97,21559.08,21502.02,21587.61,21473.49,21616.14,21444.96,21701.74,21359.36,21526.25,21448.85,21589.8,21448.85
2024-02-01,Thursday,21780.65,21832.95,21658.75,21690.3,21708.3,21741.35,21448.85,21632.83,21816.82,21524.32,21925.33,21340.33,22109.32,21231.82,21735.11,21681.49,21761.92,21654.67,21788.74,21627.86,21869.17,21547.42,21788.35,21706.55,21788.35,21694.6
2024-02-02,Friday,21812.75,22126.8,21805.55,21853.3,21690.3,21832.95,21658.75,21727.33,21795.92,21621.72,21901.53,21553.13,21970.12,21447.52,21706.27,21674.33,21722.24,21658.36,21738.2,21642.4,21786.11,21594.49,21954.0,21812.0,21963.45,21812.0
2024-02-05,Monday,21921.05,21964.3,21726.95,21761.3,21853.3,22126.8,21805.55,21928.55,22051.55,21730.3,22249.8,21607.3,22372.8,21409.05,21882.75,21823.85,21912.2,21794.4,21941.64,21764.96,22029.99,21676.61,21921.15,21833.4,21921.15,21833.4
2024-02-06,Tuesday,21825.2,21951.4,21737.55,21938.8,21761.3,21964.3,21726.95,21817.52,21908.08,21670.73,22054.87,21580.17,22145.43,21433.38,21783.06,21739.54,21804.81,21717.79,21826.57,21696.03,21891.84,21630.76,21844.6,21737.55,21851.7,21737.55
2024-02-07,Wednesday,22045.05,22053.3,21860.15,21949.8,21938.8,21951.4,21737.55,21875.92,22014.28,21800.43,22089.77,21662.07,22228.13,21586.58,21958.4,21919.2,21978.01,21899.59,21997.61,21879.99,22056.42,21821.18,22053.3,21975.9,22053.3,21963.8
2024-02-08,Thursday,22009.65,22011.05,21665.3,21759.7,21949.8,22053.3,21860.15,21954.42,22048.68,21855.53,22147.57,21761.27,22241.83,21662.38,21967.51,21932.09,21985.21,21914.39,22002.92,21896.68,22056.03,21843.57,22011.05,21959.55,22011.05,21959.55
2024-02-09,Friday,21727.0,21804.45,21629.9,21786.0,21759.7,22011.05,21665.3,21812.02,21958.73,21612.98,22157.77,21466.27,22304.48,21267.23,21791.39,21728.01,21823.09,21696.31,21854.78,21664.62,21949.86,21569.54,21780.5,21664.45,21780.5,21664.45
2024-02-12,Monday,21800.8,21831.7,21574.75,21612.6,21786.0,21804.45,21629.9,21740.12,21850.33,21675.78,21914.67,21565.57,22024.88,21501.23,21802.0,21770.0,21818.0,21754.0,21834.0,21738.0,21882.0,21690.0,21831.7,21764.0,21831.7,21738.4
2024-02-13,Tuesday,21664.3,21766.8,21543.35,21728.0,21612.6,21831.7,21574.75,21673.02,21771.28,21514.33,21929.97,21416.07,22028.23,21257.38,21636.15,21589.05,21659.71,21565.49,21683.26,21541.94,21753.92,21471.28,21678.05,21569.1,21678.05,21543.35
2024-02-14,Wednesday,21578.15,21870.85,21530.2,21848.7,21728.0,21766.8,21543.35,21679.38,21815.42,21591.97,21902.83,21455.93,22038.87,21368.52,21748.48,21707.52,21768.97,21687.03,21789.45,21666.55,21850.9,21605.1,21600.65,21530.9,21600.65,21530.2
2024-02-15,Thursday,21906.55,21953.85,21794.8,21927.05,21848.7,21870.85,21530.2,21749.92,21969.63,21628.98,22090.57,21409.27,22310.28,21288.33,21879.93,21817.47,21911.15,21786.25,21942.38,21755.02,22036.06,21661.34,21923.25,21861.6,21923.25,21813.05
2024-02-16,Friday,22020.3,22068.65,21968.95,22033.5,21927.05,21953.85,21794.8,21891.9,21989.0,21829.95,22050.95,21732.85,22148.05,21670.9,21941.63,21912.47,21956.21,21897.89,21970.79,21883.31,22014.53,21839.57,22024.15,21985.9,22024.15,21976.6
2024-02-19,Monday,22103.45,22186.65,22021.05,22116.95,22033.5,22068.65,21968.95,22023.7,22078.45,21978.75,22123.4,21924.0,22178.15,21879.05,22042.64,22024.36,22051.78,22015.22,22060.92,22006.08,22088.33,21978.67,22107.6,22051.95,22107.6,22044.6
2024-02-20,Tuesday,22099.2,22215.6,22045.85,22208.15,22116.95,22186.65,22021.05,22108.22,22195.38,22029.78,22273.82,21942.62,22360.98,21864.18,22132.13,22101.77,22147.31,22086.59,22162.49,22071.41,22208.03,22025.87,22111.35,22056.6,22120.2,22056.6
2024-02-21,Wednesday,22248.85,22249.4,21997.95,22028.75,22208.15,22215.6,22045.85,22156.53,22267.22,22097.47,22326.28,21986.78,22436.97,21927.72,22223.71,22192.59,22239.27,22177.03,22254.83,22161.47,22301.51,22114.79,22248.85,22193.75,22248.85,22189.8
2024-02-22,Thursday,22081.55,22252.5,21875.25,22216.9,22028.75,22249.4,21997.95,22092.03,22186.12,21934.67,22343.48,21840.58,22437.57,21683.22,22051.8,22005.7,22074.85,21982.65,22097.9,21959.6,22167.05,21890.45,22094.3,21992.35,22094.3,21964.55
2024-02-23,Friday,22290.0,22297.5,22186.1,22194.25,22216.9,22252.5,21875.25,22114.88,22354.52,21977.27,22492.13,21737.63,22731.77,21600.02,22251.48,22182.32,22286.06,22147.74,22320.64,22113.16,22424.39,22009.41,22297.5,22227.65,22297.5,22216.35
2024-02-26,Monday,22169.2,22202.15,22075.15,22117.15,22194.25,22297.5,22186.1,22225.95,22265.8,22154.4,22337.35,22114.55,22377.2,22043.0,22204.46,22184.04,22214.67,22173.83,22224.89,22163.61,22255.52,22132.98,22189.65,22141.0,22202.15,22141.0
2024-02-27,Tuesday,22090.2,22218.25,22085.65,22194.2,22117.15,22202.15,22075.15,22131.48,22187.82,22060.82,22258.48,22004.48,22314.82,21933.82,22128.79,22105.51,22140.43,22093.87,22152.08,22082.23,22187.0,22047.3,22138.4,22085.65,22143.15,22085.65
2024-02-28,Wednesday,22214.1,22229.15,21915.85,21926.25,22194.2,22218.25,22085.65,22166.03,22246.42,22113.82,22298.63,22033.43,22379.02,21981.22,22206.35,22182.05,22218.51,22169.89,22230.67,22157.74,22267.13,22121.27,22226.3,22184.35,22226.3,22184.35
2024-02-29,Thursday,21935.2,22060.55,21860.65,22042.05,21926.25,22229.15,21915.85,22023.75,22131.65,21818.35,22337.05,21710.45,22444.95,21505.05,21954.97,21897.53,21983.69,21868.81,22012.41,21840.09,22098.57,21753.93,21963.7,21887.1,21992.45,21887.1
2024-03-01,Friday,22048.3,22353.3,22047.75,22326.05,22042.05,22060.55,21860.65,21987.75,22114.85,21914.95,22187.65,21787.85,22314.75,21715.05,22060.37,22023.73,22078.7,22005.4,22097.02,21987.08,22151.99,21932.1,22132.9,22047.75,22177.75,22047.75
2024-03-02,Saturday,22406.95,22420.25,22366.95,22373.4,22326.05,22353.3,22047.75,22242.37,22436.98,22131.43,22547.92,21936.82,22742.53,21825.88,22354.06,22298.04,22382.07,22270.03,22410.08,22242.02,22494.1,22158.0,22420.25,22366.95,22420.25,22366.95
2024-03-04,Monday,22403.5,22440.9,22358.3,22397.65,22373.4,22420.25,22366.95,22386.87,22406.78,22353.48,22440.17,22333.57,22460.08,22300.18,22378.29,22368.51,22383.17,22363.63,22388.06,22358.74,22402.72,22344.09,22440.9,22372.35,22440.9,22361.8
2024-03-05,Tuesday,22371.25,22416.9,22269.15,22358.5,22397.65,22440.9,22358.3,22398.95,22439.6,22357.0,22481.55,22316.35,22522.2,22274.4,22405.22,22390.08,22412.79,22382.51,22420.37,22374.94,22443.08,22352.22,22406.55,22319.55,22406.55,22319.55
2024-03-06,Wednesday,22327.5,22497.2,22224.35,22480.05,22358.5,22416.9,22269.15,22348.18,22427.22,22279.47,22495.93,22200.43,22574.97,22131.72,22372.04,22344.96,22385.59,22331.41,22399.13,22317.87,22439.76,22277.24,22353.8,22293.15,22369.45,22289.4
2024-03-07,Thursday,22505.3,22525.65,22430.0,22483.5,22480.05,22497.2,22224.35,22400.53,22576.72,22303.87,22673.38,22127.68,22849.57,22031.02,22505.06,22455.04,22530.07,22430.03,22555.08,22405.02,22630.12,22329.98,22523.65,22473.4,22523.65,22449.3
2024-03-11,Monday,22517.5,22526.6,22307.25,22319.85,22483.5,22525.65,22430.0,22479.72,22529.43,22433.78,22575.37,22384.07,22625.08,22338.13,22492.27,22474.73,22501.04,22465.96,22509.8,22457.2,22536.11,22430.89,22526.6,22460.95,22526.6,22458.95
2024-03-12,Tuesday,22334.45,22452.55,22256.0,22333.7,22319.85,22526.6,22307.25,22384.57,22461.88,22242.53,22603.92,22165.22,22681.23,22023.18,22339.96,22299.74,22360.06,22279.64,22380.17,22259.53,22440.49,22199.21,22369.85,22319.2,22434.8,22315.0
2024-03-13,Wednesday,22432.2,22446.75,21905.65,21981.05,22333.7,22452.55,22256.0,22347.42,22438.83,22242.28,22543.97,22150.87,22635.38,22045.73,22351.72,22315.68,22369.73,22297.67,22387.75,22279.65,22441.8,22225.6,22446.75,22338.75,22446.75,22307.1
2024-03-14,Thursday,21982.55,22204.6,21917.5,22153.05,21981.05,22446.75,21905.65,22111.15,22316.65,21775.55,22652.25,21570.05,22857.75,21234.45,22030.65,21931.45,22080.25,21881.85,22129.85,21832.25,22278.65,21683.44,22015.1,21917.5,22027.8,21917.5
2024-03-15,Friday,22064.85,22120.9,21931.7,21996.35,22153.05,22204.6,21917.5,22091.72,22265.93,21978.83,22378.82,21804.62,22553.03,21691.73,22179.37,22126.73,22205.68,22100.42,22232.0,22074.1,22310.95,21995.15,22120.9,22045.0,22120.9,22015.3
2024-03-18,Monday,21990.1,22123.7,21916.55,22051.5,21996.35,22120.9,21931.7,22016.32,22100.93,21911.73,22205.52,21827.12,22290.13,21722.53,22013.69,21979.01,22031.04,21961.66,22048.38,21944.32,22100.41,21892.29,22045.3,21953.7,22045.3,21947.85
2024-03-19,Tuesday,21946.45,21978.3,21793.1,21810.35,22051.5,22123.7,21916.55,22030.58,22144.62,21937.47,22237.73,21823.43,22351.77,21730.32,22070.49,22032.51,22089.48,22013.52,22108.47,21994.53,22165.43,21937.57,21978.3,21922.05,21978.3,21922.05
2024-03-20,Wednesday,21843.9,21930.9,21710.2,21855.1,21810.35,21978.3,21793.1,21860.58,21928.07,21742.87,22045.78,21675.38,22113.27,21557.67,21827.33,21793.37,21844.3,21776.4,21861.28,21759.42,21912.21,21708.49,21891.7,21838.1,21891.7,21831.35
2024-03-21,Thursday,21989.9,22080.95,21941.3,22014.6,21855.1,21930.9,21710.2,21832.07,21953.93,21733.23,22052.77,21611.37,22174.63,21512.53,21875.33,21834.87,21895.56,21814.64,21915.79,21794.41,21976.49,21733.71,22020.95,21986.65,22025.5,21977.0
2024-03-22,Friday,21932.2,22180.7,21883.3,22080.8,22014.6,22080.95,21941.3,22012.28,22083.27,21943.62,22151.93,21872.63,22222.92,21803.97,22027.4,22001.8,22040.2,21989.0,22053.0,21976.2,22091.41,21937.79,21977.8,21883.3,21977.8,21883.3
2024-03-26,Tuesday,21947.9,22073.2,21947.55,22018.25,22080.8,22180.7,21883.3,22048.27,22213.23,21915.83,22345.67,21750.87,22510.63,21618.43,22108.06,22053.54,22135.32,22026.28,22162.58,21999.01,22244.37,21917.23,22073.2,21947.55,22073.2,21947.55
2024-03-27,Wednesday,22053.95,22193.6,22052.85,22147.2,22018.25,22073.2,21947.55,22013.0,22078.45,21952.8,22138.65,21887.35,22204.1,21827.15,22029.77,22006.73,22041.29,21995.21,22052.8,21983.7,22087.36,21949.14,22112.7,22052.85,22124.95,22052.85
2024-03-28,Thursday,22163.6,22516.0,22163.6,22343.1,22147.2,22193.6,22052.85,22131.22,22209.58,22068.83,22271.97,21990.47,22350.33,21928.08,22160.1,22134.3,22173.0,22121.4,22185.91,22108.49,22224.61,22069.79,22224.6,22163.6,22268.1,22163.6
2024-04-01,Monday,22455.0,22529.95,22427.75,22469.05,22343.1,22516.0,22163.6,22340.9,22518.2,22165.8,22693.3,21988.5,22870.6,21813.4,22375.4,22310.8,22407.71,22278.49,22440.01,22246.19,22536.92,22149.28,22519.0,22443.35,22529.95,22443.35
2024-04-02,Tuesday,22458.8,22497.6,22388.15,22464.3,22469.05,22529.95,22427.75,22475.58,22523.42,22421.22,22577.78,22373.38,22625.62,22319.02,22478.42,22459.68,22487.79,22450.31,22497.15,22440.94,22525.26,22412.84,22468.1,22414.35,22497.6,22414.35
2024-04-03,Wednesday,22385.7,22521.1,22346.5,22445.55,22464.3,22497.6,22388.15,22450.02,22511.88,22402.43,22559.47,22340.57,22621.33,22292.98,22474.33,22454.27,22484.37,22444.23,22494.4,22434.2,22524.5,22404.1,22408.05,22346.5,22408.05,22346.5
2024-04-04,Thursday,22592.1,22619.0,22303.8,22541.2,22445.55,22521.1,22346.5,22437.72,22528.93,22354.33,22612.32,22263.12,22703.53,22179.73,22461.56,22429.54,22477.56,22413.54,22493.56,22397.53,22541.58,22349.52,22619.0,22500.95,22619.0,22446.1
2024-04-05,Friday,22486.4,22537.6,22427.6,22523.4,22541.2,22619.0,22303.8,22488.0,22672.2,22357.0,22803.2,22172.8,22987.4,22041.8,22570.09,22512.31,22598.99,22483.41,22627.88,22454.52,22714.56,22367.84,22496.35,22427.6,22496.35,22427.6
2024-04-08,Monday,22578.35,22697.3,22550.35,22661.0,22523.4,22537.6,22427.6,22496.2,22564.8,22454.8,22606.2,22386.2,22674.8,22344.8,22533.48,22513.32,22543.57,22503.23,22553.65,22493.15,22583.9,22462.9,22606.25,22550.35,22623.9,22550.35
2024-04-09,Tuesday,22765.1,22768.4,22612.25,22642.05,22661.0,22697.3,22550.35,22636.22,22722.08,22575.13,22783.17,22489.27,22869.03,22428.18,22674.47,22647.53,22687.94,22634.06,22701.41,22620.59,22741.82,22580.18,22765.3,22675.25,22765.3,22675.25
2024-04-10,Wednesday,22720.25,22775.7,22673.7,22735.05,22642.05,22768.4,22612.25,22674.23,22736.22,22580.07,22830.38,22518.08,22892.37,22423.92,22656.36,22627.74,22670.68,22613.42,22684.99,22599.11,22727.93,22556.17,22726.6,22678.7,22727.25,22678.7
2024-04-12,Friday,22677.4,22726.45,22503.75,22519.4,22735.05,22775.7,22673.7,22728.15,22782.6,22680.6,22830.15,22626.15,22884.6,22578.6,22744.4,22725.7,22753.75,22716.35,22763.1,22707.0,22791.15,22678.95,22719.35,22657.2,22726.45,22624.85
2024-04-15,Monday,22339.05,22427.45,22259.55,22277.45,22519.4,22726.45,22503.75,22583.2,22662.65,22439.95,22805.9,22360.5,22885.35,22217.25,22539.81,22498.99,22560.23,22478.57,22580.64,22458.16,22641.89,22396.92,22373.55,22302.5,22373.55,22263.55
2024-04-16,Tuesday,22125.3,22213.75,22079.45,22177.45,22277.45,22427.45,22259.55,22321.48,22383.42,22215.52,22489.38,22153.58,22551.32,22047.62,22292.84,22262.06,22308.23,22246.67,22323.62,22231.28,22369.8,22185.1,22196.5,22103.85,22209.75,22103.85
2024-04-18,Thursday,22212.35,22326.5,21961.7,22045.75,22177.45,22213.75,22079.45,22156.88,22234.32,22100.02,22291.18,22022.58,22368.62,21965.72,22189.76,22165.14,22202.07,22152.83,22214.38,22140.52,22251.31,22103.59,22270.65,22209.2,22270.65,22181.45
2024-04-19,Friday,21861.5,22179.55,21777.65,22149.7,22045.75,22326.5,21961.7,22111.32,22260.93,21896.13,22476.12,21746.52,22625.73,21531.33,22079.19,22012.31,22112.63,21978.87,22146.07,21945.43,22246.39,21845.11,21866.45,21777.65,21870.95,21777.65
2024-04-22,Monday,22336.9,22375.65,22198.15,22370.5,22149.7,22179.55,21777.65,22035.63,22293.62,21891.72,22437.53,21633.73,22695.52,21489.82,22186.54,22112.86,22223.38,22076.02,22260.22,22039.18,22370.74,21928.66,22337.1,22238.8,22337.1,22212.65
2024-04-23,Tuesday,22447.05,22447.55,22349.45,22361.0,22370.5,22375.65,22198.15,22314.77,22431.38,22253.88,22492.27,22137.27,22608.88,22076.38,22386.77,22354.23,22403.04,22337.96,22419.31,22321.69,22468.12,22272.88,22447.55,22388.75,22447.55,22382.4
2024-04-24,Wednesday,22421.55,22476.45,22384.0,22412.2,22361.0,22447.55,22349.45,22386.0,22422.55,22324.45,22484.1,22287.9,22520.65,22226.35,22369.99,22352.01,22378.99,22343.01,22387.98,22334.02,22414.95,22307.05,22431.0,22399.85,22431.0,22399.85
2024-04-25,Thursday,22316.9,22625.95,22305.25,22559.25,22412.2,22476.45,22384.0,22424.22,22464.43,22371.98,22516.67,22331.77,22556.88,22279.53,22420.67,22403.73,22429.15,22395.25,22437.62,22386.78,22463.05,22361.35,22362.55,22305.25,22399.05,22305.25
2024-04-26,Friday,22620.4,22620.4,22385.55,22450.2,22559.25,22625.95,22305.25,22496.82,22688.38,22367.68,22817.52,22176.12,23009.08,22046.98,22588.65,22529.85,22618.05,22500.45,22647.44,22471.06,22735.64,22382.86,22620.4,22575.35,22620.4,22575.35
2024-04-29,Monday,22475.55,22655.8,22441.9,22633.15,22450.2,22620.4,22385.55,22485.38,22585.22,22350.37,22720.23,22250.53,22820.07,22115.52,22471.73,22428.67,22493.26,22407.14,22514.78,22385.62,22579.37,22321.03,22518.2,22468.8,22532.5,22468.8
2024-04-30,Tuesday,22679.65,22783.35,22568.4,22587.75,22633.15,22655.8,22441.9,22576.95,22712.0,22498.1,22790.85,22363.05,22925.9,22284.2,22652.76,22613.54,22672.37,22593.94,22691.97,22574.33,22750.8,22515.51,22696.3,22661.8,22713.2,22661.8
2024-05-02,Thursday,22567.85,22710.5,22567.85,22656.75,22587.75,22783.35,22568.4,22646.5,22724.6,22509.65,22861.45,22431.55,22939.55,22294.7,22607.45,22568.05,22627.16,22548.34,22646.86,22528.64,22705.97,22469.53,22662.2,22567.85,22669.1,22567.85
2024-05-03,Friday,22766.35,22794.7,22348.05,22456.7,22656.75,22710.5,22567.85,22645.03,22722.22,22579.57,22787.68,22502.38,22864.87,22436.92,22669.83,22643.67,22682.9,22630.6,22695.98,22617.52,22735.21,22578.29,22794.7,22757.4,22794.7,22754.0
2024-05-06,Monday,22561.6,22588.8,22409.45,22458.0,22456.7,22794.7,22348.05,22533.15,22718.25,22271.6,22979.8,22086.5,23164.9,21824.95,22497.64,22415.76,22538.59,22374.81,22579.53,22333.87,22702.36,22211.04,22588.8,22497.2,22588.8,22433.95
2024-05-07,Tuesday,22489.75,22499.05,22232.05,22304.5,22458.0,22588.8,22409.45,22485.42,22561.38,22382.03,22664.77,22306.07,22740.73,22202.68,22474.44,22441.56,22490.88,22425.12,22507.32,22408.68,22556.64,22359.36,22499.05,22441.4,22499.05,22441.4
2024-05-08,Wednesday,22231.2,22368.65,22185.2,22306.75,22304.5,22499.05,22232.05,22345.2,22458.35,22191.35,22612.2,22078.2,22725.35,21924.35,22328.97,22280.03,22353.45,22255.55,22377.92,22231.08,22451.35,22157.65,22282.65,22185.6,22282.65,22185.6
2024-05-09,Thursday,22224.8,22307.75,21932.4,21968.15,22306.75,22368.65,22185.2,22286.87,22388.53,22205.08,22470.32,22103.42,22571.98,22021.63,22323.57,22289.93,22340.38,22273.12,22357.2,22256.3,22407.65,22205.85,22307.75,22224.8,22307.75,22221.0
2024-05-10,Friday,21990.95,22131.3,21950.3,22054.0,21968.15,22307.75,21932.4,22069.43,22206.47,21831.12,22444.78,21694.08,22581.82,21455.77,22002.56,21933.74,22036.96,21899.34,22071.37,21864.93,22174.59,21761.71,22056.1,21950.3,22076.1,21950.3
2024-05-13,Monday,22027.95,22131.65,21821.05,22119.4,22054.0,22131.3,21950.3,22045.2,22140.1,21959.1,22226.2,21864.2,22321.1,21778.1,22070.59,22037.41,22087.18,22020.82,22103.78,22004.22,22153.55,21954.45,22067.3,21929.4,22067.3,21851.6
2024-05-14,Tuesday,22112.9,22270.05,22081.25,22223.8,22119.4,22131.65,21821.05,22024.03,22227.02,21916.42,22334.63,21713.43,22537.62,21605.82,22147.87,22090.93,22176.34,22062.46,22204.82,22033.99,22290.23,21948.57,22182.7,22095.15,22182.7,22095.15
2024-05-15,Wednesday,22255.6,22297.55,22151.75,22210.4,22223.8,22270.05,22081.25,22191.7,22302.15,22113.35,22380.5,22002.9,22490.95,21924.55,22241.11,22206.49,22258.41,22189.19,22275.72,22171.88,22327.64,22119.96,22278.55,22241.6,22296.35,22241.6
2024-05-16,Thursday,22319.2,22432.25,22054.55,22392.35,22210.4,22297.55,22151.75,22219.9,22288.05,22142.25,22365.7,22074.1,22433.85,21996.45,22223.77,22197.03,22237.13,22183.67,22250.5,22170.31,22290.59,22130.21,22330.0,22281.2,22330.0,22236.35
2024-05-17,Friday,22415.25,22502.15,22345.65,22465.55,22392.35,22432.25,22054.55,22293.05,22531.55,22153.85,22670.75,21915.35,22909.25,21776.15,22426.97,22357.73,22461.59,22323.1,22496.22,22288.48,22600.08,22184.61,22431.25,22353.05,22431.25,22345.65
2024-05-18,Saturday,22512.85,22519.85,22470.15,22506.8,22465.55,22502.15,22345.65,22437.78,22529.92,22373.42,22594.28,22281.28,22686.42,22216.92,22479.9,22451.2,22494.24,22436.86,22508.59,22422.51,22551.62,22379.47,22519.85,22495.7,22519.85,22495.7
2024-05-21,Tuesday,22404.55,22591.1,22404.55,22507.55,22506.8,22519.85,22470.15,22498.93,22527.72,22478.02,22548.63,22449.23,22577.42,22428.32,22511.36,22502.24,22515.91,22497.69,22520.47,22493.13,22534.13,22479.47,22509.05,22404.55,22509.05,22404.55
2024-05-22,Wednesday,22576.6,22629.5,22483.15,22620.5,22507.55,22591.1,22404.55,22501.07,22597.58,22411.03,22687.62,22314.52,22784.13,22224.48,22524.65,22490.45,22541.75,22473.35,22558.85,22456.25,22610.15,22404.95,22577.4,22529.05,22577.4,22491.2
2024-05-23,Thursday,22614.1,22993.6,22577.45,22951.0,22620.5,22629.5,22483.15,22577.72,22672.28,22525.93,22724.07,22431.37,22818.63,22379.58,22633.92,22607.08,22647.33,22593.67,22660.75,22580.25,22700.99,22540.01,22617.9,22577.45,22686.7,22577.45
2024-05-24,Friday,22930.75,23026.4,22908.0,22952.0,22951.0,22993.6,22577.45,22840.68,23103.92,22687.77,23256.83,22424.53,23520.07,22271.62,22989.15,22912.85,23027.29,22874.71,23065.44,22836.56,23179.88,22722.12,22996.35,22908.0,23004.05,22908.0
2024-05-27,Monday,23038.95,23110.8,22871.2,22931.05,22952.0,23026.4,22908.0,22962.13,23016.27,22897.87,23080.53,22843.73,23134.67,22779.47,22962.85,22941.15,22973.71,22930.29,22984.56,22919.44,23017.12,22886.88,23043.2,22974.55,23043.2,22964.1
2024-05-28,Tuesday,22977.15,22998.55,22858.5,22868.65,22931.05,23110.8,22871.2,22971.02,23070.83,22831.23,23210.62,22731.42,23310.43,22591.63,22953.01,22909.09,22974.98,22887.12,22996.94,22865.16,23062.83,22799.27,22992.4,22957.5,22992.4,22936.55
2024-05-29,Wednesday,22762.75,22825.5,22685.45,22705.8,22868.65,22998.55,22858.5,22908.57,22958.63,22818.58,23048.62,22768.52,23098.68,22678.53,22881.49,22855.81,22894.33,22842.97,22907.16,22830.14,22945.68,22791.62,22823.2,22762.25,22825.5,22762.25
2024-05-30,Thursday,22617.45,22705.75,22417.0,22557.1,22705.8,22825.5,22685.45,22738.92,22792.38,22652.33,22878.97,22598.87,22932.43,22512.28,22718.64,22692.96,22731.48,22680.12,22744.31,22667.29,22782.83,22628.77,22705.75,22617.25,22705.75,22590.3
2024-05-31,Friday,22568.1,22653.75,22465.1,22550.45,22557.1,22705.75,22417.0,22559.95,22702.9,22414.15,22848.7,22271.2,22991.65,22125.4,22583.57,22530.63,22610.04,22504.16,22636.51,22477.69,22715.91,22398.29,22647.25,22557.7,22653.75,22557.7
2024-06-03,Monday,23337.9,23338.7,23062.3,23305.95,22550.45,22653.75,22465.1,22556.43,22647.77,22459.12,22745.08,22367.78,22836.42,22270.47,22567.74,22533.16,22585.04,22515.86,22602.33,22498.57,22654.21,22446.69,23338.7,23082.7,23338.7,23078.5
2024-06-04,Tuesday,23179.5,23179.5,21281.45,21996.45,23305.95,23338.7,23062.3,23235.65,23409.0,23132.6,23512.05,22959.25,23685.4,22856.2,23331.29,23280.61,23356.62,23255.28,23381.96,23229.94,23457.97,23153.93,23179.5,22389.85,23179.5,22389.85
2024-06-05,Wednesday,22128.35,22670.4,21791.95,22573.0,21996.45,23179.5,21281.45,22152.47,23023.48,21125.43,24050.52,20254.42,24921.53,19227.38,22170.44,21822.46,22344.43,21648.47,22518.41,21474.49,23040.38,20952.52,22131.6,21791.95,22131.6,21791.95
2024-06-06,Thursday,22798.6,22910.15,22642.6,22849.05,22573.0,22670.4,21791.95,22345.12,22898.28,22019.83,23223.57,21466.67,23776.73,21141.38,22653.52,22492.48,22734.05,22411.95,22814.57,22331.43,23056.15,22089.85,22799.5,22642.6,22799.5,22642.6
2024-06-07,Friday,22821.85,23320.2,22789.05,23270.05,22849.05,22910.15,22642.6,22800.6,22958.6,22691.05,23068.15,22533.05,23226.15,22423.5,22873.58,22824.52,22898.1,22800.0,22922.63,22775.47,22996.2,22701.9,22943.35,22789.05,22953.8,22789.05
2024-06-10,Monday,23319.15,23411.9,23227.15,23234.45,23270.05,23320.2,22789.05,23126.43,23463.82,22932.67,23657.58,22595.28,23994.97,22401.52,23318.74,23221.36,23367.43,23172.67,23416.12,23123.98,23562.18,22977.92,23411.9,23313.75,23411.9,23241.35
