trade_date,expiry,dte,entry_ts,sr_kind,side,strike,spot_at_entry,entry_premium,lots,qty,candle_pattern,vix_pct_change,exit_ts,exit_premium,exit_reason,minutes_held,net_pnl,return_pct
2024-10-29,31_OCT_24,2,2024-10-29T11:39:00+05:30,support,CE,24150,24226.5,175.1,1,65,,0.0,2024-10-29T14:02:00+05:30,265.1,TP,143,5783.5,51.33
2024-10-30,31_OCT_24,1,2024-10-30T09:47:00+05:30,support,CE,24300,24391.8,162.44,1,65,,0.0,2024-10-30T13:15:00+05:30,162.35,BE_STOP,208,-72.35,-0.12
2024-10-30,31_OCT_24,1,2024-10-30T13:45:00+05:30,support,CE,24250,24370.25,172.2,1,65,,0.0,2024-10-30T15:25:00+05:30,157.35,EOD,100,-1031.75,-8.68
2024-10-31,31_OCT_24,0,2024-10-31T09:45:00+05:30,support,CE,24200,24284.25,107.5,2,130,,0.0,2024-10-31T10:44:00+05:30,69.8,SL,59,-4974.0,-35.15
2024-10-31,31_OCT_24,0,2024-10-31T11:15:00+05:30,support,CE,24150,24254.3,96.75,3,195,,0.0,2024-10-31T11:40:00+05:30,85.8,BREAK_SR,25,-2214.75,-11.42
2024-11-05,07_NOV_24,2,2024-11-05T11:46:00+05:30,support,CE,23800,23875.1,240.25,1,65,,0.0,2024-11-05T13:53:00+05:30,366.3,TP,127,8126.75,52.41
2024-11-05,07_NOV_24,2,2024-11-05T14:23:00+05:30,resistance,PE,24250,24170.4,222.8,1,65,,0.0,2024-11-05T14:26:00+05:30,208.2,BREAK_SR,3,-1015.5,-6.6
2024-11-06,07_NOV_24,1,2024-11-06T09:57:00+05:30,resistance,PE,24450,24346.8,182.75,1,65,,0.0,2024-11-06T10:00:00+05:30,164.35,BREAK_SR,3,-1262.5,-10.12
2024-11-06,07_NOV_24,1,2024-11-06T10:30:00+05:30,resistance,PE,24400,24290.1,186.55,1,65,,0.0,2024-11-06T10:53:00+05:30,129.6,SL,23,-3768.25,-30.57
2024-11-06,07_NOV_24,1,2024-11-06T11:29:00+05:30,resistance,PE,24450,24361.95,170.0,1,65,,0.0,2024-11-06T11:30:00+05:30,169.3,BREAK_SR,1,-112.0,-0.47
2024-11-07,07_NOV_24,0,2024-11-07T09:46:00+05:30,support,CE,24250,24357.45,116.5,2,130,,0.0,2024-11-07T09:54:00+05:30,102.4,BREAK_SR,8,-1906.0,-12.18
2024-11-08,14_NOV_24,6,2024-11-08T09:47:00+05:30,resistance,PE,24350,24263.1,207.2,1,65,,0.0,2024-11-08T15:25:00+05:30,269.85,EOD,338,4005.75,30.18
