trade_date,expiry,days_to_expiry,entry_ts,side,strike,entry_spot,range_5m_at_entry,entry_premium,lots,qty,exit_ts,exit_premium,exit_spot,exit_reason,minutes_held,net_pnl,return_pct
2024-10-04,10_OCT_24,6,2024-10-04T12:54:00+05:30,PE,25150,25161.85,38.45,164.3,1,65,2024-10-04T13:32:00+05:30,219.2,25066.4,TP,38,3502.0,33.34
2024-10-04,10_OCT_24,6,2024-10-04T13:50:00+05:30,PE,25050,25071.35,30.8,168.75,1,65,2024-10-04T15:25:00+05:30,179.1,25041.85,EOD,95,606.25,6.07
2024-10-07,10_OCT_24,3,2024-10-07T09:32:00+05:30,CE,25050,25052.65,38.3,194.9,1,65,2024-10-07T10:45:00+05:30,141.19,24938.1,SL,73,-3557.65,-27.6
2024-10-07,10_OCT_24,3,2024-10-07T11:07:00+05:30,PE,24850,24856.7,51.6,173.3,1,65,2024-10-07T11:23:00+05:30,129.19,24947.35,SL,16,-2933.65,-25.5
2024-10-07,10_OCT_24,3,2024-10-07T12:07:00+05:30,PE,24900,24912.75,30.45,166.5,1,65,2024-10-07T12:56:00+05:30,218.05,24811.35,TP,49,3284.25,30.89
2024-10-07,10_OCT_24,3,2024-10-07T13:28:00+05:30,PE,24800,24806.85,36.0,165.65,1,65,2024-10-07T13:41:00+05:30,224.7,24711.6,TP,13,3771.75,35.58
2024-10-07,10_OCT_24,3,2024-10-07T13:46:00+05:30,PE,24750,24746.75,46.05,183.95,1,65,2024-10-07T14:47:00+05:30,125.85,24888.3,SL,61,-3843.0,-31.63
2024-10-08,10_OCT_24,2,2024-10-08T09:33:00+05:30,CE,24800,24801.3,33.9,191.2,1,65,2024-10-08T10:39:00+05:30,250.95,24932.15,TP,66,3817.25,31.19
2024-10-08,10_OCT_24,2,2024-10-08T10:45:00+05:30,CE,24900,24907.35,32.75,170.75,1,65,2024-10-08T12:56:00+05:30,125.75,24893.6,SL,131,-2991.5,-26.41
2024-10-08,10_OCT_24,2,2024-10-08T13:04:00+05:30,PE,24950,24943.05,37.45,147.8,2,130,2024-10-08T13:39:00+05:30,108.95,25009.8,SL,35,-5123.5,-26.34
2024-10-09,10_OCT_24,1,2024-10-09T09:44:00+05:30,PE,25100,25086.55,35.8,156.9,1,65,2024-10-09T10:07:00+05:30,106.0,25131.05,SL,23,-3375.0,-32.49
2024-10-09,10_OCT_24,1,2024-10-09T10:16:00+05:30,CE,25150,25134.5,36.5,109.95,2,130,2024-10-09T11:15:00+05:30,147.1,25223.9,TP,59,4756.5,33.68
2024-10-09,10_OCT_24,1,2024-10-09T11:43:00+05:30,CE,25150,25174.5,31.1,108.25,2,130,2024-10-09T12:00:00+05:30,77.25,25109.25,SL,17,-4103.0,-28.72
2024-10-09,10_OCT_24,1,2024-10-09T13:01:00+05:30,CE,25100,25120.5,32.3,106.3,2,130,2024-10-09T13:20:00+05:30,78.3,25072.4,SL,19,-3713.0,-26.42
2024-10-09,10_OCT_24,1,2024-10-09T13:45:00+05:30,PE,25100,25115.4,35.6,93.9,3,195,2024-10-09T14:22:00+05:30,128.6,25074.05,TP,37,6687.0,36.83
2024-10-09,10_OCT_24,1,2024-10-09T14:23:00+05:30,CE,25050,25060.4,37.75,79.3,3,195,2024-10-09T15:00:00+05:30,49.55,24979.9,SL,37,-5880.75,-37.62
2024-10-10,10_OCT_24,0,2024-10-10T09:55:00+05:30,PE,25050,25040.55,40.2,64.9,4,260,2024-10-10T10:04:00+05:30,46.8,25068.55,SL,9,-4792.0,-28.02
2024-10-10,10_OCT_24,0,2024-10-10T10:20:00+05:30,CE,25100,25095.15,36.95,42.75,7,455,2024-10-10T10:33:00+05:30,56.0,25112.95,TP,13,5923.25,30.72
2024-10-10,10_OCT_24,0,2024-10-10T10:38:00+05:30,CE,25050,25064.35,51.6,44.85,6,390,2024-10-10T10:53:00+05:30,33.25,25038.45,SL,15,-4623.0,-26.06
2024-10-10,10_OCT_24,0,2024-10-10T10:57:00+05:30,PE,25050,25071.8,33.35,36.04,8,520,2024-10-10T11:05:00+05:30,48.3,25048.4,TP,8,6263.2,33.69
2024-10-11,17_OCT_24,6,2024-10-11T09:45:00+05:30,PE,25000,25003.4,53.85,135.6,2,130,2024-10-11T11:02:00+05:30,177.75,24948.5,TP,77,5406.5,31.0
2024-10-14,17_OCT_24,3,2024-10-14T09:31:00+05:30,PE,25050,25056.25,30.85,128.5,2,130,2024-10-14T09:45:00+05:30,93.55,25108.15,SL,14,-4616.5,-27.27
2024-10-14,17_OCT_24,3,2024-10-14T10:04:00+05:30,PE,25150,25131.55,31.35,119.6,2,130,2024-10-14T15:25:00+05:30,119.6,25137.6,EOD,321,-73.0,-0.08
2024-10-15,17_OCT_24,2,2024-10-15T09:46:00+05:30,CE,25150,25138.3,32.75,103.85,2,130,2024-10-15T10:01:00+05:30,72.59,25059.95,SL,15,-4136.8,-30.18
2024-10-15,17_OCT_24,2,2024-10-15T10:29:00+05:30,CE,25050,25033.2,33.75,99.95,3,195,2024-10-15T15:25:00+05:30,94.85,25075.25,EOD,296,-1074.0,-5.2
2024-10-16,17_OCT_24,1,2024-10-16T09:32:00+05:30,PE,25050,25053.55,36.8,82.25,3,195,2024-10-16T09:55:00+05:30,61.4,25093.05,SL,23,-4145.25,-25.46
2024-10-16,17_OCT_24,1,2024-10-16T11:16:00+05:30,CE,25000,24984.75,32.2,73.5,4,260,2024-10-16T11:40:00+05:30,53.05,24945.05,SL,24,-5403.0,-27.94
2024-10-16,17_OCT_24,1,2024-10-16T11:53:00+05:30,PE,24950,24943.8,32.6,94.85,3,195,2024-10-16T13:05:00+05:30,67.59,24973.2,SL,72,-5395.2,-28.83
2024-10-16,17_OCT_24,1,2024-10-16T14:03:00+05:30,PE,25000,24996.1,32.2,74.45,4,260,2024-10-16T14:26:00+05:30,48.45,25034.75,SL,23,-6846.0,-35.03
2024-10-17,17_OCT_24,0,2024-10-17T09:34:00+05:30,CE,24900,24903.8,39.95,52.7,5,325,2024-10-17T09:39:00+05:30,38.1,24862.4,SL,5,-4837.5,-27.87
2024-10-17,17_OCT_24,0,2024-10-17T09:45:00+05:30,CE,24800,24823.0,41.3,64.65,4,260,2024-10-17T10:22:00+05:30,44.4,24803.6,SL,37,-5351.0,-31.45
2024-10-17,17_OCT_24,0,2024-10-17T10:56:00+05:30,CE,24800,24820.45,30.05,52.2,5,325,2024-10-17T11:07:00+05:30,39.1,24811.2,SL,11,-4350.0,-25.26
2024-10-18,24_OCT_24,6,2024-10-18T09:30:00+05:30,PE,24600,24616.0,43.0,148.65,2,130,2024-10-18T09:48:00+05:30,110.3,24700.05,SL,18,-5058.5,-25.86
2024-10-18,24_OCT_24,6,2024-10-18T09:54:00+05:30,CE,24650,24631.6,72.2,174.75,1,65,2024-10-18T10:31:00+05:30,228.8,24726.6,TP,37,3446.75,30.86
2024-10-18,24_OCT_24,6,2024-10-18T10:31:00+05:30,PE,24750,24726.6,58.0,145.35,2,130,2024-10-18T12:02:00+05:30,108.35,24791.25,SL,91,-4883.0,-25.52
2024-10-18,24_OCT_24,6,2024-10-18T12:25:00+05:30,PE,24850,24828.4,30.3,135.0,2,130,2024-10-18T15:25:00+05:30,109.95,24875.55,EOD,180,-3329.5,-18.62
2024-10-21,24_OCT_24,3,2024-10-21T09:31:00+05:30,CE,24900,24882.85,33.05,117.4,2,130,2024-10-21T09:38:00+05:30,85.6,24792.75,SL,7,-4207.0,-27.16
2024-10-21,24_OCT_24,3,2024-10-21T09:43:00+05:30,CE,24750,24761.95,31.2,134.85,2,130,2024-10-21T10:07:00+05:30,182.85,24838.0,TP,24,6167.0,35.51
2024-10-21,24_OCT_24,3,2024-10-21T10:07:00+05:30,PE,24850,24838.0,48.15,133.5,2,130,2024-10-21T10:34:00+05:30,174.75,24783.65,TP,27,5289.5,30.81
2024-10-21,24_OCT_24,3,2024-10-21T10:39:00+05:30,PE,24800,24815.75,32.1,129.4,2,130,2024-10-21T11:35:00+05:30,170.1,24749.35,TP,56,5218.0,31.36
2024-10-21,24_OCT_24,3,2024-10-21T11:35:00+05:30,CE,24750,24749.35,39.35,119.15,2,130,2024-10-21T13:57:00+05:30,156.65,24834.25,TP,142,4802.0,31.38
2024-10-21,24_OCT_24,3,2024-10-21T13:57:00+05:30,PE,24850,24834.25,30.2,138.05,2,130,2024-10-21T15:04:00+05:30,181.8,24775.25,TP,67,5614.5,31.61
2024-10-22,24_OCT_24,2,2024-10-22T09:44:00+05:30,PE,24850,24851.3,50.3,103.0,2,130,2024-10-22T10:12:00+05:30,143.6,24783.25,TP,28,5205.0,39.3
2024-10-22,24_OCT_24,2,2024-10-22T10:12:00+05:30,CE,24800,24783.25,47.9,96.3,3,195,2024-10-22T10:26:00+05:30,68.59,24685.25,SL,14,-5482.95,-28.86
2024-10-22,24_OCT_24,2,2024-10-22T10:32:00+05:30,CE,24650,24642.85,32.35,121.95,2,130,2024-10-22T10:57:00+05:30,158.85,24721.0,TP,25,4724.0,30.16
2024-10-22,24_OCT_24,2,2024-10-22T10:58:00+05:30,PE,24750,24731.55,35.5,117.75,2,130,2024-10-22T11:39:00+05:30,156.94,24671.65,TP,41,5021.7,33.18
2024-10-22,24_OCT_24,2,2024-10-22T11:39:00+05:30,CE,24650,24671.65,41.05,131.3,2,130,2024-10-22T13:02:00+05:30,97.05,24599.8,SL,83,-4525.5,-26.15
2024-10-22,24_OCT_24,2,2024-10-22T13:14:00+05:30,PE,24600,24621.6,31.4,101.55,3,195,2024-10-22T14:28:00+05:30,132.85,24565.7,TP,74,6024.0,30.71
2024-10-22,24_OCT_24,2,2024-10-22T14:28:00+05:30,CE,24550,24565.7,34.95,121.25,2,130,2024-10-22T15:10:00+05:30,89.35,24475.1,SL,42,-4220.0,-26.38
2024-10-23,24_OCT_24,1,2024-10-23T09:32:00+05:30,CE,24450,24472.05,39.6,134.9,2,130,2024-10-23T09:55:00+05:30,177.15,24520.25,TP,23,5419.5,31.23
2024-10-23,24_OCT_24,1,2024-10-23T09:55:00+05:30,PE,24500,24520.25,46.3,96.0,3,195,2024-10-23T11:01:00+05:30,64.0,24567.1,SL,66,-6319.5,-33.42
2024-10-23,24_OCT_24,1,2024-10-23T11:11:00+05:30,CE,24550,24544.4,38.5,110.95,2,130,2024-10-23T12:15:00+05:30,82.8,24515.9,SL,64,-3732.5,-25.45
2024-10-23,24_OCT_24,1,2024-10-23T12:31:00+05:30,PE,24550,24557.0,31.3,88.35,3,195,2024-10-23T14:13:00+05:30,115.6,24497.55,TP,102,5234.25,30.71
2024-10-23,24_OCT_24,1,2024-10-23T14:13:00+05:30,CE,24500,24497.55,31.65,79.3,3,195,2024-10-23T14:23:00+05:30,51.8,24443.25,SL,10,-5442.0,-34.78
2024-10-24,24_OCT_24,0,2024-10-24T09:36:00+05:30,CE,24350,24373.15,45.9,63.25,4,260,2024-10-24T09:43:00+05:30,45.05,24345.1,SL,7,-4818.0,-28.91
2024-10-24,24_OCT_24,0,2024-10-24T09:56:00+05:30,PE,24400,24396.05,36.5,53.05,5,325,2024-10-24T10:00:00+05:30,39.25,24415.6,SL,4,-4577.5,-26.18
2024-10-24,24_OCT_24,0,2024-10-24T10:08:00+05:30,PE,24450,24444.15,38.75,49.55,6,390,2024-10-24T14:24:00+05:30,70.9,24369.1,TP,256,8227.5,42.84
2024-10-25,31_OCT_24,6,2024-10-25T09:30:00+05:30,CE,24400,24402.5,30.85,168.55,1,65,2024-10-25T09:49:00+05:30,124.55,24305.55,SL,19,-2926.5,-26.16
2024-10-25,31_OCT_24,6,2024-10-25T09:54:00+05:30,CE,24300,24278.05,32.25,163.0,1,65,2024-10-25T10:28:00+05:30,119.9,24218.65,SL,34,-2868.0,-26.49
2024-10-25,31_OCT_24,6,2024-10-25T10:51:00+05:30,CE,24150,24154.8,30.25,179.45,1,65,2024-10-25T14:14:00+05:30,134.0,24101.6,SL,203,-3020.75,-25.38
2024-10-28,31_OCT_24,3,2024-10-28T09:30:00+05:30,CE,24200,24187.05,71.85,152.0,2,130,2024-10-28T09:58:00+05:30,198.4,24293.35,TP,28,5959.0,30.45
2024-10-28,31_OCT_24,3,2024-10-28T09:58:00+05:30,PE,24300,24293.35,55.5,128.69,2,130,2024-10-28T10:20:00+05:30,89.35,24380.55,SL,22,-5187.2,-30.64
2024-10-28,31_OCT_24,3,2024-10-28T10:36:00+05:30,PE,24400,24411.55,42.15,118.1,2,130,2024-10-28T15:03:00+05:30,158.35,24314.6,TP,267,5159.5,33.98
2024-10-29,31_OCT_24,2,2024-10-29T09:30:00+05:30,CE,24250,24258.9,38.45,131.94,2,130,2024-10-29T10:07:00+05:30,95.3,24166.95,SL,37,-4836.2,-27.84
2024-10-29,31_OCT_24,2,2024-10-29T10:12:00+05:30,PE,24200,24199.6,34.2,113.8,2,130,2024-10-29T11:56:00+05:30,84.8,24247.7,SL,104,-3843.0,-25.56
2024-10-29,31_OCT_24,2,2024-10-29T12:02:00+05:30,PE,24250,24264.9,33.6,91.9,3,195,2024-10-29T13:00:00+05:30,67.5,24328.45,SL,58,-4837.5,-26.64
2024-10-29,31_OCT_24,2,2024-10-29T13:22:00+05:30,CE,24300,24294.8,35.7,114.3,2,130,2024-10-29T14:02:00+05:30,152.65,24365.4,TP,40,4912.5,33.45
2024-10-29,31_OCT_24,2,2024-10-29T14:02:00+05:30,PE,24350,24365.4,64.35,90.85,3,195,2024-10-29T14:08:00+05:30,67.84,24404.05,SL,6,-4566.45,-25.42
2024-10-30,31_OCT_24,1,2024-10-30T09:32:00+05:30,CE,24350,24363.55,31.1,111.25,2,130,2024-10-30T09:40:00+05:30,149.94,24410.1,TP,8,4956.7,34.67
2024-10-30,31_OCT_24,1,2024-10-30T09:40:00+05:30,PE,24400,24410.1,43.75,81.65,3,195,2024-10-30T10:54:00+05:30,59.65,24442.6,SL,74,-4369.5,-27.05
2024-10-30,31_OCT_24,1,2024-10-30T13:06:00+05:30,PE,24500,24494.1,38.4,72.55,4,260,2024-10-30T13:11:00+05:30,95.95,24447.15,TP,5,5998.0,32.09
2024-10-30,31_OCT_24,1,2024-10-30T13:11:00+05:30,CE,24450,24447.15,49.25,87.15,3,195,2024-10-30T13:16:00+05:30,56.65,24386.45,SL,5,-6027.0,-35.09
2024-10-30,31_OCT_24,1,2024-10-30T13:43:00+05:30,CE,24350,24352.95,34.6,92.0,3,195,2024-10-30T15:25:00+05:30,89.55,24353.65,EOD,102,-557.25,-2.77
2024-10-31,31_OCT_24,0,2024-10-31T09:37:00+05:30,CE,24250,24237.95,31.55,51.25,6,390,2024-10-31T09:45:00+05:30,68.45,24284.25,TP,8,6609.0,33.33
2024-10-31,31_OCT_24,0,2024-10-31T09:45:00+05:30,PE,24300,24284.25,34.15,47.0,6,390,2024-10-31T09:59:00+05:30,31.7,24295.05,SL,14,-6066.0,-32.73
2024-10-31,31_OCT_24,0,2024-10-31T10:18:00+05:30,CE,24250,24252.85,31.55,43.75,7,455,2024-10-31T10:44:00+05:30,31.95,24254.3,SL,26,-5474.5,-27.17
2024-11-04,07_NOV_24,3,2024-11-04T09:31:00+05:30,PE,24100,24105.9,33.9,194.95,1,65,2024-11-04T09:53:00+05:30,254.2,24029.05,TP,22,3784.75,30.33
2024-11-04,07_NOV_24,3,2024-11-04T10:01:00+05:30,CE,24050,24031.45,32.5,195.85,1,65,2024-11-04T10:38:00+05:30,145.65,23920.1,SL,37,-3329.5,-25.68
2024-11-04,07_NOV_24,3,2024-11-04T11:11:00+05:30,CE,23850,23827.75,32.05,197.35,1,65,2024-11-04T14:37:00+05:30,259.0,23957.15,TP,206,3940.75,31.18
2024-11-05,07_NOV_24,2,2024-11-05T09:55:00+05:30,PE,23950,23971.95,39.05,169.4,1,65,2024-11-05T11:41:00+05:30,221.7,23883.75,TP,106,3333.0,30.81
2024-11-05,07_NOV_24,2,2024-11-05T11:41:00+05:30,CE,23900,23883.75,50.9,194.65,1,65,2024-11-05T13:29:00+05:30,260.45,24049.0,TP,108,4210.5,33.74
2024-11-05,07_NOV_24,2,2024-11-05T13:29:00+05:30,PE,24050,24049.0,81.1,177.3,1,65,2024-11-05T14:04:00+05:30,123.7,24165.5,SL,35,-3550.5,-30.28
2024-11-06,07_NOV_24,1,2024-11-06T09:36:00+05:30,CE,24300,24304.8,33.75,111.8,2,130,2024-11-06T09:48:00+05:30,147.4,24387.25,TP,12,4555.0,31.74
2024-11-06,07_NOV_24,1,2024-11-06T09:48:00+05:30,PE,24400,24387.25,61.0,125.4,2,130,2024-11-06T10:30:00+05:30,186.55,24290.1,TP,42,7876.5,48.66
2024-11-06,07_NOV_24,1,2024-11-06T10:30:00+05:30,CE,24300,24290.1,73.45,95.8,3,195,2024-11-06T10:53:00+05:30,133.94,24356.0,TP,23,7357.8,39.69
2024-11-06,07_NOV_24,1,2024-11-06T10:53:00+05:30,PE,24350,24356.0,53.0,103.15,2,130,2024-11-06T11:53:00+05:30,73.05,24421.4,SL,60,-3986.0,-29.26
2024-11-06,07_NOV_24,1,2024-11-06T13:12:00+05:30,PE,24450,24463.35,30.45,89.3,3,195,2024-11-06T14:18:00+05:30,65.45,24499.95,SL,66,-4730.25,-26.8
2024-11-06,07_NOV_24,1,2024-11-06T14:23:00+05:30,PE,24550,24534.85,34.9,99.8,3,195,2024-11-06T14:39:00+05:30,130.15,24483.15,TP,16,5838.75,30.3
2024-11-07,07_NOV_24,0,2024-11-07T09:30:00+05:30,CE,24350,24351.1,33.85,58.55,5,325,2024-11-07T09:58:00+05:30,42.05,24293.9,SL,28,-5455.0,-28.33
2024-11-07,07_NOV_24,0,2024-11-07T10:03:00+05:30,CE,24200,24222.8,71.1,72.65,4,260,2024-11-07T10:25:00+05:30,54.1,24222.55,SL,22,-4909.0,-25.65
2024-11-07,07_NOV_24,0,2024-11-07T10:30:00+05:30,CE,24200,24185.05,37.5,36.5,8,520,2024-11-07T10:54:00+05:30,51.0,24232.05,TP,24,7428.0,39.4
2024-11-07,07_NOV_24,0,2024-11-07T10:55:00+05:30,PE,24250,24256.4,43.5,46.05,6,390,2024-11-07T11:17:00+05:30,61.8,24220.8,TP,22,6043.5,33.95
2024-11-07,07_NOV_24,0,2024-11-07T11:19:00+05:30,CE,24200,24194.15,39.05,33.4,9,585,2024-11-07T11:40:00+05:30,44.75,24222.85,TP,21,6521.25,33.63
2024-11-08,14_NOV_24,6,2024-11-08T09:30:00+05:30,PE,24150,24170.65,38.25,165.85,1,65,2024-11-08T09:45:00+05:30,121.9,24252.25,SL,15,-2923.25,-26.55
2024-11-08,14_NOV_24,6,2024-11-08T09:50:00+05:30,CE,24250,24230.25,33.1,183.75,1,65,2024-11-08T10:27:00+05:30,136.5,24181.75,SL,37,-3137.75,-25.76
2024-11-08,14_NOV_24,6,2024-11-08T13:36:00+05:30,CE,24150,24149.75,30.3,157.94,1,65,2024-11-08T15:25:00+05:30,147.3,24126.7,EOD,109,-758.1,-6.8
2024-11-11,14_NOV_24,3,2024-11-11T09:30:00+05:30,PE,24100,24113.5,44.05,133.15,2,130,2024-11-11T10:26:00+05:30,96.1,24170.8,SL,56,-4889.5,-27.89
2024-11-11,14_NOV_24,3,2024-11-11T10:31:00+05:30,PE,24250,24230.6,59.8,133.15,2,130,2024-11-11T11:13:00+05:30,96.5,24300.65,SL,42,-4837.5,-27.59
2024-11-11,14_NOV_24,3,2024-11-11T12:21:00+05:30,CE,24200,24213.45,46.55,132.15,2,130,2024-11-11T13:44:00+05:30,98.8,24145.45,SL,83,-4408.5,-25.3
2024-11-11,14_NOV_24,3,2024-11-11T13:59:00+05:30,PE,24150,24155.1,30.55,112.1,2,130,2024-11-11T14:16:00+05:30,148.35,24091.1,TP,17,4639.5,32.23
2024-11-11,14_NOV_24,3,2024-11-11T14:16:00+05:30,CE,24100,24091.1,35.25,121.25,2,130,2024-11-11T14:34:00+05:30,165.05,24174.0,TP,18,5621.0,36.03
2024-11-12,14_NOV_24,2,2024-11-12T09:31:00+05:30,CE,24150,24162.4,32.9,125.55,2,130,2024-11-12T11:43:00+05:30,93.5,24129.95,SL,132,-4239.5,-25.6
2024-11-12,14_NOV_24,2,2024-11-12T12:40:00+05:30,CE,24050,24066.45,49.5,119.25,2,130,2024-11-12T13:16:00+05:30,84.25,23969.0,SL,36,-4623.0,-29.42
2024-11-12,14_NOV_24,2,2024-11-12T13:22:00+05:30,PE,24000,23980.7,33.55,118.25,2,130,2024-11-12T15:07:00+05:30,163.95,23893.9,TP,105,5868.0,38.55
2024-11-13,14_NOV_24,1,2024-11-13T09:31:00+05:30,PE,23850,23853.25,52.85,108.4,2,130,2024-11-13T09:34:00+05:30,148.25,23784.25,TP,3,5107.5,36.65
2024-11-13,14_NOV_24,1,2024-11-13T09:34:00+05:30,CE,23800,23784.25,69.0,113.2,2,130,2024-11-13T09:47:00+05:30,84.55,23718.15,SL,13,-3797.5,-25.39
2024-11-13,14_NOV_24,1,2024-11-13T09:51:00+05:30,PE,23750,23773.1,54.95,99.7,3,195,2024-11-13T10:13:00+05:30,135.35,23697.7,TP,22,6872.25,35.64
2024-11-13,14_NOV_24,1,2024-11-13T10:14:00+05:30,CE,23700,23694.55,32.9,111.95,2,130,2024-11-13T10:53:00+05:30,157.0,23775.85,TP,39,5783.5,40.13
2024-11-13,14_NOV_24,1,2024-11-13T10:53:00+05:30,PE,23800,23775.85,49.05,120.45,2,130,2024-11-13T11:18:00+05:30,159.25,23696.9,TP,25,4971.0,32.12
2024-11-13,14_NOV_24,1,2024-11-13T11:44:00+05:30,CE,23700,23684.55,33.9,94.9,3,195,2024-11-13T13:02:00+05:30,68.7,23645.7,SL,78,-5188.5,-27.7
2024-11-13,14_NOV_24,1,2024-11-13T13:13:00+05:30,PE,23650,23667.6,30.1,80.7,3,195,2024-11-13T13:47:00+05:30,60.15,23713.3,SL,34,-4086.75,-25.57
2024-11-13,14_NOV_24,1,2024-11-13T14:05:00+05:30,CE,23700,23675.05,31.5,80.05,3,195,2024-11-13T14:20:00+05:30,57.9,23625.9,SL,15,-4398.75,-27.78
2024-11-13,14_NOV_24,1,2024-11-13T14:30:00+05:30,CE,23600,23590.95,35.05,88.1,3,195,2024-11-13T15:00:00+05:30,65.15,23541.3,SL,30,-4554.75,-26.15
2024-11-14,14_NOV_24,0,2024-11-14T09:30:00+05:30,CE,23600,23577.4,43.25,65.84,4,260,2024-11-14T09:41:00+05:30,42.1,23515.1,SL,11,-6258.4,-36.18
2024-11-14,14_NOV_24,0,2024-11-14T09:46:00+05:30,PE,23600,23589.05,73.95,83.2,3,195,2024-11-14T10:00:00+05:30,47.3,23641.1,SL,14,-7080.0,-43.24
2024-11-14,14_NOV_24,0,2024-11-14T10:10:00+05:30,CE,23600,23620.45,40.75,61.45,5,325,2024-11-14T10:19:00+05:30,42.95,23603.8,SL,9,-6105.0,-30.24
2024-11-18,21_NOV_24,3,2024-11-18T09:33:00+05:30,CE,23450,23445.85,43.45,138.69,2,130,2024-11-18T09:44:00+05:30,100.25,23368.35,SL,11,-5070.2,-27.78
2024-11-18,21_NOV_24,3,2024-11-18T09:47:00+05:30,PE,23400,23412.25,43.9,136.65,2,130,2024-11-18T10:04:00+05:30,101.5,23471.35,SL,17,-4642.5,-25.79
2024-11-18,21_NOV_24,3,2024-11-18T10:14:00+05:30,CE,23450,23450.0,37.05,136.8,2,130,2024-11-18T10:41:00+05:30,102.3,23379.4,SL,27,-4558.0,-25.28
2024-11-18,21_NOV_24,3,2024-11-18T10:57:00+05:30,PE,23400,23411.4,38.55,127.35,2,130,2024-11-18T12:03:00+05:30,95.4,23465.65,SL,66,-4226.5,-25.16
2024-11-18,21_NOV_24,3,2024-11-18T12:27:00+05:30,PE,23500,23522.6,42.05,111.3,2,130,2024-11-18T13:19:00+05:30,145.6,23452.35,TP,52,4386.0,30.71
2024-11-18,21_NOV_24,3,2024-11-18T13:19:00+05:30,CE,23450,23452.35,39.8,129.35,2,130,2024-11-18T15:25:00+05:30,124.5,23450.65,EOD,126,-703.5,-3.83
2024-11-19,21_NOV_24,2,2024-11-19T09:35:00+05:30,PE,23700,23677.9,32.85,116.1,2,130,2024-11-19T10:25:00+05:30,80.8,23732.8,SL,50,-4662.0,-30.48
2024-11-19,21_NOV_24,2,2024-11-19T11:26:00+05:30,PE,23750,23760.0,31.35,84.0,3,195,2024-11-19T14:08:00+05:30,112.2,23721.8,TP,162,5419.5,33.43
2024-11-19,21_NOV_24,2,2024-11-19T14:08:00+05:30,CE,23700,23721.8,32.25,99.4,3,195,2024-11-19T14:50:00+05:30,69.65,23676.4,SL,42,-5880.75,-30.02
2024-11-21,21_NOV_24,0,2024-11-21T09:31:00+05:30,CE,23350,23346.25,41.4,51.75,5,325,2024-11-21T09:34:00+05:30,36.25,23312.05,SL,3,-5130.0,-30.12
2024-11-21,21_NOV_24,0,2024-11-21T09:39:00+05:30,CE,23300,23283.6,36.7,39.5,7,455,2024-11-21T09:43:00+05:30,53.55,23327.35,TP,4,6287.25,35.27
2024-11-21,21_NOV_24,0,2024-11-21T09:43:00+05:30,PE,23350,23327.35,61.45,84.0,3,195,2024-11-21T10:05:00+05:30,51.75,23372.2,SL,22,-6368.25,-38.49
2024-11-21,21_NOV_24,0,2024-11-21T10:07:00+05:30,CE,23350,23339.15,33.7,20.6,14,910,2024-11-21T10:34:00+05:30,13.7,23319.6,SL,27,-6430.0,-33.9
2024-11-22,28_NOV_24,6,2024-11-22T09:30:00+05:30,PE,23550,23525.3,31.75,174.5,1,65,2024-11-22T09:50:00+05:30,229.15,23437.5,TP,20,3485.75,31.25
2024-11-22,28_NOV_24,6,2024-11-22T09:50:00+05:30,CE,23450,23437.5,36.8,195.35,1,65,2024-11-22T10:03:00+05:30,269.5,23555.6,TP,13,4753.25,37.9
2024-11-22,28_NOV_24,6,2024-11-22T10:03:00+05:30,PE,23550,23555.6,76.75,171.3,1,65,2024-11-22T10:47:00+05:30,232.25,23457.6,TP,44,3895.25,35.51
2024-11-22,28_NOV_24,6,2024-11-22T10:52:00+05:30,PE,23500,23500.75,43.15,186.15,1,65,2024-11-22T12:06:00+05:30,134.0,23640.35,SL,74,-3456.25,-28.06
2024-11-22,28_NOV_24,6,2024-11-22T12:42:00+05:30,PE,23650,23674.2,34.45,183.35,1,65,2024-11-22T14:01:00+05:30,134.65,23827.6,SL,79,-3232.0,-26.61
2024-11-25,28_NOV_24,3,2024-11-25T09:30:00+05:30,PE,24300,24315.6,47.1,156.9,1,65,2024-11-25T12:55:00+05:30,204.75,24202.95,TP,205,3043.75,30.42
2024-11-25,28_NOV_24,3,2024-11-25T12:55:00+05:30,CE,24200,24202.95,63.4,155.69,1,65,2024-11-25T15:25:00+05:30,187.8,24249.95,EOD,150,2020.65,20.55
2024-11-26,28_NOV_24,2,2024-11-26T09:43:00+05:30,CE,24250,24268.35,35.1,143.1,2,130,2024-11-26T09:58:00+05:30,106.95,24213.25,SL,15,-4772.5,-25.32
2024-11-26,28_NOV_24,2,2024-11-26T10:02:00+05:30,PE,24250,24250.45,41.05,123.9,2,130,2024-11-26T10:17:00+05:30,161.5,24191.15,TP,15,4815.0,30.25
2024-11-26,28_NOV_24,2,2024-11-26T10:17:00+05:30,CE,24200,24191.15,58.95,125.65,2,130,2024-11-26T13:38:00+05:30,93.95,24134.9,SL,201,-4194.0,-25.3
2024-11-27,28_NOV_24,1,2024-11-27T09:42:00+05:30,CE,24150,24151.7,30.0,101.4,3,195,2024-11-27T09:50:00+05:30,140.94,24211.05,TP,8,7630.8,38.88
2024-11-27,28_NOV_24,1,2024-11-27T09:50:00+05:30,PE,24200,24211.05,30.8,79.0,3,195,2024-11-27T12:20:00+05:30,56.8,24243.1,SL,150,-4408.5,-28.21
