timestamp,spot,india_vix,pcr,focus_pcr,max_pain_strike,max_pain_dist,support_strike,resistance_strike,total_ce_oi_change,total_pe_oi_change,focus_ce_oi_change,focus_pe_oi_change,total_ce_oi,total_pe_oi,atm_iv
2026-05-27 10:59:04,23962.6,13.5,5302.8333,1.0835354494429288,23950.0,12.599999999998545,23950.0,23950.0,28951650.0,35507680.0,11820055.0,16593720.0,27040975.0,29299855.0,12.675
2026-05-27 10:59:05,23962.95,13.5,5302.8333,1.0835354494429288,23950.0,12.950000000000728,23950.0,23950.0,28951650.0,35507680.0,11820055.0,16593720.0,27040975.0,29299855.0,12.675
2026-05-27 11:00:04,23965.25,13.5,5302.8333,1.0901992253947508,23950.0,15.25,23950.0,23950.0,28969460.0,35688705.0,11832860.0,16787875.0,27053780.0,29494010.0,12.72
2026-05-27 11:00:05,23965.85,13.5,5302.8333,1.0901992253947508,23950.0,15.849999999998545,23950.0,23950.0,28969460.0,35688705.0,11832860.0,16787875.0,27053780.0,29494010.0,12.72
2026-05-27 11:01:05,23964.55,13.5,5301.1667,1.0907159707336933,23950.0,14.549999999999272,23950.0,23950.0,29153540.0,35853220.0,11919505.0,16896360.0,27140425.0,29602495.0,12.715
2026-05-27 11:01:06,23964.7,13.5,5301.1667,1.0907159707336933,23950.0,14.700000000000728,23950.0,23950.0,29153540.0,35853220.0,11919505.0,16896360.0,27140425.0,29602495.0,12.715
2026-05-27 11:02:05,23964.3,13.5,5301.1667,1.0916692214834545,23950.0,14.299999999999272,23950.0,23950.0,29019705.0,35862970.0,11917360.0,16919890.0,27138280.0,29626025.0,12.675
2026-05-27 11:02:07,23963.6,13.5,5301.1667,1.0916692214834545,23950.0,13.599999999998545,23950.0,23950.0,29020680.0,35859330.0,11917360.0,16919890.0,27138280.0,29626025.0,12.675
2026-05-27 11:03:06,23956.7,13.5,5301.1667,1.0869706226734106,23950.0,6.700000000000728,23950.0,23950.0,29238755.0,35842170.0,12035985.0,16921320.0,27256905.0,29627455.0,12.614999999999998
2026-05-27 11:03:08,23955.0,13.5,5301.1667,1.0869706226734106,23950.0,5.0,23950.0,23950.0,29238755.0,35842170.0,12035985.0,16921320.0,27256905.0,29627455.0,12.614999999999998
2026-05-27 11:04:08,23957.65,13.5,5301.1667,1.0880229806718535,23950.0,7.650000000001455,23950.0,23950.0,29055780.0,35619935.0,11864450.0,16763370.0,27085370.0,29469505.0,12.68
2026-05-27 11:04:08,23956.35,13.5,5301.1667,1.0880229806718535,23950.0,6.349999999998545,23950.0,23950.0,29055780.0,35619935.0,11864450.0,16763370.0,27085370.0,29469505.0,12.68
2026-05-27 11:05:09,23955.9,13.5,5301.1667,1.0832443435894012,23950.0,5.900000000001455,23950.0,23950.0,29357185.0,35796215.0,12048140.0,16832920.0,27269060.0,29539055.0,12.61
2026-05-27 11:05:10,23955.1,13.5,5301.1667,1.0832443435894012,23950.0,5.099999999998545,23950.0,23950.0,29357185.0,35796215.0,12048140.0,16832920.0,27269060.0,29539055.0,12.61
2026-05-27 11:06:10,23959.8,13.5,5301.1667,1.0770854881717165,23950.0,9.799999999999272,23950.0,23950.0,29637530.0,35877335.0,12178660.0,16805555.0,27399580.0,29511690.0,12.620000000000001
2026-05-27 11:06:11,23958.65,13.5,5301.1667,1.0770854881717165,23950.0,8.650000000001455,23950.0,23950.0,29637595.0,35877335.0,12178660.0,16805555.0,27399580.0,29511690.0,12.645
