timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_delta,pe_ltp,pe_oi,pe_delta
2026-05-06 09:45:44,77147.83,76800.0,-3.0,617.1,136700.0,0.6527,161.7,969920.0,0.3122
2026-05-06 09:45:44,77147.83,76900.0,-2.0,547.9,161720.0,0.6164,191.65,814560.0,0.357
2026-05-06 09:45:44,77147.83,77000.0,-1.0,482.7,1144140.0,0.5777,228.05,2400120.0,0.4048
2026-05-06 09:45:44,77147.83,77100.0,ATM,421.1,734240.0,0.5374,266.9,1098960.0,0.4548
2026-05-06 09:45:44,77147.83,77200.0,+1.0,366.5,1363920.0,0.4954,311.75,1246380.0,0.5067
2026-05-06 09:45:44,77147.83,77300.0,+2.0,317.0,1756920.0,0.4527,362.25,1001580.0,0.5601
2026-05-06 09:45:44,77147.83,77400.0,+3.0,273.2,2114880.0,0.4104,417.6,716240.0,0.6135
2026-05-06 09:46:45,77167.55,76900.0,-3.0,563.25,161720.0,0.621,182.65,814560.0,0.3485
2026-05-06 09:46:45,77167.55,77000.0,-2.0,494.25,1144140.0,0.5836,214.95,2400120.0,0.3957
2026-05-06 09:46:45,77167.55,77100.0,-1.0,433.95,734240.0,0.5435,254.35,1098960.0,0.4463
2026-05-06 09:46:45,77167.55,77200.0,ATM,377.05,1363920.0,0.5019,299.1,1246380.0,0.4988
2026-05-06 09:46:45,77167.55,77300.0,+1.0,325.3,1756920.0,0.4593,345.4,1001580.0,0.553
2026-05-06 09:46:45,77167.55,77400.0,+2.0,279.85,2114880.0,0.4165,399.5,716240.0,0.6078
2026-05-06 09:46:45,77167.55,77500.0,+3.0,240.6,3906080.0,0.375,459.8,974580.0,0.6625
2026-05-06 09:47:46,77162.14,76900.0,-3.0,575.8,162060.0,0.6163,171.9,833680.0,0.343
2026-05-06 09:47:46,77162.14,77000.0,-2.0,507.5,1134940.0,0.5803,204.2,2422760.0,0.3918
2026-05-06 09:47:46,77162.14,77100.0,-1.0,444.0,717000.0,0.5418,241.25,1128720.0,0.444
2026-05-06 09:47:46,77162.14,77200.0,ATM,385.8,1370400.0,0.5016,282.35,1267900.0,0.4995
2026-05-06 09:47:46,77162.14,77300.0,+1.0,334.65,1779120.0,0.4599,328.6,1002760.0,0.5572
2026-05-06 09:47:46,77162.14,77400.0,+2.0,287.05,2108960.0,0.4183,381.35,707860.0,0.6162
2026-05-06 09:47:46,77162.14,77500.0,+3.0,246.25,3879320.0,0.3772,441.2,978540.0,0.6768
2026-05-06 09:48:47,77189.28,76900.0,-3.0,584.4,162060.0,0.6269,167.15,833680.0,0.333
2026-05-06 09:48:47,77189.28,77000.0,-2.0,516.4,1134940.0,0.5908,198.6,2422760.0,0.3806
2026-05-06 09:48:47,77189.28,77100.0,-1.0,449.15,717000.0,0.5518,233.65,1128720.0,0.4319
2026-05-06 09:48:47,77189.28,77200.0,ATM,391.0,1370400.0,0.5113,274.5,1267900.0,0.4863
2026-05-06 09:48:47,77189.28,77300.0,+1.0,338.55,1779120.0,0.4693,321.1,1002760.0,0.543
2026-05-06 09:48:47,77189.28,77400.0,+2.0,290.0,2108960.0,0.4271,372.0,707860.0,0.6014
2026-05-06 09:48:47,77189.28,77500.0,+3.0,248.65,3879320.0,0.385,430.9,978540.0,0.6593
2026-05-06 09:49:47,77160.18,76900.0,-3.0,548.4,162060.0,0.6272,186.45,833680.0,0.3491
2026-05-06 09:49:47,77160.18,77000.0,-2.0,481.65,1134940.0,0.5872,219.95,2422760.0,0.396
2026-05-06 09:49:47,77160.18,77100.0,-1.0,422.05,717000.0,0.5471,259.8,1128720.0,0.446
