timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_prev_oi,ce_volume,ce_iv,ce_delta,ce_theta,ce_gamma,ce_vega,pe_ltp,pe_oi,pe_prev_oi,pe_volume,pe_iv,pe_delta,pe_theta,pe_gamma,pe_vega
2026-05-18 09:15:22,74502.95,73800.0,-7.0,1682.6,1020.0,1020.0,0,44.89,0.6058,-186.7458,0.0001,27.1245,353.45,45280.0,45280.0,17360,24.46,0.3209,-94.6512,0.0002,25.2356
2026-05-18 09:15:22,74502.95,73900.0,-6.0,1109.85,1320.0,1320.0,300,25.75,0.6507,-103.0342,0.0002,26.0872,381.75,35520.0,35520.0,16980,23.85,0.3386,-94.3116,0.0002,25.7845
2026-05-18 09:15:22,74502.95,74000.0,-5.0,1041.9,30460.0,30460.0,2300,25.49,0.6311,-103.9457,0.0002,26.5857,418.0,358300.0,358300.0,116580,23.94,0.3613,-96.9548,0.0002,26.4016
2026-05-18 09:15:22,74502.95,74100.0,-4.0,969.75,2900.0,2900.0,180,25.16,0.6111,-104.2737,0.0002,27.0214,445.0,41440.0,41440.0,33900,23.82,0.3833,-98.2757,0.0002,26.907
2026-05-18 09:15:22,74502.95,74200.0,-3.0,911.9,1920.0,1920.0,1220,25.21,0.589,-105.9866,0.0002,27.4154,485.35,64860.0,64860.0,29400,23.49,0.4052,-98.4305,0.0002,27.3214
2026-05-18 09:15:22,74502.95,74300.0,-2.0,843.2,4620.0,4620.0,2960,24.78,0.5679,-105.3112,0.0002,27.7103,520.75,73800.0,73800.0,46000,23.33,0.4285,-98.9904,0.0002,27.6655
2026-05-18 09:15:22,74502.95,74400.0,-1.0,789.45,6900.0,6900.0,4320,24.82,0.5452,-106.3324,0.0002,27.9382,562.95,75340.0,75340.0,46100,23.42,0.4527,-100.2789,0.0002,27.9206
2026-05-18 09:15:22,74502.95,74500.0,ATM,728.5,102380.0,102380.0,33340,24.63,0.5225,-106.0358,0.0002,28.0739,602.2,308960.0,308960.0,112380,23.42,0.4768,-100.8357,0.0002,28.0711
2026-05-18 09:15:22,74502.95,74600.0,+1.0,685.85,22140.0,22140.0,53360,24.36,0.4994,-105.0369,0.0002,28.1186,652.55,115860.0,115860.0,90340,23.04,0.5011,-99.3612,0.0002,28.1186
2026-05-18 09:15:22,74502.95,74700.0,+2.0,620.7,22320.0,22320.0,31080,24.01,0.4758,-103.3652,0.0002,28.0667,693.15,122620.0,122620.0,50860,22.75,0.5261,-97.9017,0.0002,28.0586
2026-05-18 09:15:22,74502.95,74800.0,+3.0,567.3,30300.0,30300.0,41120,23.98,0.4522,-102.6505,0.0002,27.917,752.05,119160.0,119160.0,55520,22.31,0.5519,-95.403,0.0003,27.88
2026-05-18 09:15:22,74502.95,74900.0,+4.0,522.9,21900.0,21900.0,31920,24.02,0.4292,-101.9679,0.0002,27.6741,801.5,66160.0,66160.0,27340,22.52,0.5761,-95.3522,0.0002,27.6056
2026-05-18 09:15:22,74502.95,75000.0,+5.0,477.55,184980.0,184980.0,87420,23.89,0.4056,-100.1183,0.0002,27.3284,855.65,329180.0,329180.0,97360,22.41,0.601,-93.5157,0.0002,27.2122
2026-05-18 09:15:22,74502.95,75100.0,+6.0,439.0,64780.0,64780.0,32500,23.8,0.3825,-98.1489,0.0002,26.8896,910.2,114820.0,114820.0,21480,22.14,0.6266,-90.6431,0.0002,26.6898
2026-05-18 09:15:22,74502.95,75200.0,+7.0,405.8,175900.0,175900.0,34720,23.84,0.3603,-96.4349,0.0002,26.3777,978.3,147720.0,147720.0,24800,22.2,0.6501,-88.8865,0.0002,26.1051
2026-05-18 09:16:22,74425.23,73700.0,-7.0,1134.6,900.0,800.0,260,24.13,0.6819,-92.9394,0.0002,25.1066,342.95,42120.0,47540.0,109780,23.72,0.3153,-91.0304,0.0002,25.014
2026-05-18 09:16:22,74425.23,73800.0,-6.0,1071.0,1040.0,1020.0,440,24.24,0.6598,-95.9122,0.0002,25.7955,373.6,51100.0,45280.0,69200,23.61,0.3365,-93.0357,0.0002,25.6848
2026-05-18 09:16:22,74425.23,73900.0,-5.0,1001.25,1600.0,1320.0,700,24.02,0.639,-97.1216,0.0002,26.3573,404.65,47920.0,35520.0,108200,23.38,0.3576,-94.2025,0.0002,26.2701
2026-05-18 09:16:22,74425.23,74000.0,-4.0,937.7,33880.0,30460.0,9720,23.83,0.6173,-98.1926,0.0002,26.8569,439.0,366420.0,358300.0,363340,23.26,0.3802,-95.6391,0.0002,26.8019
2026-05-18 09:16:22,74425.23,74100.0,-3.0,870.0,3620.0,2900.0,1800,23.67,0.5948,-99.0461,0.0002,27.2824,475.1,54820.0,41440.0,121200,23.1,0.4031,-96.5502,0.0002,27.2471
2026-05-18 09:16:22,74425.23,74200.0,-2.0,812.65,3680.0,1920.0,4720,23.77,0.571,-100.7388,0.0002,27.6329,514.0,77040.0,64860.0,140920,23.08,0.4272,-97.7455,0.0002,27.6096
2026-05-18 09:16:22,74425.23,74300.0,-1.0,750.6,9240.0,4620.0,17500,23.53,0.5477,-100.6028,0.0002,27.8775,555.45,83100.0,73800.0,162400,22.85,0.4511,-97.6645,0.0002,27.8677
2026-05-18 09:16:22,74425.23,74400.0,ATM,696.2,29580.0,6900.0,63180,23.4,0.5238,-100.5994,0.0002,28.0288,599.55,116200.0,75340.0,230900,22.69,0.4758,-97.5664,0.0002,28.0268
2026-05-18 09:16:22,74425.23,74500.0,+1.0,644.2,181620.0,102380.0,206920,23.38,0.4995,-100.7208,0.0002,28.0787,645.2,381840.0,308960.0,553200,22.64,0.5008,-97.5003,0.0003,28.0786
2026-05-18 09:16:22,74425.23,74600.0,+2.0,591.5,68240.0,22140.0,208740,23.15,0.475,-99.5147,0.0002,28.0236,694.2,159860.0,115860.0,334040,22.56,0.5259,-96.9675,0.0003,28.0197
2026-05-18 09:16:22,74425.23,74700.0,+3.0,544.85,57640.0,22320.0,152000,23.15,0.4507,-98.9394,0.0002,27.8639,746.5,138080.0,122620.0,179860,22.39,0.5513,-95.6517,0.0003,27.8466
