timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_prev_oi,ce_volume,ce_iv,ce_delta,ce_theta,ce_gamma,ce_vega,pe_ltp,pe_oi,pe_prev_oi,pe_volume,pe_iv,pe_delta,pe_theta,pe_gamma,pe_vega
2026-05-22 09:15:56,75333.28,74600.0,-7.0,1074.5,3440.0,3440.0,400,17.05,0.6963,-51.2654,0.0002,31.634,307.65,36500.0,36500.0,47320,17.3,0.3062,-52.1989,0.0002,31.7483
2026-05-22 09:15:56,75333.28,74700.0,-6.0,1030.0,5400.0,5400.0,5820,17.37,0.6701,-54.1029,0.0002,32.7618,337.75,50460.0,50460.0,68820,17.26,0.3289,-53.6805,0.0002,32.7216
2026-05-22 09:15:56,75333.28,74800.0,-5.0,960.95,6800.0,6800.0,15500,17.51,0.6456,-56.0221,0.0002,33.6652,370.55,64640.0,64640.0,75200,17.12,0.3515,-54.6391,0.0002,33.5656
2026-05-22 09:15:56,75333.28,74900.0,-4.0,900.0,10380.0,10380.0,13760,17.09,0.6244,-55.7556,0.0002,34.328,403.5,78380.0,78380.0,70940,17.12,0.3759,-55.8782,0.0002,34.3344
2026-05-22 09:15:56,75333.28,75000.0,-3.0,832.75,190620.0,190620.0,91040,17.02,0.5998,-56.5821,0.0003,34.9617,439.5,240360.0,240360.0,168100,16.99,0.4,-56.4546,0.0003,34.9573
2026-05-22 09:15:56,75333.28,75100.0,-2.0,776.55,84680.0,84680.0,81000,16.97,0.5746,-57.201,0.0003,35.4633,478.4,89220.0,89220.0,131420,16.94,0.4253,-57.0949,0.0003,35.4613
2026-05-22 09:15:56,75333.28,75200.0,-1.0,712.25,161880.0,161880.0,124760,16.77,0.5493,-57.1008,0.0003,35.8199,517.65,113580.0,113580.0,145080,16.85,0.4509,-57.3902,0.0003,35.8222
2026-05-22 09:15:56,75333.28,75300.0,ATM,660.15,144260.0,144260.0,152280,16.88,0.523,-57.8114,0.0003,36.0362,563.5,98240.0,98240.0,110020,16.76,0.4769,-57.4185,0.0003,36.0357
2026-05-22 09:15:56,75333.28,75400.0,+1.0,609.55,107120.0,107120.0,116640,16.81,0.4969,-57.677,0.0003,36.0952,614.3,38520.0,38520.0,71900,16.75,0.5032,-57.4871,0.0003,36.0952
2026-05-22 09:15:56,75333.28,75500.0,+2.0,551.1,365380.0,365380.0,180100,16.65,0.4703,-56.9774,0.0003,35.9964,661.15,284340.0,284340.0,80700,16.7,0.5296,-57.1285,0.0003,35.997
2026-05-22 09:15:56,75333.28,75600.0,+3.0,509.25,127360.0,127360.0,74400,16.72,0.4443,-56.8248,0.0003,35.7444,713.35,31460.0,31460.0,17460,16.61,0.5561,-56.4404,0.0003,35.739
2026-05-22 09:15:56,75333.28,75700.0,+4.0,464.15,63600.0,63600.0,75660,16.63,0.418,-55.8462,0.0003,35.3303,769.1,21440.0,21440.0,18100,16.66,0.5819,-55.9535,0.0003,35.3333
2026-05-22 09:15:56,75333.28,75800.0,+5.0,420.95,35340.0,35340.0,71400,16.6,0.3922,-54.8775,0.0003,34.7693,839.9,9840.0,9840.0,1860,16.32,0.6098,-53.8553,0.0003,34.7199
2026-05-22 09:15:56,75333.28,75900.0,+6.0,385.0,22000.0,22000.0,55400,16.62,0.3671,-53.8237,0.0003,34.0742,896.1,7700.0,7700.0,1380,16.45,0.6343,-53.1995,0.0003,34.0306
2026-05-22 09:15:56,75333.28,76000.0,+7.0,347.9,266980.0,266980.0,140980,16.58,0.3422,-52.389,0.0002,33.2346,961.0,98000.0,98000.0,13480,16.52,0.6584,-52.1485,0.0002,33.212
2026-05-22 09:16:58,75310.01,74600.0,-7.0,1062.0,3900.0,3440.0,1140,16.22,0.7094,-47.8246,0.0002,31.0053,316.5,37260.0,36500.0,80400,17.75,0.3064,-53.5877,0.0002,31.7619
2026-05-22 09:16:58,75310.01,74700.0,-6.0,1000.45,6800.0,5400.0,8060,16.46,0.6831,-50.4262,0.0002,32.2297,350.1,53660.0,50460.0,123740,17.65,0.3279,-54.8452,0.0002,32.6899
2026-05-22 09:16:58,75310.01,74800.0,-5.0,931.8,7820.0,6800.0,20620,16.39,0.6592,-51.7091,0.0002,33.1882,379.65,64520.0,64640.0,122800,17.63,0.3509,-56.243,0.0002,33.5521
2026-05-22 09:16:58,75310.01,74900.0,-4.0,860.95,12400.0,10380.0,19460,16.13,0.6359,-52.1078,0.0003,33.986,417.05,78840.0,78380.0,102860,17.5,0.3738,-57.0405,0.0002,34.28
2026-05-22 09:16:58,75310.01,75000.0,-3.0,806.3,197120.0,190620.0,148080,16.37,0.6083,-54.1155,0.0003,34.765,454.7,306840.0,240360.0,270100,17.41,0.3976,-57.7787,0.0002,34.9063
2026-05-22 09:16:58,75310.01,75100.0,-2.0,746.25,117220.0,84680.0,110320,16.27,0.5825,-54.6472,0.0003,35.3288,489.75,124560.0,89220.0,170040,17.39,0.4223,-58.5508,0.0002,35.4154
2026-05-22 09:16:58,75310.01,75200.0,-1.0,685.6,218100.0,161880.0,214320,16.19,0.5559,-55.0291,0.0003,35.7476,530.0,165220.0,113580.0,235780,17.27,0.447,-58.7389,0.0003,35.7843
2026-05-22 09:16:58,75310.01,75300.0,ATM,631.0,174980.0,144260.0,265000,16.13,0.5289,-55.2148,0.0003,36.0082,579.05,135180.0,98240.0,219220,17.25,0.4725,-59.0685,0.0003,36.0169
2026-05-22 09:16:58,75310.01,75400.0,+1.0,581.9,168020.0,107120.0,256160,16.15,0.5016,-55.4381,0.0003,36.1026,628.75,88200.0,38520.0,196100,17.26,0.498,-59.235,0.0003,36.1025
2026-05-22 09:16:58,75310.01,75500.0,+2.0,533.15,388480.0,365380.0,322360,16.2,0.4744,-55.4747,0.0003,36.0286,681.0,308180.0,284340.0,172500,17.25,0.5235,-59.0933,0.0003,36.04
2026-05-22 09:16:58,75310.01,75600.0,+3.0,485.7,136600.0,127360.0,115560,16.13,0.4471,-54.8865,0.0003,35.7856,736.7,34160.0,31460.0,31280,17.28,0.5488,-58.8562,0.0003,35.832
2026-05-22 09:16:58,75310.01,75700.0,+4.0,441.2,75760.0,63600.0,109000,16.2,0.4206,-54.4854,0.0003,35.3861,787.55,26320.0,21440.0,32580,17.26,0.574,-58.2256,0.0003,35.4794
2026-05-22 09:16:58,75310.01,75800.0,+5.0,403.2,56600.0,35340.0,108320,16.19,0.3942,-53.6052,0.0003,34.8267,854.65,10640.0,9840.0,3820,17.39,0.5981,-57.8676,0.0002,35.006
2026-05-22 09:16:58,75310.01,75900.0,+6.0,366.85,32060.0,22000.0,79500,16.15,0.3681,-52.3789,0.0003,34.1103,915.0,8140.0,7700.0,2540,17.08,0.6246,-55.7579,0.0002,34.3285
2026-05-22 09:16:58,75310.01,76000.0,+7.0,331.6,282400.0,266980.0,220820,16.19,0.3432,-51.2313,0.0003,33.2766,978.05,101700.0,98000.0,20560,17.25,0.6472,-55.1449,0.0002,33.6171
2026-05-22 09:17:58,75308.18,74600.0,-7.0,1065.8,3900.0,3440.0,1820,15.79,0.7202,-45.7174,0.0002,30.4588,309.35,37260.0,36500.0,96420,17.96,0.3032,-54.008,0.0002,31.6226
2026-05-22 09:17:58,75308.18,74700.0,-6.0,997.95,6800.0,5400.0,8600,15.72,0.6967,-47.2794,0.0002,31.6293,339.05,53660.0,50460.0,145540,17.91,0.3248,-55.4668,0.0002,32.5701
2026-05-22 09:17:58,75308.18,74800.0,-5.0,934.55,7820.0,6800.0,21220,16.08,0.668,-50.2314,0.0002,32.8587,369.05,64520.0,64640.0,147080,17.76,0.3463,-56.4052,0.0002,33.3985
2026-05-22 09:17:58,75308.18,74900.0,-4.0,871.15,12400.0,10380.0,20280,15.95,0.6436,-51.1929,0.0003,33.7479,404.4,78840.0,78380.0,139320,17.71,0.3694,-57.5081,0.0002,34.1579
2026-05-22 09:17:58,75308.18,75000.0,-3.0,807.05,197120.0,190620.0,173220,15.82,0.6182,-51.9064,0.0003,34.5154,441.45,306840.0,240360.0,386760,17.65,0.393,-58.4274,0.0002,34.8052
2026-05-22 09:17:58,75308.18,75100.0,-2.0,748.2,117220.0,84680.0,120980,15.87,0.5909,-53.0706,0.0003,35.1707,478.95,124560.0,89220.0,203040,17.61,0.4172,-59.1563,0.0002,35.331
2026-05-22 09:17:58,75308.18,75200.0,-1.0,686.55,218100.0,161880.0,278440,15.7,0.5641,-53.2228,0.0003,35.6444,522.2,165220.0,113580.0,311400,17.53,0.4417,-59.5576,0.0002,35.7255
2026-05-22 09:17:58,75308.18,75300.0,ATM,632.4,174980.0,144260.0,333480,15.76,0.5361,-53.9086,0.0003,35.9639,567.3,135180.0,98240.0,326360,17.61,0.4668,-60.2743,0.0002,35.9871
2026-05-22 09:17:58,75308.18,75400.0,+1.0,580.3,168020.0,107120.0,301880,15.73,0.5082,-54.0145,0.0003,36.1044,615.0,88200.0,38520.0,245660,17.51,0.4918,-60.1238,0.0003,36.1044
2026-05-22 09:17:58,75308.18,75500.0,+2.0,532.4,388480.0,365380.0,420120,15.77,0.4803,-54.084,0.0003,36.0678,667.85,308180.0,284340.0,253520,17.55,0.5169,-60.2132,0.0003,36.0795
2026-05-22 09:17:58,75308.18,75600.0,+3.0,485.9,136600.0,127360.0,135220,15.79,0.4525,-53.8185,0.0003,35.856,719.35,34160.0,31460.0,41980,17.52,0.542,-59.8156,0.0003,35.9115
2026-05-22 09:17:58,75308.18,75700.0,+4.0,443.95,75760.0,63600.0,137920,15.82,0.4252,-53.3697,0.0003,35.4756,785.0,26320.0,21440.0,37660,17.59,0.5666,-59.5427,0.0002,35.6081
2026-05-22 09:17:58,75308.18,75800.0,+5.0,404.45,56600.0,35340.0,127340,15.82,0.3981,-52.534,0.0003,34.9285,842.0,10640.0,9840.0,5600,17.74,0.5902,-59.3529,0.0002,35.1855
2026-05-22 09:17:58,75308.18,75900.0,+6.0,364.8,32060.0,22000.0,91580,15.83,0.3717,-51.5109,0.0003,34.2276,904.25,8140.0,7700.0,2920,17.47,0.6159,-57.4429,0.0002,34.5774
2026-05-22 09:17:58,75308.18,76000.0,+7.0,331.5,282400.0,266980.0,263980,15.84,0.3459,-50.2767,0.0003,33.3834,965.0,101700.0,98000.0,25060,17.73,0.6375,-57.2406,0.0002,33.9442
2026-05-22 09:18:59,75295.3,74600.0,-7.0,1061.2,4160.0,3440.0,1860,16.91,0.6948,-50.965,0.0002,31.6912,314.8,44060.0,36500.0,118280,17.37,0.3098,-52.6993,0.0002,31.899
2026-05-22 09:18:59,75295.3,74700.0,-6.0,993.1,6980.0,5400.0,9220,17.0,0.6705,-52.9242,0.0002,32.736,344.65,52820.0,50460.0,162100,17.25,0.3318,-53.8597,0.0002,32.8248
2026-05-22 09:18:59,75295.3,74800.0,-5.0,923.05,7640.0,6800.0,21600,16.75,0.6484,-53.4544,0.0002,33.5572,377.5,66720.0,64640.0,170980,17.16,0.3548,-54.9343,0.0002,33.6658
2026-05-22 09:18:59,75295.3,74900.0,-4.0,858.0,13880.0,10380.0,22180,16.71,0.6237,-54.5612,0.0003,34.334,415.8,82440.0,78380.0,156760,17.1,0.3789,-55.9554,0.0002,34.4063
2026-05-22 09:18:59,75295.3,75000.0,-3.0,798.9,222540.0,190620.0,189360,16.7,0.5983,-55.5607,0.0003,34.983,449.25,350060.0,240360.0,479140,17.01,0.4034,-56.6601,0.0003,35.0193
2026-05-22 09:18:59,75295.3,75100.0,-2.0,739.05,122800.0,84680.0,134300,16.69,0.5724,-56.3362,0.0003,35.4875,489.1,128500.0,89220.0,220820,16.94,0.4286,-57.2109,0.0003,35.503
2026-05-22 09:18:59,75295.3,75200.0,-1.0,676.45,274940.0,161880.0,299040,16.53,0.5466,-56.3319,0.0003,35.8369,531.8,220020.0,113580.0,360740,16.85,0.4542,-57.4429,0.0003,35.8446
2026-05-22 09:18:59,75295.3,75300.0,ATM,624.3,242860.0,144260.0,400900,16.52,0.5199,-56.6216,0.0003,36.0378,576.3,219100.0,98240.0,388000,16.81,0.4803,-57.6036,0.0003,36.0387
2026-05-22 09:18:59,75295.3,75400.0,+1.0,573.9,168020.0,107120.0,325180,16.5,0.4932,-56.6187,0.0003,36.0777,628.6,122240.0,38520.0,271220,16.76,0.5066,-57.4962,0.0003,36.078
2026-05-22 09:18:59,75295.3,75500.0,+2.0,525.3,399460.0,365380.0,479200,16.46,0.4665,-56.27,0.0003,35.9552,683.5,337440.0,284340.0,298760,16.77,0.5328,-57.3489,0.0003,35.961
2026-05-22 09:18:59,75295.3,75600.0,+3.0,480.1,136600.0,127360.0,150000,16.42,0.4397,-55.6952,0.0003,35.6706,734.1,36900.0,31460.0,47400,16.78,0.5588,-56.9561,0.0003,35.6903
2026-05-22 09:18:59,75295.3,75700.0,+4.0,438.8,87740.0,63600.0,154820,16.44,0.4136,-55.0749,0.0003,35.2324,788.7,26320.0,21440.0,40480,16.69,0.5851,-55.9486,0.0003,35.2594
2026-05-22 09:18:59,75295.3,75800.0,+5.0,396.6,67900.0,35340.0,146640,16.43,0.3877,-54.1408,0.0003,34.6428,844.7,11920.0,9840.0,6840,16.56,0.6115,-54.5779,0.0003,34.665
2026-05-22 09:18:59,75295.3,75900.0,+6.0,362.4,40040.0,22000.0,100660,16.4,0.362,-52.874,0.0003,33.9031,913.85,8120.0,7700.0,3300,16.0,0.6414,-51.4247,0.0003,33.7913
2026-05-22 09:18:59,75295.3,76000.0,+7.0,328.4,315760.0,266980.0,295700,16.41,0.3374,-51.5742,0.0002,33.0428,981.4,104140.0,98000.0,27220,16.79,0.659,-52.9847,0.0002,33.1791
2026-05-22 09:19:59,75322.41,74600.0,-7.0,1092.95,4160.0,3440.0,2360,16.78,0.7008,-50.1441,0.0002,31.4139,290.5,44060.0,36500.0,136000,16.95,0.3009,-50.7861,0.0002,31.4975
2026-05-22 09:19:59,75322.41,74700.0,-6.0,1022.4,6980.0,5400.0,10880,16.88,0.6765,-52.1644,0.0002,32.4986,320.9,52820.0,50460.0,177820,16.86,0.3234,-52.1078,0.0002,32.4927
2026-05-22 09:19:59,75322.41,74800.0,-5.0,954.5,7640.0,6800.0,24180,16.74,0.6535,-53.1487,0.0002,33.3834,351.85,66720.0,64640.0,190060,16.78,0.3468,-53.2807,0.0002,33.3941
2026-05-22 09:19:59,75322.41,74900.0,-4.0,894.05,13880.0,10380.0,24940,16.83,0.6281,-54.7702,0.0002,34.2148,385.9,82440.0,78380.0,183760,16.7,0.371,-54.2989,0.0003,34.1877
2026-05-22 09:19:59,75322.41,75000.0,-3.0,823.3,222540.0,190620.0,210520,16.76,0.6032,-55.5875,0.0003,34.8755,421.25,350060.0,240360.0,535480,16.67,0.3963,-55.2915,0.0003,34.8644
2026-05-22 09:19:59,75322.41,75100.0,-2.0,762.25,122800.0,84680.0,145480,16.64,0.578,-56.017,0.0003,35.3989,456.0,128500.0,89220.0,256640,16.55,0.4217,-55.718,0.0003,35.3925
2026-05-22 09:19:59,75322.41,75200.0,-1.0,702.1,274940.0,161880.0,326520,16.47,0.5522,-56.0441,0.0003,35.7811,497.85,220020.0,113580.0,415120,16.47,0.4478,-56.0573,0.0003,35.7812
2026-05-22 09:19:59,75322.41,75300.0,ATM,646.15,242860.0,144260.0,486260,16.48,0.5255,-56.4523,0.0003,36.0166,542.1,219100.0,98240.0,460880,16.32,0.4743,-55.9085,0.0003,36.0157
2026-05-22 09:19:59,75322.41,75400.0,+1.0,596.0,203940.0,107120.0,366340,16.45,0.4987,-56.4692,0.0003,36.0901,591.5,122240.0,38520.0,304160,16.34,0.5014,-56.0764,0.0003,36.0901
2026-05-22 09:19:59,75322.41,75500.0,+2.0,544.35,399460.0,365380.0,561740,16.43,0.4719,-56.2708,0.0003,36.0008,644.6,337440.0,284340.0,378360,16.31,0.5283,-55.8567,0.0003,35.9991
2026-05-22 09:19:59,75322.41,75600.0,+3.0,500.05,136600.0,127360.0,169940,16.37,0.445,-55.6408,0.0003,35.7471,695.8,36900.0,31460.0,55240,16.27,0.5553,-55.3227,0.0003,35.7427
