timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_delta,pe_ltp,pe_oi,pe_delta
2026-05-07 08:41:11,24330.95,24200.0,-3.0,326.6,3471585.0,0.6273,97.65,4644575.0,0.3354
2026-05-07 08:41:11,24330.95,24250.0,-2.0,295.95,741325.0,0.5951,113.4,1366755.0,0.3777
2026-05-07 08:41:11,24330.95,24300.0,-1.0,263.95,3433235.0,0.5612,131.85,3381170.0,0.4223
2026-05-07 08:41:11,24330.95,24350.0,ATM,234.45,1358370.0,0.5256,152.95,1104740.0,0.4686
2026-05-07 08:41:11,24330.95,24400.0,+1.0,206.85,3179085.0,0.4893,175.0,1729260.0,0.5167
2026-05-07 08:41:11,24330.95,24450.0,+2.0,182.85,1023815.0,0.4525,199.25,465530.0,0.5667
2026-05-07 08:41:11,24330.95,24500.0,+3.0,159.6,6545500.0,0.4155,225.65,1944475.0,0.617
2026-05-07 08:42:12,24330.95,24200.0,-3.0,326.6,3471585.0,0.6273,97.65,4644575.0,0.3354
2026-05-07 08:42:12,24330.95,24250.0,-2.0,295.95,741325.0,0.5951,113.4,1366755.0,0.3777
2026-05-07 08:42:12,24330.95,24300.0,-1.0,263.95,3433235.0,0.5612,131.85,3381170.0,0.4223
2026-05-07 08:42:12,24330.95,24350.0,ATM,234.45,1358370.0,0.5256,152.95,1104740.0,0.4686
2026-05-07 08:42:12,24330.95,24400.0,+1.0,206.85,3179085.0,0.4893,175.0,1729260.0,0.5167
2026-05-07 08:42:12,24330.95,24450.0,+2.0,182.85,1023815.0,0.4525,199.25,465530.0,0.5667
2026-05-07 08:42:12,24330.95,24500.0,+3.0,159.6,6545500.0,0.4155,225.65,1944475.0,0.617
2026-05-07 08:43:13,24330.95,24200.0,-3.0,326.6,3471585.0,0.6273,97.65,4644575.0,0.3354
2026-05-07 08:43:13,24330.95,24250.0,-2.0,295.95,741325.0,0.5951,113.4,1366755.0,0.3777
2026-05-07 08:43:13,24330.95,24300.0,-1.0,263.95,3433235.0,0.5612,131.85,3381170.0,0.4223
2026-05-07 08:43:13,24330.95,24350.0,ATM,234.45,1358370.0,0.5256,152.95,1104740.0,0.4686
2026-05-07 08:43:13,24330.95,24400.0,+1.0,206.85,3179085.0,0.4893,175.0,1729260.0,0.5167
2026-05-07 08:43:13,24330.95,24450.0,+2.0,182.85,1023815.0,0.4525,199.25,465530.0,0.5667
2026-05-07 08:43:13,24330.95,24500.0,+3.0,159.6,6545500.0,0.4155,225.65,1944475.0,0.617
2026-05-07 08:44:14,24330.95,24200.0,-3.0,326.6,3471585.0,0.6273,97.65,4644575.0,0.3354
2026-05-07 08:44:14,24330.95,24250.0,-2.0,295.95,741325.0,0.5951,113.4,1366755.0,0.3777
2026-05-07 08:44:14,24330.95,24300.0,-1.0,263.95,3433235.0,0.5612,131.85,3381170.0,0.4223
2026-05-07 08:44:14,24330.95,24350.0,ATM,234.45,1358370.0,0.5256,152.95,1104740.0,0.4686
2026-05-07 08:44:14,24330.95,24400.0,+1.0,206.85,3179085.0,0.4893,175.0,1729260.0,0.5167
2026-05-07 08:44:14,24330.95,24450.0,+2.0,182.85,1023815.0,0.4525,199.25,465530.0,0.5667
2026-05-07 08:44:14,24330.95,24500.0,+3.0,159.6,6545500.0,0.4155,225.65,1944475.0,0.617
