timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_delta,pe_ltp,pe_oi,pe_delta
2026-05-15 09:15:57,75346.24,74600.0,-7.0,1277.15,20800.0,0.6737,419.0,56920.0,0.3228
2026-05-15 09:15:57,75346.24,74700.0,-6.0,1209.35,16200.0,0.6554,451.3,55740.0,0.3404
2026-05-15 09:15:57,75346.24,74800.0,-5.0,1155.0,24460.0,0.6346,478.8,75880.0,0.3603
2026-05-15 09:15:57,75346.24,74900.0,-4.0,1078.85,16640.0,0.6153,516.65,37860.0,0.3796
2026-05-15 09:15:57,75346.24,75000.0,-3.0,1007.35,273320.0,0.5986,551.5,343280.0,0.402
2026-05-15 09:15:57,75346.24,75100.0,-2.0,944.75,15360.0,0.5764,593.35,32980.0,0.4201
2026-05-15 09:15:57,75346.24,75200.0,-1.0,881.8,17760.0,0.5577,637.8,37420.0,0.4417
2026-05-15 09:15:57,75346.24,75300.0,ATM,824.8,61000.0,0.5371,682.25,77900.0,0.4626
2026-05-15 09:15:57,75346.24,75400.0,+1.0,776.55,132620.0,0.516,727.05,172160.0,0.4838
2026-05-15 09:15:57,75346.24,75500.0,+2.0,722.4,330800.0,0.4936,776.95,309380.0,0.5053
2026-05-15 09:15:57,75346.24,75600.0,+3.0,673.05,88440.0,0.4735,818.85,59020.0,0.528
2026-05-15 09:15:57,75346.24,75700.0,+4.0,625.85,34180.0,0.4513,877.45,14580.0,0.549
2026-05-15 09:15:57,75346.24,75800.0,+5.0,580.25,55220.0,0.4309,935.15,10680.0,0.57
2026-05-15 09:15:57,75346.24,75900.0,+6.0,537.45,23280.0,0.4097,967.95,7100.0,0.593
2026-05-15 09:15:57,75346.24,76000.0,+7.0,497.55,224460.0,0.3893,1036.85,95800.0,0.614
2026-05-15 09:16:58,75446.97,74700.0,-7.0,1220.05,16240.0,0.6672,412.9,57580.0,0.3315
2026-05-15 09:16:58,75446.97,74800.0,-6.0,1181.9,24480.0,0.643,447.85,75840.0,0.3514
2026-05-15 09:16:58,75446.97,74900.0,-5.0,1098.55,16620.0,0.6257,477.9,42540.0,0.3704
2026-05-15 09:16:58,75446.97,75000.0,-4.0,1061.7,245960.0,0.6066,514.3,345000.0,0.3904
2026-05-15 09:16:58,75446.97,75100.0,-3.0,995.6,16380.0,0.5867,549.35,38780.0,0.4111
2026-05-15 09:16:58,75446.97,75200.0,-2.0,935.05,17060.0,0.5664,590.95,42280.0,0.4319
2026-05-15 09:16:58,75446.97,75300.0,-1.0,876.55,76900.0,0.546,623.7,111680.0,0.4527
2026-05-15 09:16:58,75446.97,75400.0,ATM,819.7,152120.0,0.5252,671.45,196380.0,0.4743
2026-05-15 09:16:58,75446.97,75500.0,+1.0,764.2,395920.0,0.5041,719.95,375020.0,0.4961
2026-05-15 09:16:58,75446.97,75600.0,+2.0,711.6,113660.0,0.4829,766.25,74140.0,0.518
2026-05-15 09:16:58,75446.97,75700.0,+3.0,661.5,44520.0,0.4618,813.9,17980.0,0.54
2026-05-15 09:16:58,75446.97,75800.0,+4.0,614.05,68040.0,0.4406,870.45,14100.0,0.5621
2026-05-15 09:16:58,75446.97,75900.0,+5.0,570.8,30460.0,0.4189,923.55,9340.0,0.5839
2026-05-15 09:16:58,75446.97,76000.0,+6.0,528.7,242140.0,0.3979,983.5,98400.0,0.6054
2026-05-15 09:16:58,75446.97,76100.0,+7.0,487.6,39420.0,0.3777,1105.15,5140.0,0.6188
2026-05-15 09:17:59,75461.12,74800.0,-7.0,1235.65,24480.0,0.6556,454.2,75840.0,0.3416
2026-05-15 09:17:59,75461.12,74900.0,-6.0,1144.95,16620.0,0.6413,483.7,42540.0,0.3603
2026-05-15 09:17:59,75461.12,75000.0,-5.0,1076.9,245960.0,0.6218,524.3,345000.0,0.379
2026-05-15 09:17:59,75461.12,75100.0,-4.0,1007.2,16380.0,0.6029,559.3,38780.0,0.3985
2026-05-15 09:17:59,75461.12,75200.0,-3.0,948.4,17060.0,0.5821,596.0,42280.0,0.4185
2026-05-15 09:17:59,75461.12,75300.0,-2.0,890.35,76900.0,0.5618,631.0,111680.0,0.439
2026-05-15 09:17:59,75461.12,75400.0,-1.0,833.9,152120.0,0.5407,676.3,196380.0,0.4595
2026-05-15 09:17:59,75461.12,75500.0,ATM,779.9,395920.0,0.5197,719.15,375020.0,0.4804
2026-05-15 09:17:59,75461.12,75600.0,+1.0,729.6,113660.0,0.4983,769.3,74140.0,0.5016
2026-05-15 09:17:59,75461.12,75700.0,+2.0,676.35,44520.0,0.4769,819.75,17980.0,0.5228
2026-05-15 09:17:59,75461.12,75800.0,+3.0,626.6,68040.0,0.4553,874.95,14100.0,0.5439
2026-05-15 09:17:59,75461.12,75900.0,+4.0,584.2,30460.0,0.4341,920.4,9340.0,0.5655
2026-05-15 09:17:59,75461.12,76000.0,+5.0,541.2,242140.0,0.4124,981.25,98400.0,0.5859
2026-05-15 09:17:59,75461.12,76100.0,+6.0,500.7,39420.0,0.3916,1018.65,5140.0,0.6107
2026-05-15 09:17:59,75461.12,76200.0,+7.0,460.55,30340.0,0.3714,1094.35,5000.0,0.6324
2026-05-15 09:19:01,75529.75,74800.0,-7.0,1219.45,25040.0,0.6618,423.9,87900.0,0.3347
2026-05-15 09:19:01,75529.75,74900.0,-6.0,1163.1,16960.0,0.6412,452.95,46280.0,0.3537
2026-05-15 09:19:01,75529.75,75000.0,-5.0,1091.6,229340.0,0.6222,487.1,382100.0,0.3732
2026-05-15 09:19:01,75529.75,75100.0,-4.0,1022.25,17320.0,0.6022,522.0,56160.0,0.3931
2026-05-15 09:19:01,75529.75,75200.0,-3.0,969.8,28340.0,0.5833,561.4,78420.0,0.4138
2026-05-15 09:19:01,75529.75,75300.0,-2.0,903.6,76900.0,0.5631,601.55,180200.0,0.4349
2026-05-15 09:19:01,75529.75,75400.0,-1.0,851.95,212360.0,0.5426,638.9,274900.0,0.456
2026-05-15 09:19:01,75529.75,75500.0,ATM,787.65,558120.0,0.5217,684.6,551880.0,0.4779
2026-05-15 09:19:01,75529.75,75600.0,+1.0,736.75,168020.0,0.5005,731.1,74140.0,0.4999
2026-05-15 09:19:01,75529.75,75700.0,+2.0,689.85,63460.0,0.4792,780.7,38020.0,0.522
