timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_prev_oi,ce_volume,ce_iv,ce_delta,ce_theta,ce_gamma,ce_vega,pe_ltp,pe_oi,pe_prev_oi,pe_volume,pe_iv,pe_delta,pe_theta,pe_gamma,pe_vega
2026-05-22 09:15:06,23685.85,23350.0,-7.0,417.7,175630.0,175630.0,910,0.0,0.0,0.0,0.0,0.0,43.65,1274715.0,1274715.0,79755,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23400.0,-6.0,360.75,1448395.0,1448395.0,12610,0.0,0.0,0.0,0.0,0.0,53.4,4965740.0,4965740.0,146900,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23450.0,-5.0,325.1,412945.0,412945.0,4225,0.0,0.0,0.0,0.0,0.0,64.7,1555970.0,1555970.0,86580,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23500.0,-4.0,288.9,3655275.0,3655275.0,59215,0.0,0.0,0.0,0.0,0.0,77.7,7381270.0,7381270.0,227305,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23550.0,-3.0,256.35,626405.0,626405.0,28730,0.0,0.0,0.0,0.0,0.0,91.4,1296230.0,1296230.0,114790,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23600.0,-2.0,222.6,4351295.0,4351295.0,196885,0.0,0.0,0.0,0.0,0.0,109.95,5288465.0,5288465.0,246220,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23650.0,-1.0,192.7,2945930.0,2945930.0,177905,0.0,0.0,0.0,0.0,0.0,131.05,2233725.0,2233725.0,130390,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23700.0,ATM,163.45,7562360.0,7562360.0,367445,0.0,0.0,0.0,0.0,0.0,153.3,5679505.0,5679505.0,183950,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23750.0,+1.0,139.9,2684435.0,2684435.0,144885,0.0,0.0,0.0,0.0,0.0,177.7,926315.0,926315.0,53105,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23800.0,+2.0,115.35,8394165.0,8394165.0,323180,0.0,0.0,0.0,0.0,0.0,205.7,3350230.0,3350230.0,66430,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23850.0,+3.0,97.3,2276170.0,2276170.0,114530,0.0,0.0,0.0,0.0,0.0,231.8,467350.0,467350.0,13260,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23900.0,+4.0,78.45,4587505.0,4587505.0,181155,0.0,0.0,0.0,0.0,0.0,264.85,802685.0,802685.0,19955,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,23950.0,+5.0,64.45,1456910.0,1456910.0,58760,0.0,0.0,0.0,0.0,0.0,297.35,110370.0,110370.0,845,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,24000.0,+6.0,51.0,12895545.0,12895545.0,247845,0.0,0.0,0.0,0.0,0.0,339.45,3531515.0,3531515.0,15275,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:06,23685.85,24050.0,+7.0,41.35,1947400.0,1947400.0,115245,0.0,0.0,0.0,0.0,0.0,367.85,181415.0,181415.0,325,0.0,0.0,0.0,0.0,0.0
2026-05-22 09:15:54,23694.0,23350.0,-7.0,395.85,175305.0,175630.0,14885,16.36,0.805,-13.5554,0.0007,7.0603,49.4,1297790.0,1274715.0,594360,16.88,0.2022,-14.295,0.0007,7.2167
2026-05-22 09:15:54,23694.0,23400.0,-6.0,360.6,1449825.0,1448395.0,146640,16.33,0.7702,-14.9,0.0007,7.7715,58.75,5032300.0,4965740.0,1350505,16.69,0.2344,-15.3902,0.0007,7.8584
2026-05-22 09:15:54,23694.0,23450.0,-5.0,321.1,413855.0,412945.0,70525,16.04,0.7356,-15.7708,0.0008,8.3783,70.7,1576315.0,1555970.0,600405,16.63,0.2716,-16.5791,0.0008,8.4926
2026-05-22 09:15:54,23694.0,23500.0,-4.0,282.7,3650985.0,3655275.0,513760,16.16,0.6926,-17.0726,0.0008,9.0014,85.0,7392710.0,7381270.0,1847820,16.44,0.3104,-17.4432,0.0008,9.0389
2026-05-22 09:15:54,23694.0,23550.0,-3.0,249.3,631020.0,626405.0,367965,16.01,0.6498,-17.8232,0.0009,9.4867,101.35,1303380.0,1296230.0,773370,16.3,0.3526,-18.1913,0.0009,9.5104
2026-05-22 09:15:54,23694.0,23600.0,-2.0,218.2,4355195.0,4351295.0,1336075,15.98,0.6036,-18.5164,0.0009,9.8698,119.35,5340530.0,5288465.0,1749995,16.2,0.3977,-18.7797,0.0009,9.8782
2026-05-22 09:15:54,23694.0,23650.0,-1.0,189.9,2920125.0,2945930.0,1471275,15.77,0.5563,-18.7208,0.001,10.114,138.8,2257125.0,2233725.0,1502605,16.23,0.4451,-19.2737,0.001,10.1189
2026-05-22 09:15:54,23694.0,23700.0,ATM,161.85,7634640.0,7562360.0,3755440,15.66,0.5071,-18.7694,0.001,10.2143,161.15,5762575.0,5679505.0,1958320,16.11,0.493,-19.3091,0.001,10.2143
2026-05-22 09:15:54,23694.0,23750.0,+1.0,138.35,2709525.0,2684435.0,1227980,15.71,0.4576,-18.7299,0.001,10.1582,185.9,964860.0,926315.0,538850,15.98,0.5416,-19.0524,0.001,10.1604
2026-05-22 09:15:54,23694.0,23800.0,+2.0,115.95,8391110.0,8394165.0,2023710,15.58,0.4081,-18.1828,0.001,9.9436,214.55,3355300.0,3350230.0,663650,16.08,0.5889,-18.804,0.0009,9.9613
2026-05-22 09:15:54,23694.0,23850.0,+3.0,96.05,2319590.0,2276170.0,948480,15.61,0.3608,-17.5654,0.0009,9.5871,246.65,469755.0,467350.0,140790,15.85,0.6371,-17.8764,0.0009,9.6067
2026-05-22 09:15:54,23694.0,23900.0,+4.0,78.85,4621500.0,4587505.0,1227525,15.55,0.3147,-16.5949,0.0009,9.093,280.0,809510.0,802685.0,138320,15.79,0.6826,-16.9078,0.0009,9.1257
2026-05-22 09:15:54,23694.0,23950.0,+5.0,64.8,1498705.0,1456910.0,582920,15.53,0.2717,-15.4864,0.0008,8.4939,313.15,111215.0,110370.0,24310,16.16,0.7202,-16.3438,0.0008,8.6172
2026-05-22 09:15:54,23694.0,24000.0,+6.0,52.45,12872535.0,12895545.0,1876550,15.44,0.2308,-14.1195,0.0008,7.7902,351.0,3526965.0,3531515.0,197730,15.88,0.7628,-14.747,0.0008,7.9097
2026-05-22 09:15:54,23694.0,24050.0,+7.0,42.35,1965275.0,1947400.0,541320,15.46,0.1948,-12.8026,0.0007,7.0566,390.75,180570.0,181415.0,11310,15.96,0.7974,-13.533,0.0007,7.2238
2026-05-22 09:16:07,23690.95,23350.0,-7.0,400.15,175305.0,175630.0,18720,16.35,0.8092,-13.3752,0.0006,6.9694,48.1,1297790.0,1274715.0,844675,16.71,0.1959,-13.8879,0.0006,7.0812
2026-05-22 09:16:07,23690.95,23400.0,-6.0,361.5,1449825.0,1448395.0,174460,16.51,0.7723,-14.9861,0.0007,7.733,57.85,5032300.0,4965740.0,1675635,16.54,0.2281,-15.0289,0.0007,7.7408
2026-05-22 09:16:07,23690.95,23450.0,-5.0,321.15,413855.0,412945.0,95745,16.31,0.7371,-15.9994,0.0008,8.3563,70.05,1576315.0,1555970.0,713895,16.38,0.2638,-16.093,0.0008,8.37
2026-05-22 09:16:07,23690.95,23500.0,-4.0,284.75,3650985.0,3655275.0,589940,15.75,0.7024,-16.4019,0.0009,8.8737,83.6,7392710.0,7381270.0,2188290,16.31,0.3038,-17.1486,0.0008,8.9565
2026-05-22 09:16:07,23690.95,23550.0,-3.0,251.75,631020.0,626405.0,444925,15.77,0.6575,-17.4205,0.0009,9.411,98.55,1303380.0,1296230.0,959855,16.1,0.3454,-17.8395,0.0009,9.441
