timestamp,spot,india_vix,pcr,focus_pcr,max_pain_strike,max_pain_dist,support_strike,resistance_strike,total_ce_oi_change,total_pe_oi_change,focus_ce_oi_change,focus_pe_oi_change,total_ce_oi,total_pe_oi,atm_iv
2026-05-25 09:15:48,23952.45,13.5,4380.25,0.3134496032978941,23800.0,152.45000000000073,23750.0,23950.0,748475.0,1186055.0,383175.0,448630.0,34310380.0,10754575.0,19.380000000000003
2026-05-25 09:15:58,23965.95,13.5,4380.25,0.3134496032978941,23800.0,165.95000000000073,23750.0,23950.0,748475.0,1195545.0,383175.0,448630.0,34310380.0,10754575.0,19.285
2026-05-25 09:16:49,23970.3,13.5,4377.875,0.46040175315617676,23800.0,170.29999999999927,23750.0,23950.0,2664350.0,5987930.0,2792855.0,6600035.0,36720060.0,16905980.0,19.064999999999998
2026-05-25 09:17:00,23970.35,13.5,4377.875,0.46040175315617676,23800.0,170.34999999999854,23750.0,23950.0,2664285.0,5990075.0,2792855.0,6600035.0,36720060.0,16905980.0,19.1
2026-05-25 09:17:50,23974.4,13.5,4438.625,0.5567354083511403,23900.0,74.40000000000146,23750.0,23950.0,6217705.0,10261030.0,4765475.0,11235640.0,38692680.0,21541585.0,19.145
2026-05-25 09:18:01,23980.2,13.5,4438.625,0.44637094245954906,23900.0,80.20000000000073,23750.0,24050.0,6217705.0,10260900.0,6486415.0,9620780.0,35247030.0,15733250.0,18.995
2026-05-25 09:18:52,23973.8,13.5,4406.5,0.6217547280043587,23900.0,73.79999999999927,23750.0,23950.0,7786805.0,13954460.0,5680415.0,14320280.0,39607620.0,24626225.0,19.395000000000003
2026-05-25 09:19:02,23967.7,13.5,4406.5,0.6217547280043587,23900.0,67.70000000000073,23750.0,23950.0,7786805.0,13951795.0,5680415.0,14320280.0,39607620.0,24626225.0,19.43
2026-05-25 09:19:53,23966.2,13.5,4394.875,0.6592985302659158,23900.0,66.20000000000073,23750.0,23950.0,10108150.0,17428190.0,7255755.0,16845920.0,41182960.0,27151865.0,19.485
2026-05-25 09:20:04,23964.15,13.5,4394.875,0.6592985302659158,23900.0,64.15000000000146,23750.0,23950.0,10111400.0,17429425.0,7255755.0,16845920.0,41182960.0,27151865.0,19.485
2026-05-25 09:20:53,23968.75,13.5,4392.125,0.6717976325170019,23900.0,68.75,23750.0,23950.0,12223185.0,20205640.0,8815235.0,18408325.0,42742440.0,28714270.0,19.465
2026-05-25 09:21:05,23972.65,13.5,4392.125,0.6779459879956375,23900.0,72.65000000000146,23750.0,23950.0,12130170.0,20465250.0,8686470.0,18583825.0,42613675.0,28889770.0,19.345
2026-05-25 09:21:54,23973.55,13.5,4388.375,0.6848067440844067,23900.0,73.54999999999927,23950.0,23950.0,14444170.0,22329125.0,10392525.0,20044505.0,44319730.0,30350450.0,19.4
2026-05-25 09:22:05,23970.2,13.5,4388.375,0.6848067440844067,23900.0,70.20000000000073,23950.0,23950.0,14444170.0,22330360.0,10392525.0,20044505.0,44319730.0,30350450.0,19.365000000000002
2026-05-25 09:22:56,23968.85,13.5,4361.5,0.6880099055243653,23900.0,68.84999999999854,23950.0,23950.0,16839420.0,24199305.0,12059255.0,21333195.0,45986460.0,31639140.0,19.29
2026-05-25 09:23:06,23963.3,13.5,4361.5,0.6913127008918466,23900.0,63.29999999999927,23950.0,23950.0,16927040.0,24316045.0,12017915.0,21456500.0,45945120.0,31762445.0,19.009999999999998
2026-05-25 09:23:57,23975.8,13.5,4355.75,0.5643437569849522,23900.0,75.79999999999927,23950.0,24050.0,18699460.0,25858495.0,16313960.0,19325085.0,45074575.0,25437555.0,19.105
2026-05-25 09:24:07,23980.2,13.5,4355.75,0.5636091908390798,23900.0,80.20000000000073,23950.0,24050.0,18786105.0,26133705.0,16428295.0,19356415.0,45188910.0,25468885.0,19.15
2026-05-25 09:24:57,23978.55,13.5,4296.875,0.5945179910325251,23900.0,78.54999999999927,23950.0,24050.0,18985005.0,28264145.0,16440515.0,20760415.0,45201130.0,26872885.0,19.04
2026-05-25 09:25:08,23977.45,13.5,4296.875,0.5973414821352084,23900.0,77.45000000000073,23950.0,24050.0,19126900.0,28638090.0,16461575.0,20900620.0,45222190.0,27013090.0,19.08
2026-05-25 09:25:58,23985.35,13.5,4221.875,0.6175709275655692,23950.0,35.349999999998545,23950.0,24050.0,19833710.0,30172415.0,17092855.0,22205300.0,45853470.0,28317770.0,19.189999999999998
2026-05-25 09:26:08,23985.65,13.5,4221.875,0.6175709275655692,23950.0,35.650000000001455,23950.0,24050.0,19833385.0,30179695.0,17092855.0,22205300.0,45853470.0,28317770.0,19.145
2026-05-25 09:27:00,23978.95,13.5,4219.625,0.6509661938393634,23950.0,28.950000000000728,23950.0,24050.0,20131150.0,32286475.0,17127175.0,23758930.0,45887790.0,29871400.0,19.025
2026-05-25 09:27:09,23974.9,13.5,4219.625,0.8125566388976843,23950.0,24.900000000001455,23950.0,23950.0,20313735.0,33664475.0,13699075.0,28393105.0,47626280.0,38699050.0,19.195
2026-05-25 09:28:01,23981.7,13.5,4214.375,0.6745592778521861,23950.0,31.700000000000728,23950.0,24050.0,20618325.0,34774545.0,17295330.0,24954995.0,46055945.0,31067465.0,19.125
