timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_prev_oi,ce_volume,ce_iv,ce_delta,ce_theta,ce_gamma,ce_vega,pe_ltp,pe_oi,pe_prev_oi,pe_volume,pe_iv,pe_delta,pe_theta,pe_gamma,pe_vega
2026-05-26 09:15:44,23978.6,23650.0,-7.0,339.7,523250.0,530985.0,31980,0.0,1.0,0.0,0.0,0.0,2.6,3144765.0,3149120.0,1921530,28.69,0.0344,-26.9272,0.0004,0.4881
2026-05-26 09:15:44,23978.6,23700.0,-6.0,290.2,2176590.0,2182765.0,146705,7.81,1.0,0.0,0.0,0.0,3.85,8327215.0,8220420.0,3228160,27.1,0.0512,-35.0623,0.0006,0.6728
2026-05-26 09:15:44,23978.6,23750.0,-5.0,242.2,568945.0,569400.0,52260,14.65,0.9934,-3.3407,0.0002,0.1186,5.8,3827395.0,3582345.0,2060435,25.7,0.0786,-46.3796,0.0009,0.9386
2026-05-26 09:15:44,23978.6,23800.0,-4.0,196.15,2500940.0,2492100.0,494130,21.36,0.9085,-43.2204,0.0012,1.0521,9.9,8312070.0,7998705.0,3377270,24.84,0.1259,-63.2542,0.0013,1.3241
2026-05-26 09:15:44,23978.6,23850.0,-3.0,152.6,644475.0,625690.0,226720,22.46,0.8204,-72.4514,0.0018,1.6774,16.2,4209595.0,4024085.0,2464410,24.23,0.1976,-82.8912,0.0018,1.7789
2026-05-26 09:15:44,23978.6,23900.0,-2.0,114.0,2830295.0,2713230.0,1234285,22.34,0.7158,-93.2191,0.0024,2.17,27.8,9042800.0,8696155.0,5347160,24.11,0.2984,-102.9228,0.0022,2.22
2026-05-26 09:15:44,23978.6,23950.0,-1.0,80.4,1846455.0,1733615.0,1839695,22.74,0.5856,-109.0594,0.0027,2.4945,44.1,7405190.0,7165275.0,5096130,23.77,0.418,-114.258,0.0026,2.4993
2026-05-26 09:15:44,23978.6,24000.0,ATM,54.35,11094460.0,9877530.0,6680505,22.71,0.4492,-110.5837,0.0027,2.5327,68.3,13518700.0,12978745.0,9737975,24.41,0.5471,-119.0444,0.0025,2.5356
2026-05-26 09:15:44,23978.6,24050.0,+1.0,34.8,3837405.0,3289455.0,4190030,23.19,0.3224,-102.4033,0.0024,2.296,98.75,2730780.0,2759120.0,3235505,25.21,0.6641,-113.1506,0.0023,2.3342
2026-05-26 09:15:44,23978.6,24100.0,+2.0,21.45,4919850.0,4710030.0,4796610,23.86,0.2195,-86.8542,0.0019,1.8926,134.85,2185300.0,2329665.0,2098200,25.76,0.7632,-97.8332,0.0019,1.9752
2026-05-26 09:15:44,23978.6,24150.0,+3.0,12.9,2792855.0,2702635.0,2470650,24.6,0.1431,-68.398,0.0014,1.446,177.15,656175.0,660270.0,463190,27.16,0.8328,-83.7118,0.0014,1.6027
2026-05-26 09:15:44,23978.6,24200.0,+4.0,7.65,7584720.0,7656155.0,4786795,25.63,0.0925,-52.306,0.001,1.0611,221.3,1374685.0,1383525.0,664300,27.47,0.8919,-62.7949,0.0011,1.1889
2026-05-26 09:15:44,23978.6,24250.0,+5.0,4.5,2633150.0,2582970.0,2271100,26.49,0.0577,-37.6747,0.0007,0.7396,268.15,230815.0,235560.0,143000,29.42,0.9217,-52.9548,0.0008,0.9361
2026-05-26 09:15:44,23978.6,24300.0,+6.0,2.6,8186490.0,8008780.0,4125485,27.34,0.0354,-26.2364,0.0004,0.499,318.25,824395.0,829790.0,131365,31.74,0.9401,-46.4652,0.0006,0.7613
2026-05-26 09:15:44,23978.6,24350.0,+7.0,1.9,2392195.0,2361190.0,2777905,29.3,0.0257,-21.5346,0.0003,0.3823,366.8,99775.0,99905.0,24635,31.01,0.9672,-27.9595,0.0004,0.4689
2026-05-26 09:15:44,23978.6,23650.0,-7.0,339.7,523250.0,530985.0,31980,0.0,1.0,0.0,0.0,0.0,2.6,3144765.0,3149120.0,1921530,28.69,0.0344,-26.9272,0.0004,0.4881
2026-05-26 09:15:44,23978.6,23700.0,-6.0,290.2,2176590.0,2182765.0,146705,7.81,1.0,0.0,0.0,0.0,3.85,8327215.0,8220420.0,3228160,27.1,0.0512,-35.0623,0.0006,0.6728
2026-05-26 09:15:44,23978.6,23750.0,-5.0,242.2,568945.0,569400.0,52260,14.65,0.9934,-3.3407,0.0002,0.1186,5.8,3827395.0,3582345.0,2060435,25.7,0.0786,-46.3796,0.0009,0.9386
2026-05-26 09:15:44,23978.6,23800.0,-4.0,196.15,2500940.0,2492100.0,494130,21.36,0.9085,-43.2204,0.0012,1.0521,9.9,8312070.0,7998705.0,3377270,24.84,0.1259,-63.2542,0.0013,1.3241
2026-05-26 09:15:44,23978.6,23850.0,-3.0,152.6,644475.0,625690.0,226720,22.46,0.8204,-72.4514,0.0018,1.6774,16.2,4209595.0,4024085.0,2464410,24.23,0.1976,-82.8912,0.0018,1.7789
