timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_prev_oi,ce_volume,ce_iv,ce_delta,ce_theta,ce_gamma,ce_vega,pe_ltp,pe_oi,pe_prev_oi,pe_volume,pe_iv,pe_delta,pe_theta,pe_gamma,pe_vega
2026-05-27 10:59:04,23962.6,23600.0,-7.0,434.0,434785.0,351325.0,1093950,15.43,0.7867,-11.3175,0.0006,9.0797,35.95,2987335.0,1858220.0,14939535,12.71,0.1683,-8.0605,0.0006,7.8486
2026-05-27 10:59:04,23962.6,23650.0,-6.0,391.8,108290.0,78845.0,635635,15.01,0.7605,-11.7593,0.0007,9.693,44.3,1317615.0,522275.0,8883875,12.6,0.2005,-8.9125,0.0007,8.7517
2026-05-27 10:59:04,23962.6,23700.0,-5.0,351.8,770315.0,644085.0,3504995,14.73,0.7294,-12.2997,0.0007,10.3328,54.3,3807050.0,2631460.0,21618025,12.47,0.2361,-9.6876,0.0008,9.6176
2026-05-27 10:59:04,23962.6,23750.0,-4.0,313.2,233090.0,136695.0,2419690,14.4,0.6958,-12.7041,0.0008,10.9214,65.7,2122055.0,550615.0,14492010,12.31,0.2755,-10.3733,0.0009,10.426
2026-05-27 10:59:04,23962.6,23800.0,-3.0,277.2,1716715.0,1145885.0,15131805,14.16,0.6579,-13.1181,0.0008,11.4656,79.4,5260840.0,2554045.0,30793360,12.18,0.3191,-10.971,0.0009,11.151
2026-05-27 10:59:04,23962.6,23850.0,-2.0,243.45,866190.0,265590.0,15476500,13.95,0.6168,-13.4282,0.0009,11.9164,95.4,2713490.0,404365.0,26133380,12.05,0.3666,-11.4448,0.001,11.7504
2026-05-27 10:59:04,23962.6,23900.0,-1.0,212.0,5128695.0,2930720.0,65277420,13.74,0.5731,-13.5941,0.0009,12.2445,113.35,8316880.0,2980705.0,70028725,11.92,0.417,-11.7386,0.001,12.1831
2026-05-27 10:59:04,23962.6,23950.0,ATM,183.0,3451955.0,1196130.0,38973350,13.59,0.5271,-13.6416,0.0009,12.4252,134.05,3676725.0,976235.0,31917925,11.76,0.4697,-11.7965,0.0011,12.418
2026-05-27 10:59:04,23962.6,24000.0,+1.0,156.05,9074585.0,5842590.0,55239210,13.44,0.4798,-13.5098,0.0009,12.4379,157.7,6955065.0,4078360.0,35714445,11.63,0.5244,-11.6781,0.0011,12.4306
2026-05-27 10:59:04,23962.6,24050.0,+2.0,131.35,2576600.0,1104350.0,16812185,13.31,0.4319,-13.2013,0.0009,12.2723,182.85,963235.0,582205.0,4943055,11.44,0.5801,-11.2831,0.0011,12.2023
2026-05-27 10:59:04,23962.6,24100.0,+3.0,110.0,4226235.0,2735655.0,26479830,13.16,0.3841,-12.68,0.0009,11.9243,211.5,1413620.0,1130220.0,6810375,11.22,0.6362,-10.628,0.0011,11.7204
2026-05-27 10:59:04,23962.6,24150.0,+4.0,90.85,1654705.0,601575.0,13029380,13.04,0.3373,-12.0137,0.0009,11.4035,242.45,288860.0,155285.0,1437995,10.98,0.692,-9.742,0.001,10.9823
2026-05-27 10:59:04,23962.6,24200.0,+5.0,74.0,4868890.0,3376945.0,22475050,12.96,0.2929,-11.2439,0.0008,10.7357,275.45,662870.0,454935.0,2765945,10.74,0.7456,-8.6898,0.001,10.0118
2026-05-27 10:59:04,23962.6,24250.0,+6.0,59.8,1359085.0,574015.0,8791705,12.89,0.2512,-10.3602,0.0008,9.9445,311.75,111475.0,49010.0,506610,10.48,0.7963,-7.4833,0.0009,8.835
2026-05-27 10:59:04,23962.6,24300.0,+7.0,47.8,3977610.0,2532010.0,16480360,12.8,0.2121,-9.3596,0.0007,9.0483,349.3,334230.0,288210.0,718055,10.01,0.8477,-5.9477,0.0008,7.354
2026-05-27 10:59:05,23962.95,23600.0,-7.0,434.0,434785.0,351325.0,1093950,15.43,0.7867,-11.3175,0.0006,9.0797,35.95,2987335.0,1858220.0,14939535,12.71,0.1683,-8.0605,0.0006,7.8486
2026-05-27 10:59:05,23962.95,23650.0,-6.0,391.8,108290.0,78845.0,635635,15.01,0.7605,-11.7593,0.0007,9.693,44.3,1317615.0,522275.0,8883875,12.6,0.2005,-8.9125,0.0007,8.7517
2026-05-27 10:59:05,23962.95,23700.0,-5.0,351.8,770315.0,644085.0,3504995,14.73,0.7294,-12.2997,0.0007,10.3328,54.3,3807050.0,2631460.0,21618025,12.47,0.2361,-9.6876,0.0008,9.6176
2026-05-27 10:59:05,23962.95,23750.0,-4.0,313.2,233090.0,136695.0,2419690,14.4,0.6958,-12.7041,0.0008,10.9214,65.7,2122055.0,550615.0,14492010,12.31,0.2755,-10.3733,0.0009,10.426
2026-05-27 10:59:05,23962.95,23800.0,-3.0,277.2,1716715.0,1145885.0,15131805,14.16,0.6579,-13.1181,0.0008,11.4656,79.4,5260840.0,2554045.0,30793360,12.18,0.3191,-10.971,0.0009,11.151
2026-05-27 10:59:05,23962.95,23850.0,-2.0,243.45,866190.0,265590.0,15476500,13.95,0.6168,-13.4282,0.0009,11.9164,95.4,2713490.0,404365.0,26133380,12.05,0.3666,-11.4448,0.001,11.7504
2026-05-27 10:59:05,23962.95,23900.0,-1.0,212.0,5128695.0,2930720.0,65277420,13.74,0.5731,-13.5941,0.0009,12.2445,113.35,8316880.0,2980705.0,70028725,11.92,0.417,-11.7386,0.001,12.1831
2026-05-27 10:59:05,23962.95,23950.0,ATM,183.0,3451955.0,1196130.0,38973350,13.59,0.5271,-13.6416,0.0009,12.4252,134.05,3676725.0,976235.0,31917925,11.76,0.4697,-11.7965,0.0011,12.418
2026-05-27 10:59:05,23962.95,24000.0,+1.0,156.05,9074585.0,5842590.0,55239210,13.44,0.4798,-13.5098,0.0009,12.4379,157.7,6955065.0,4078360.0,35714445,11.63,0.5244,-11.6781,0.0011,12.4306
2026-05-27 10:59:05,23962.95,24050.0,+2.0,131.35,2576600.0,1104350.0,16812185,13.31,0.4319,-13.2013,0.0009,12.2723,182.85,963235.0,582205.0,4943055,11.44,0.5801,-11.2831,0.0011,12.2023
2026-05-27 10:59:05,23962.95,24100.0,+3.0,110.0,4226235.0,2735655.0,26479830,13.16,0.3841,-12.68,0.0009,11.9243,211.5,1413620.0,1130220.0,6810375,11.22,0.6362,-10.628,0.0011,11.7204
2026-05-27 10:59:05,23962.95,24150.0,+4.0,90.85,1654705.0,601575.0,13029380,13.04,0.3373,-12.0137,0.0009,11.4035,242.45,288860.0,155285.0,1437995,10.98,0.692,-9.742,0.001,10.9823
2026-05-27 10:59:05,23962.95,24200.0,+5.0,74.0,4868890.0,3376945.0,22475050,12.96,0.2929,-11.2439,0.0008,10.7357,275.45,662870.0,454935.0,2765945,10.74,0.7456,-8.6898,0.001,10.0118
2026-05-27 10:59:05,23962.95,24250.0,+6.0,59.8,1359085.0,574015.0,8791705,12.89,0.2512,-10.3602,0.0008,9.9445,311.75,111475.0,49010.0,506610,10.48,0.7963,-7.4833,0.0009,8.835
2026-05-27 10:59:05,23962.95,24300.0,+7.0,47.8,3977610.0,2532010.0,16480360,12.8,0.2121,-9.3596,0.0007,9.0483,349.3,334230.0,288210.0,718055,10.01,0.8477,-5.9477,0.0008,7.354
2026-05-27 11:00:04,23965.25,23600.0,-7.0,439.05,436475.0,351325.0,1095900,15.43,0.7906,-11.1999,0.0006,8.9844,35.4,2987920.0,1858220.0,14969175,12.8,0.1659,-8.0476,0.0006,7.7792
2026-05-27 11:00:04,23965.25,23650.0,-6.0,397.1,108615.0,78845.0,636935,15.06,0.7641,-11.7012,0.0007,9.6148,43.6,1323140.0,522275.0,8923850,12.68,0.1973,-8.8835,0.0007,8.6698
2026-05-27 11:00:04,23965.25,23700.0,-5.0,354.5,767715.0,644085.0,3510130,14.66,0.735,-12.1189,0.0007,10.2274,53.45,3815760.0,2631460.0,21664695,12.53,0.2321,-9.6461,0.0008,9.5287
2026-05-27 11:00:04,23965.25,23750.0,-4.0,316.95,233675.0,136695.0,2425215,14.4,0.7008,-12.6137,0.0008,10.8424,64.95,2121795.0,550615.0,14521455,12.39,0.2712,-10.3587,0.0009,10.346
2026-05-27 11:00:04,23965.25,23800.0,-3.0,280.25,1720680.0,1145885.0,15187900,14.12,0.6636,-13.0021,0.0008,11.3937,78.45,5282095.0,2554045.0,30924985,12.28,0.3144,-10.9946,0.0009,11.0836
2026-05-27 11:00:04,23965.25,23850.0,-2.0,245.6,866710.0,265590.0,15517385,13.93,0.6225,-13.3561,0.0009,11.8641,93.95,2719340.0,404365.0,26215605,12.13,0.3609,-11.4609,0.001,11.6917
2026-05-27 11:00:04,23965.25,23900.0,-1.0,214.1,5127655.0,2930720.0,65501735,13.72,0.5791,-13.5359,0.0009,12.2111,112.5,8368620.0,2980705.0,70285410,12.0,0.4107,-11.7764,0.001,12.1434
2026-05-27 11:00:04,23965.25,23950.0,ATM,184.95,3464890.0,1196130.0,39205725,13.56,0.5332,-13.5995,0.0009,12.4135,132.4,3709290.0,976235.0,32052085,11.88,0.4631,-11.906,0.0011,12.4032
2026-05-27 11:00:04,23965.25,24000.0,+1.0,157.85,9093760.0,5842590.0,55560700,13.44,0.4859,-13.5154,0.001,12.4488,156.0,7035795.0,4078360.0,36055110,11.74,0.5171,-11.8081,0.0011,12.4451
2026-05-27 11:00:04,23965.25,24050.0,+2.0,133.65,2575235.0,1104350.0,16896425,13.29,0.4379,-13.2157,0.0009,12.3055,181.1,965770.0,582205.0,4977180,11.54,0.5723,-11.4278,0.0011,12.2513
2026-05-27 11:00:04,23965.25,24100.0,+3.0,111.3,4204850.0,2735655.0,26646035,13.16,0.3901,-12.7413,0.0009,11.9806,209.25,1413100.0,1130220.0,6857760,11.35,0.6278,-10.8355,0.0011,11.8114
2026-05-27 11:00:04,23965.25,24150.0,+4.0,91.85,1651260.0,601575.0,13124930,13.05,0.3433,-12.1126,0.0009,11.4827,239.55,290030.0,155285.0,1445795,11.13,0.6829,-10.005,0.001,11.1229
2026-05-27 11:00:04,23965.25,24200.0,+5.0,75.35,4859140.0,3376945.0,22602905,12.95,0.2983,-11.3354,0.0009,10.8282,272.5,665145.0,454935.0,2780960,10.86,0.737,-8.9438,0.001,10.1875
2026-05-27 11:00:04,23965.25,24250.0,+6.0,60.9,1366040.0,574015.0,8834410,12.88,0.256,-10.456,0.0008,10.0473,306.1,112905.0,49010.0,507585,10.38,0.793,-7.4872,0.0009,8.9231
2026-05-27 11:00:04,23965.25,24300.0,+7.0,48.7,3977935.0,2532010.0,16552965,12.8,0.2167,-9.4825,0.0007,9.1662,347.05,334945.0,288210.0,723970,10.1,0.8405,-6.1879,0.0008,7.5807
2026-05-27 11:00:05,23965.85,23600.0,-7.0,439.05,436475.0,351325.0,1095900,15.43,0.7906,-11.1999,0.0006,8.9844,35.4,2987920.0,1858220.0,14969175,12.8,0.1659,-8.0476,0.0006,7.7792
2026-05-27 11:00:05,23965.85,23650.0,-6.0,397.1,108615.0,78845.0,636935,15.06,0.7641,-11.7012,0.0007,9.6148,43.6,1323140.0,522275.0,8923850,12.68,0.1973,-8.8835,0.0007,8.6698
2026-05-27 11:00:05,23965.85,23700.0,-5.0,354.5,767715.0,644085.0,3510130,14.66,0.735,-12.1189,0.0007,10.2274,53.45,3815760.0,2631460.0,21664695,12.53,0.2321,-9.6461,0.0008,9.5287
2026-05-27 11:00:05,23965.85,23750.0,-4.0,316.95,233675.0,136695.0,2425215,14.4,0.7008,-12.6137,0.0008,10.8424,64.95,2121795.0,550615.0,14521455,12.39,0.2712,-10.3587,0.0009,10.346
2026-05-27 11:00:05,23965.85,23800.0,-3.0,280.25,1720680.0,1145885.0,15187900,14.12,0.6636,-13.0021,0.0008,11.3937,78.45,5282095.0,2554045.0,30924985,12.28,0.3144,-10.9946,0.0009,11.0836
2026-05-27 11:00:05,23965.85,23850.0,-2.0,245.6,866710.0,265590.0,15517385,13.93,0.6225,-13.3561,0.0009,11.8641,93.95,2719340.0,404365.0,26215605,12.13,0.3609,-11.4609,0.001,11.6917
2026-05-27 11:00:05,23965.85,23900.0,-1.0,214.1,5127655.0,2930720.0,65501735,13.72,0.5791,-13.5359,0.0009,12.2111,112.5,8368620.0,2980705.0,70285410,12.0,0.4107,-11.7764,0.001,12.1434
2026-05-27 11:00:05,23965.85,23950.0,ATM,184.95,3464890.0,1196130.0,39205725,13.56,0.5332,-13.5995,0.0009,12.4135,132.4,3709290.0,976235.0,32052085,11.88,0.4631,-11.906,0.0011,12.4032
2026-05-27 11:00:05,23965.85,24000.0,+1.0,157.85,9093760.0,5842590.0,55560700,13.44,0.4859,-13.5154,0.001,12.4488,156.0,7035795.0,4078360.0,36055110,11.74,0.5171,-11.8081,0.0011,12.4451
2026-05-27 11:00:05,23965.85,24050.0,+2.0,133.65,2575235.0,1104350.0,16896425,13.29,0.4379,-13.2157,0.0009,12.3055,181.1,965770.0,582205.0,4977180,11.54,0.5723,-11.4278,0.0011,12.2513
2026-05-27 11:00:05,23965.85,24100.0,+3.0,111.3,4204850.0,2735655.0,26646035,13.16,0.3901,-12.7413,0.0009,11.9806,209.25,1413100.0,1130220.0,6857760,11.35,0.6278,-10.8355,0.0011,11.8114
2026-05-27 11:00:05,23965.85,24150.0,+4.0,91.85,1651260.0,601575.0,13124930,13.05,0.3433,-12.1126,0.0009,11.4827,239.55,290030.0,155285.0,1445795,11.13,0.6829,-10.005,0.001,11.1229
2026-05-27 11:00:05,23965.85,24200.0,+5.0,75.35,4859140.0,3376945.0,22602905,12.95,0.2983,-11.3354,0.0009,10.8282,272.5,665145.0,454935.0,2780960,10.86,0.737,-8.9438,0.001,10.1875
2026-05-27 11:00:05,23965.85,24250.0,+6.0,60.9,1366040.0,574015.0,8834410,12.88,0.256,-10.456,0.0008,10.0473,306.1,112905.0,49010.0,507585,10.38,0.793,-7.4872,0.0009,8.9231
2026-05-27 11:00:05,23965.85,24300.0,+7.0,48.7,3977935.0,2532010.0,16552965,12.8,0.2167,-9.4825,0.0007,9.1662,347.05,334945.0,288210.0,723970,10.1,0.8405,-6.1879,0.0008,7.5807
2026-05-27 11:01:05,23964.55,23600.0,-7.0,433.0,436995.0,351325.0,1099735,15.11,0.7929,-10.8942,0.0006,8.9235,36.2,2991430.0,1858220.0,15014285,12.8,0.1685,-8.1263,0.0006,7.8543
2026-05-27 11:01:05,23964.55,23650.0,-6.0,392.2,108160.0,78845.0,637975,14.88,0.7641,-11.559,0.0007,9.6137,44.5,1338870.0,522275.0,8957195,12.66,0.1999,-8.942,0.0007,8.7364
2026-05-27 11:01:05,23964.55,23700.0,-5.0,352.0,769145.0,644085.0,3515980,14.57,0.7333,-12.0807,0.0007,10.258,54.45,3820960.0,2631460.0,21739185,12.53,0.2353,-9.7184,0.0008,9.599
2026-05-27 11:01:05,23964.55,23750.0,-4.0,313.0,236665.0,136695.0,2434640,14.24,0.6996,-12.4947,0.0008,10.8597,66.2,2129140.0,550615.0,14574235,12.41,0.2749,-10.4411,0.0009,10.4143
2026-05-27 11:01:05,23964.55,23800.0,-3.0,277.3,1727115.0,1145885.0,15243280,14.12,0.6602,-13.0511,0.0008,11.4353,79.75,5305820.0,2554045.0,31033925,12.25,0.3179,-11.0245,0.0009,11.1332
2026-05-27 11:01:05,23964.55,23850.0,-2.0,242.8,873275.0,265590.0,15589860,13.85,0.6196,-13.3056,0.0009,11.8895,95.6,2725060.0,404365.0,26321425,12.12,0.3648,-11.487,0.001,11.7317
2026-05-27 11:01:05,23964.55,23900.0,-1.0,211.05,5145530.0,2930720.0,65770250,13.7,0.5754,-13.5441,0.0009,12.2306,113.95,8454940.0,2980705.0,70585580,12.01,0.415,-11.8113,0.001,12.1702
2026-05-27 11:01:05,23964.55,23950.0,ATM,182.6,3472820.0,1196130.0,39435435,13.57,0.5293,-13.6237,0.0009,12.4201,135.1,3732625.0,976235.0,32316895,11.86,0.4674,-11.893,0.0011,12.4121
2026-05-27 11:01:05,23964.55,24000.0,+1.0,155.75,9124375.0,5842590.0,55999320,13.39,0.4819,-13.4624,0.001,12.4409,158.5,6977100.0,4078360.0,36443615,11.8,0.5214,-11.8543,0.0011,12.4358
2026-05-27 11:01:05,23964.55,24050.0,+2.0,131.15,2593370.0,1104350.0,17058340,13.24,0.4337,-13.1386,0.001,12.2816,183.8,972920.0,582205.0,5046470,11.58,0.5765,-11.4413,0.0011,12.2239
2026-05-27 11:01:05,23964.55,24100.0,+3.0,109.6,4203940.0,2735655.0,26825760,13.15,0.3861,-12.6877,0.0009,11.9427,212.05,1434030.0,1130220.0,6914700,11.38,0.6319,-10.8171,0.0011,11.7662
2026-05-27 11:01:05,23964.55,24150.0,+4.0,90.5,1657175.0,601575.0,13201695,13.04,0.3394,-12.0449,0.0009,11.4306,242.7,291915.0,155285.0,1454700,11.18,0.6863,-10.0065,0.001,11.0701
2026-05-27 11:01:05,23964.55,24200.0,+5.0,74.05,4894045.0,3376945.0,22751755,12.94,0.2945,-11.2555,0.0009,10.7633,276.2,664755.0,454935.0,2804295,10.91,0.7401,-8.927,0.001,10.1246
2026-05-27 11:01:05,23964.55,24250.0,+6.0,59.8,1364350.0,574015.0,8886995,12.85,0.2522,-10.3486,0.0008,9.9665,311.85,114075.0,49010.0,514020,10.67,0.7902,-7.7502,0.0009,8.9911
2026-05-27 11:01:05,23964.55,24300.0,+7.0,47.65,3990220.0,2532010.0,16646565,12.78,0.2133,-9.3771,0.0007,9.0795,350.85,338065.0,288210.0,726180,10.44,0.8357,-6.5193,0.0008,7.7289
2026-05-27 11:01:06,23964.7,23600.0,-7.0,433.0,436995.0,351325.0,1099735,15.11,0.7929,-10.8942,0.0006,8.9235,36.2,2991430.0,1858220.0,15014285,12.8,0.1685,-8.1263,0.0006,7.8543
2026-05-27 11:01:06,23964.7,23650.0,-6.0,392.2,108160.0,78845.0,637975,14.88,0.7641,-11.559,0.0007,9.6137,44.5,1338870.0,522275.0,8957195,12.66,0.1999,-8.942,0.0007,8.7364
2026-05-27 11:01:06,23964.7,23700.0,-5.0,352.0,769145.0,644085.0,3515980,14.57,0.7333,-12.0807,0.0007,10.258,54.45,3820960.0,2631460.0,21739185,12.53,0.2353,-9.7184,0.0008,9.599
2026-05-27 11:01:06,23964.7,23750.0,-4.0,313.0,236665.0,136695.0,2434640,14.24,0.6996,-12.4947,0.0008,10.8597,66.2,2129140.0,550615.0,14574235,12.41,0.2749,-10.4411,0.0009,10.4143
2026-05-27 11:01:06,23964.7,23800.0,-3.0,277.3,1727115.0,1145885.0,15243280,14.12,0.6602,-13.0511,0.0008,11.4353,79.75,5305820.0,2554045.0,31033925,12.25,0.3179,-11.0245,0.0009,11.1332
