timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_delta,pe_ltp,pe_oi,pe_delta
2026-05-14 12:33:39,23688.0,23350.0,-7.0,426.7,371085.0,0.7454,75.75,1937910.0,0.2453
2026-05-14 12:33:39,23688.0,23400.0,-6.0,389.75,1744665.0,0.7186,86.95,9950785.0,0.2754
2026-05-14 12:33:39,23688.0,23450.0,-5.0,351.55,975000.0,0.6877,99.0,2684175.0,0.3064
2026-05-14 12:33:39,23688.0,23500.0,-4.0,314.6,4556565.0,0.6552,113.35,8915140.0,0.3412
2026-05-14 12:33:39,23688.0,23550.0,-3.0,280.7,1747330.0,0.6188,128.6,3432650.0,0.3776
2026-05-14 12:33:39,23688.0,23600.0,-2.0,248.55,3221465.0,0.5811,146.5,5789810.0,0.4167
2026-05-14 12:33:39,23688.0,23650.0,-1.0,219.25,1920425.0,0.5416,166.35,2847325.0,0.4574
2026-05-14 12:33:39,23688.0,23700.0,ATM,190.9,3862885.0,0.5007,188.25,4484610.0,0.4995
2026-05-14 12:33:39,23688.0,23750.0,+1.0,165.2,1355835.0,0.459,212.4,823940.0,0.5425
2026-05-14 12:33:39,23688.0,23800.0,+2.0,141.75,4151810.0,0.417,239.9,1713725.0,0.5863
2026-05-14 12:33:39,23688.0,23850.0,+3.0,120.9,1273415.0,0.3754,267.4,291395.0,0.6288
2026-05-14 12:33:39,23688.0,23900.0,+4.0,102.45,3101930.0,0.3351,299.4,727480.0,0.6715
2026-05-14 12:33:39,23688.0,23950.0,+5.0,86.3,1282255.0,0.2962,333.0,153725.0,0.7127
2026-05-14 12:33:39,23688.0,24000.0,+6.0,71.9,6580535.0,0.2595,368.8,1555190.0,0.7509
2026-05-14 12:33:39,23688.0,24050.0,+7.0,59.7,896545.0,0.2256,407.1,50115.0,0.7824
2026-05-14 12:34:39,23689.75,23350.0,-7.0,425.85,371345.0,0.7465,75.8,1932970.0,0.246
2026-05-14 12:34:39,23689.75,23400.0,-6.0,387.1,1747720.0,0.7169,87.45,9949615.0,0.2765
2026-05-14 12:34:39,23689.75,23450.0,-5.0,349.05,979745.0,0.6881,99.35,2688660.0,0.3077
2026-05-14 12:34:39,23689.75,23500.0,-4.0,313.15,4558060.0,0.6536,113.75,8936135.0,0.3421
2026-05-14 12:34:39,23689.75,23550.0,-3.0,279.4,1750190.0,0.6179,129.35,3436485.0,0.3788
2026-05-14 12:34:39,23689.75,23600.0,-2.0,247.7,3227575.0,0.5797,147.1,5782595.0,0.418
2026-05-14 12:34:39,23689.75,23650.0,-1.0,217.35,1934790.0,0.5401,167.2,2858050.0,0.4587
2026-05-14 12:34:39,23689.75,23700.0,ATM,188.9,3884985.0,0.4993,189.45,4502940.0,0.501
2026-05-14 12:34:39,23689.75,23750.0,+1.0,163.9,1360385.0,0.4572,214.15,827905.0,0.5443
2026-05-14 12:34:39,23689.75,23800.0,+2.0,140.4,4150055.0,0.4156,241.1,1716650.0,0.5878
2026-05-14 12:34:39,23689.75,23850.0,+3.0,119.35,1284660.0,0.3734,269.85,293540.0,0.6304
2026-05-14 12:34:39,23689.75,23900.0,+4.0,101.3,3106350.0,0.3331,300.9,729625.0,0.671
2026-05-14 12:34:39,23689.75,23950.0,+5.0,85.3,1305590.0,0.2949,334.9,155675.0,0.7115
2026-05-14 12:34:39,23689.75,24000.0,+6.0,71.05,6592625.0,0.2583,370.65,1557530.0,0.7513
2026-05-14 12:34:39,23689.75,24050.0,+7.0,59.0,901810.0,0.224,411.35,50245.0,0.7818
2026-05-14 12:35:40,23683.95,23350.0,-7.0,425.55,371930.0,0.7469,75.75,1929915.0,0.2462
2026-05-14 12:35:40,23683.95,23400.0,-6.0,386.4,1743950.0,0.7185,87.65,9965995.0,0.2762
2026-05-14 12:35:40,23683.95,23450.0,-5.0,348.65,977405.0,0.6873,99.5,2675725.0,0.3078
