timestamp,spot,india_vix,pcr,focus_pcr,max_pain_strike,max_pain_dist,support_strike,resistance_strike,total_ce_oi_change,total_pe_oi_change,focus_ce_oi_change,focus_pe_oi_change,total_ce_oi,total_pe_oi,atm_iv
2026-05-26 09:15:45,76277.64,13.5,1.0,1.9162744573344457,76300.0,22.360000000000582,76100.0,76400.0,0.0,0.0,0.0,0.0,1270580.0,2434780.0,17.86
2026-05-26 09:16:46,76296.63,13.5,1.0,1.6334200043548985,76300.0,3.3699999999953434,76100.0,76400.0,624500.0,336880.0,290880.0,115740.0,1561460.0,2550520.0,17.755000000000003
2026-05-26 09:17:47,76348.9,13.5,1.0,1.6334200043548985,76300.0,48.89999999999418,76100.0,76400.0,624500.0,336880.0,290880.0,115740.0,1561460.0,2550520.0,17.88
2026-05-26 09:18:48,76340.29,13.5,1.0,1.6334200043548985,76300.0,40.2899999999936,76100.0,76400.0,624500.0,336880.0,290880.0,115740.0,1561460.0,2550520.0,17.9
2026-05-26 09:19:48,76381.97,13.5,1.0,1.3293934353255394,76300.0,81.97000000000116,76300.0,76400.0,1425540.0,717920.0,499280.0,343780.0,1707320.0,2269700.0,18.145000000000003
2026-05-26 09:20:49,76428.49,13.5,1.0,1.3293934353255394,76300.0,128.49000000000524,76300.0,76400.0,1425540.0,717920.0,499280.0,343780.0,1707320.0,2269700.0,18.365000000000002
2026-05-26 09:21:50,76427.35,13.5,1.0,1.3704058600570674,76300.0,127.35000000000582,76300.0,76400.0,1834480.0,1291900.0,670440.0,648360.0,1878480.0,2574280.0,18.08
2026-05-26 09:22:50,76425.92,13.5,1.0,1.3704058600570674,76300.0,125.91999999999825,76300.0,76400.0,1834480.0,1291900.0,670440.0,648360.0,1878480.0,2574280.0,18.21
2026-05-26 09:23:51,76432.36,13.5,1.0,1.3704058600570674,76300.0,132.36000000000058,76300.0,76400.0,1834480.0,1291900.0,670440.0,648360.0,1878480.0,2574280.0,18.285
2026-05-26 09:24:51,76438.7,13.5,1.0,1.37047314693301,76300.0,138.6999999999971,76300.0,76400.0,2275600.0,1525220.0,788380.0,810120.0,1996420.0,2736040.0,18.27
