ts,spot,atm_frozen_at_1450,ATM-2_K76800_CE_close,ATM-2_K76800_CE_OI,ATM-2_K76800_CE_OI_chg_vs_1430,ATM-2_K76800_PE_close,ATM-2_K76800_PE_OI,ATM-2_K76800_PE_OI_chg_vs_1430,ATM-1_K76900_CE_close,ATM-1_K76900_CE_OI,ATM-1_K76900_CE_OI_chg_vs_1430,ATM-1_K76900_PE_close,ATM-1_K76900_PE_OI,ATM-1_K76900_PE_OI_chg_vs_1430,ATM_K77000_CE_close,ATM_K77000_CE_OI,ATM_K77000_CE_OI_chg_vs_1430,ATM_K77000_PE_close,ATM_K77000_PE_OI,ATM_K77000_PE_OI_chg_vs_1430,ATM+1_K77100_CE_close,ATM+1_K77100_CE_OI,ATM+1_K77100_CE_OI_chg_vs_1430,ATM+1_K77100_PE_close,ATM+1_K77100_PE_OI,ATM+1_K77100_PE_OI_chg_vs_1430,ATM+2_K77200_CE_close,ATM+2_K77200_CE_OI,ATM+2_K77200_CE_OI_chg_vs_1430,ATM+2_K77200_PE_close,ATM+2_K77200_PE_OI,ATM+2_K77200_PE_OI_chg_vs_1430
14:30,76974.11,77000,180.1,1178500,0,24.4,8700900,0,107.65,1975520,0,51.8,6878640,0,54.7,7060600,0,100.05,5575660,0,25.45,6099960,0,170.55,1590600,0,12.2,7541000,0,259.0,851800,0
14:31,77009.83,77000,244.2,1178500,0,13.0,8700900,0,158.75,1975520,0,29.05,6878640,0,94.8,7060600,0,60.25,5575660,0,46.95,6099960,0,115.5,1590600,0,25.25,7541000,0,190.95,851800,0
14:32,76973.56,77000,231.6,1163640,-14860,13.7,8836360,135460,147.4,1749280,-226240,31.0,7196560,317920,84.7,6695120,-365480,67.25,6009080,433420,42.2,5940240,-159720,124.7,1657900,67300,20.2,7454300,-86700,202.5,894500,42700
14:33,77043.35,77000,246.7,1163640,-14860,11.55,8836360,135460,159.95,1749280,-226240,28.2,7196560,317920,89.75,6695120,-365480,61.4,6009080,433420,47.6,5940240,-159720,113.85,1657900,67300,21.9,7454300,-86700,190.95,894500,42700
14:34,77046.51,77000,278.15,1026200,-152300,8.65,8435840,-265060,190.25,1519420,-456100,18.7,7295940,417300,114.4,5572880,-1487720,43.4,7170540,1594880,59.95,5574120,-525840,88.95,2121820,531220,28.45,7850620,309620,156.05,1071340,219540
14:35,77050.37,77000,304.6,1026200,-152300,7.65,8435840,-265060,209.45,1519420,-456100,16.65,7295940,417300,131.1,5572880,-1487720,36.0,7170540,1594880,71.55,5574120,-525840,76.7,2121820,531220,35.35,7850620,309620,141.2,1071340,219540
14:36,77121.54,77000,314.7,1026200,-152300,6.75,8435840,-265060,220.0,1519420,-456100,14.75,7295940,417300,140.05,5572880,-1487720,33.35,7170540,1594880,80.2,5574120,-525840,70.75,2121820,531220,39.65,7850620,309620,129.0,1071340,219540
14:37,77117.82,77000,322.9,902040,-276460,5.75,7714180,-986720,232.8,1171660,-803860,12.25,7870960,992320,145.6,4254320,-2806280,29.4,8934100,3358440,80.8,4903240,-1196720,65.2,3282000,1691400,40.3,7717740,176740,123.75,1466760,614960
14:38,77093.01,77000,334.45,902040,-276460,4.8,7714180,-986720,242.15,1171660,-803860,9.75,7870960,992320,154.75,4254320,-2806280,23.6,8934100,3358440,86.1,4903240,-1196720,53.85,3282000,1691400,41.5,7717740,176740,110.25,1466760,614960
14:39,77155.37,77000,395.35,902040,-276460,5.0,7714180,-986720,298.85,1171660,-803860,9.1,7870960,992320,201.9,4254320,-2806280,19.1,8934100,3358440,123.45,4903240,-1196720,40.4,3282000,1691400,68.85,7717740,176740,83.9,1466760,614960
