ts,spot,atm_frozen_at_1450,ATM-2_K81100_CE_close,ATM-2_K81100_CE_OI,ATM-2_K81100_CE_OI_chg_vs_1430,ATM-2_K81100_PE_close,ATM-2_K81100_PE_OI,ATM-2_K81100_PE_OI_chg_vs_1430,ATM-1_K81200_CE_close,ATM-1_K81200_CE_OI,ATM-1_K81200_CE_OI_chg_vs_1430,ATM-1_K81200_PE_close,ATM-1_K81200_PE_OI,ATM-1_K81200_PE_OI_chg_vs_1430,ATM_K81300_CE_close,ATM_K81300_CE_OI,ATM_K81300_CE_OI_chg_vs_1430,ATM_K81300_PE_close,ATM_K81300_PE_OI,ATM_K81300_PE_OI_chg_vs_1430,ATM+1_K81400_CE_close,ATM+1_K81400_CE_OI,ATM+1_K81400_CE_OI_chg_vs_1430,ATM+1_K81400_PE_close,ATM+1_K81400_PE_OI,ATM+1_K81400_PE_OI_chg_vs_1430,ATM+2_K81500_CE_close,ATM+2_K81500_CE_OI,ATM+2_K81500_CE_OI_chg_vs_1430,ATM+2_K81500_PE_close,ATM+2_K81500_PE_OI,ATM+2_K81500_PE_OI_chg_vs_1430
14:30,81142.75,81300,89.6,1304100,0,100.8,1547360,0,57.55,2573000,0,165.55,1311800,0,36.85,2308580,0,246.55,690900,0,24.75,1743180,0,337.7,518880,0,16.85,2463660,0,429.35,718340,0
14:31,81125.67,81300,88.35,1304100,0,98.3,1547360,0,56.85,2573000,0,165.8,1311800,0,36.45,2308580,0,246.35,690900,0,23.95,1743180,0,334.5,518880,0,16.25,2463660,0,428.2,718340,0
14:32,81186.69,81300,146.8,1304100,0,81.4,1547360,0,102.55,2573000,0,134.55,1311800,0,69.85,2308580,0,203.95,690900,0,47.35,1743180,0,284.1,518880,0,33.35,2463660,0,370.35,718340,0
14:33,81173.14,81300,120.35,1379700,75600,91.2,1666840,119480,80.7,2839780,266780,148.75,1327180,15380,54.65,2445540,136960,224.35,693200,2300,36.0,1788920,45740,310.2,524960,6080,24.75,2575600,111940,393.5,702560,-15780
14:34,81161.95,81300,119.7,1379700,75600,87.2,1666840,119480,80.6,2839780,266780,145.95,1327180,15380,53.85,2445540,136960,220.1,693200,2300,35.55,1788920,45740,301.25,524960,6080,24.35,2575600,111940,391.75,702560,-15780
14:35,81169.62,81300,118.5,1379700,75600,90.1,1666840,119480,80.75,2839780,266780,153.05,1327180,15380,52.85,2445540,136960,227.55,693200,2300,35.25,1788920,45740,301.95,524960,6080,24.65,2575600,111940,398.75,702560,-15780
14:36,81179.41,81300,127.05,1278840,-25260,89.85,2051220,503860,86.4,2769200,196200,148.15,1403240,91440,60.4,2402940,94360,220.35,722740,31840,41.15,1827400,84220,304.1,548060,29180,27.65,2550360,86700,388.9,704120,-14220
14:37,81179.35,81300,127.9,1278840,-25260,88.2,2051220,503860,86.1,2769200,196200,147.4,1403240,91440,58.55,2402940,94360,220.25,722740,31840,39.6,1827400,84220,301.1,548060,29180,26.6,2550360,86700,386.8,704120,-14220
14:38,81188.64,81300,132.4,1278840,-25260,87.2,2051220,503860,89.8,2769200,196200,143.55,1403240,91440,61.85,2402940,94360,216.0,722740,31840,41.3,1827400,84220,296.65,548060,29180,28.1,2550360,86700,386.35,704120,-14220
14:39,81239.42,81300,198.95,1282820,-21280,74.8,2042420,495060,138.4,2805560,232560,123.2,1391680,79880,107.05,2454340,145760,182.25,713120,22220,74.4,1839940,96760,251.1,540700,21820,53.4,2570780,107120,330.3,701840,-16500
14:40,81210.82,81300,152.05,1282820,-21280,79.65,2042420,495060,106.35,2805560,232560,134.8,1391680,79880,74.8,2454340,145760,202.45,713120,22220,51.95,1839940,96760,279.95,540700,21820,35.45,2570780,107120,362.2,701840,-16500
14:41,81208.6,81300,123.15,1282820,-21280,91.0,2042420,495060,82.75,2805560,232560,153.0,1391680,79880,58.1,2454340,145760,224.4,713120,22220,39.15,1839940,96760,305.15,540700,21820,27.25,2570780,107120,394.85,701840,-16500
14:42,81196.07,81300,126.25,1006380,-297720,80.0,2102140,554780,84.25,2354960,-218040,142.2,1535140,223340,54.95,2250140,-58440,208.3,801840,110940,36.0,1735280,-7900,297.2,565280,46400,24.1,2159100,-304560,384.45,725780,7440
