ts,spot,atm_frozen_at_1450,ATM-2_K81900_CE_close,ATM-2_K81900_CE_OI,ATM-2_K81900_CE_OI_chg_vs_1430,ATM-2_K81900_PE_close,ATM-2_K81900_PE_OI,ATM-2_K81900_PE_OI_chg_vs_1430,ATM-1_K82000_CE_close,ATM-1_K82000_CE_OI,ATM-1_K82000_CE_OI_chg_vs_1430,ATM-1_K82000_PE_close,ATM-1_K82000_PE_OI,ATM-1_K82000_PE_OI_chg_vs_1430,ATM_K82100_CE_close,ATM_K82100_CE_OI,ATM_K82100_CE_OI_chg_vs_1430,ATM_K82100_PE_close,ATM_K82100_PE_OI,ATM_K82100_PE_OI_chg_vs_1430,ATM+1_K82200_CE_close,ATM+1_K82200_CE_OI,ATM+1_K82200_CE_OI_chg_vs_1430,ATM+1_K82200_PE_close,ATM+1_K82200_PE_OI,ATM+1_K82200_PE_OI_chg_vs_1430,ATM+2_K82300_CE_close,ATM+2_K82300_CE_OI,ATM+2_K82300_CE_OI_chg_vs_1430,ATM+2_K82300_PE_close,ATM+2_K82300_PE_OI,ATM+2_K82300_PE_OI_chg_vs_1430
14:30,82068.96,82100,170.95,808280,0,20.2,1721240,0,,,,,,,49.3,2708420,0,90.05,767180,0,23.9,2946600,0,165.6,567280,0,12.75,2417280,0,254.15,484440,0
14:31,82128.66,82100,226.1,808280,0,16.35,1721240,0,,,,,,,72.75,2708420,0,69.1,767180,0,37.5,2946600,0,132.5,567280,0,20.0,2417280,0,219.65,484440,0
14:32,82131.05,82100,234.65,808280,0,15.6,1721240,0,,,,,,,82.5,2708420,0,64.65,767180,0,43.3,2946600,0,126.0,567280,0,22.55,2417280,0,203.4,484440,0
14:33,82096.9,82100,179.2,743240,-65040,20.65,2123200,401960,,,,,,,50.25,2740860,32440,90.55,889600,122420,25.0,3122560,175960,164.8,612280,45000,13.15,2513940,96660,254.4,477360,-7080
14:34,82095.29,82100,195.55,743240,-65040,11.6,2123200,401960,,,,,,,51.8,2740860,32440,67.75,889600,122420,25.35,3122560,175960,140.7,612280,45000,13.3,2513940,96660,227.6,477360,-7080
14:35,82126.29,82100,226.2,743240,-65040,9.35,2123200,401960,,,,,,,67.4,2740860,32440,49.9,889600,122420,32.45,3122560,175960,114.0,612280,45000,17.45,2513940,96660,200.7,477360,-7080
14:36,82119.44,82100,209.95,599400,-208880,9.7,2262240,541000,,,,,,,53.85,2633680,-74740,53.35,1508500,741320,24.5,3575760,629160,124.6,741640,174360,12.25,2852160,434880,214.6,509000,24560
14:37,82105.8,82100,217.05,599400,-208880,9.95,2262240,541000,,,,,,,59.9,2633680,-74740,54.6,1508500,741320,28.4,3575760,629160,122.3,741640,174360,14.65,2852160,434880,210.6,509000,24560
14:38,82135.94,82100,225.55,599400,-208880,7.05,2262240,541000,,,,,,,61.0,2633680,-74740,44.0,1508500,741320,27.55,3575760,629160,110.35,741640,174360,13.45,2852160,434880,196.35,509000,24560
14:39,82165.11,82100,249.9,600020,-208260,5.85,2274300,553060,,,,,,,76.45,2701660,-6760,33.1,1791580,1024400,33.8,3751240,804640,90.0,798020,230740,16.0,2920300,503020,173.55,511620,27180
14:40,82157.27,82100,241.8,600020,-208260,6.2,2274300,553060,,,,,,,72.45,2701660,-6760,36.8,1791580,1024400,32.4,3751240,804640,98.0,798020,230740,14.5,2920300,503020,180.0,511620,27180
14:41,82153.78,82100,226.1,600020,-208260,7.0,2274300,553060,,,,,,,67.5,2701660,-6760,41.5,1791580,1024400,28.45,3751240,804640,103.6,798020,230740,12.8,2920300,503020,196.1,511620,27180
14:42,82150.0,82100,239.7,550480,-257800,5.0,2292880,571640,,,,,,,69.65,2283920,-424500,35.25,2375980,1608800,29.35,3822860,876260,95.7,1032360,465080,13.2,3175900,758620,179.45,565240,80800
14:43,82131.77,82100,216.7,550480,-257800,5.8,2292880,571640,,,,,,,57.4,2283920,-424500,44.5,2375980,1608800,23.0,3822860,876260,110.0,1032360,465080,9.55,3175900,758620,198.35,565240,80800
14:44,82104.75,82100,180.65,550480,-257800,8.5,2292880,571640,,,,,,,36.0,2283920,-424500,63.75,2375980,1608800,15.45,3822860,876260,143.05,1032360,465080,8.2,3175900,758620,234.3,565240,80800
14:45,82039.13,82100,119.25,555740,-252540,34.35,2227420,506180,,,,,,,29.8,2415780,-292640,145.2,2610000,1842820,16.2,4250880,1304280,227.5,1073160,505880,9.0,3392920,975640,326.65,556460,72020
14:46,82057.27,82100,168.1,555740,-252540,11.65,2227420,506180,,,,,,,38.85,2415780,-292640,87.95,2610000,1842820,18.2,4250880,1304280,164.0,1073160,505880,9.55,3392920,975640,251.65,556460,72020
14:47,82096.22,82100,195.7,555740,-252540,7.4,2227420,506180,,,,,,,44.4,2415780,-292640,59.75,2610000,1842820,19.35,4250880,1304280,132.2,1073160,505880,8.95,3392920,975640,225.1,556460,72020
