timestamp,open,high,low,close,volume,open_interest
2025-12-30 09:15:00+05:30,281.89,281.89,249.4,255.7,585,7410
2025-12-30 09:16:00+05:30,259.64,260.85,253.2,260.85,390,8060
2025-12-30 09:17:00+05:30,264.35,264.35,264.35,264.35,130,8060
2025-12-30 09:18:00+05:30,258.5,258.5,258.5,258.5,65,8060
2025-12-30 09:19:00+05:30,258.25,258.25,258.25,258.25,65,8060
2025-12-30 09:20:00+05:30,255.85,256.0,253.1,253.1,2925,8255
2025-12-30 09:21:00+05:30,251.7,251.7,246.75,246.75,325,8255
2025-12-30 09:22:00+05:30,247.9,247.9,245.4,245.4,780,10530
2025-12-30 09:23:00+05:30,249.55,251.8,249.55,251.8,195,10530
2025-12-30 09:24:00+05:30,248.4,248.5,248.4,248.5,845,10530
2025-12-30 09:25:00+05:30,248.15,248.25,248.15,248.15,520,12155
2025-12-30 09:26:00+05:30,248.1,249.55,248.1,249.55,325,12155
2025-12-30 09:27:00+05:30,247.5,247.8,245.0,246.15,4290,12155
2025-12-30 09:28:00+05:30,246.0,247.2,244.0,247.2,1170,15145
2025-12-30 09:29:00+05:30,250.45,250.45,246.35,246.35,1235,15145
2025-12-30 09:30:00+05:30,247.7,247.9,246.55,247.9,715,15145
2025-12-30 09:31:00+05:30,247.9,247.95,245.65,246.35,3055,16770
2025-12-30 09:32:00+05:30,246.35,247.8,246.35,247.8,455,16770
2025-12-30 09:33:00+05:30,251.25,252.05,250.45,252.05,1235,16770
2025-12-30 09:34:00+05:30,250.8,259.8,250.8,259.8,2600,19565
2025-12-30 09:35:00+05:30,265.2,266.0,260.25,266.0,520,19565
2025-12-30 09:36:00+05:30,269.14,269.6,264.35,264.35,2015,19565
2025-12-30 09:37:00+05:30,264.35,264.35,264.35,264.35,130,19565
2025-12-30 09:38:00+05:30,262.89,265.3,262.45,265.3,390,20475
2025-12-30 09:39:00+05:30,266.75,278.39,266.75,275.0,2210,20475
2025-12-30 09:40:00+05:30,276.75,278.75,274.35,276.14,1365,19500
2025-12-30 09:41:00+05:30,276.95,276.95,270.85,274.89,975,19500
2025-12-30 09:42:00+05:30,273.3,279.6,273.3,279.6,1820,19500
2025-12-30 09:43:00+05:30,278.7,286.0,278.7,286.0,2470,19110
2025-12-30 09:44:00+05:30,286.0,286.0,283.7,285.5,585,19110
2025-12-30 09:45:00+05:30,285.35,286.5,282.5,282.5,390,19110
2025-12-30 09:46:00+05:30,282.5,282.5,282.5,282.5,0,19110
2025-12-30 09:47:00+05:30,282.5,282.5,282.5,282.5,0,19110
2025-12-30 09:48:00+05:30,267.89,267.89,264.6,264.6,325,18395
