timestamp,open,high,low,close,volume,open_interest
2024-11-07 12:28:00+05:30,452.2,452.2,452.2,452.2,25,1500
2024-11-07 12:29:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:30:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:31:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:32:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:33:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:34:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:35:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:36:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:37:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:38:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:39:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:40:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:41:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:42:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:43:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:44:00+05:30,452.2,452.2,452.2,452.2,0,0
2024-11-07 12:45:00+05:30,462.0,462.0,462.0,462.0,2000,1500
2024-11-07 12:46:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:47:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:48:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:49:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:50:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:51:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:52:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:53:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:54:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:55:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:56:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:57:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:58:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 12:59:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:00:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:01:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:02:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:03:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:04:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:05:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:06:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:07:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:08:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:09:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:10:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:11:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:12:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:13:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:14:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:15:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:16:00+05:30,462.0,462.0,462.0,462.0,0,0
2024-11-07 13:17:00+05:30,462.0,462.0,462.0,462.0,0,0
