date,tactic,direction,strike,qty_lots,entry_ts,entry_premium,exit_ts,exit_premium,sl_pct,tp_pct,time_stop_min,exit_reason,regime_at_entry,net_pnl,outcome,optimal_exit_premium,optimal_exit_ts,captured_pct_of_optimum,entry_reason,exit_reason_text,win_lose_explanation,counterfactual_notes,suggestions,entry_state_json
2026-05-25,oi_wall_mean_reversion,CE,24050,2,2026-05-25T14:58:00.651695+05:30,84.75,2026-05-25T15:30:00.306519+05:30,118.6,0.2,0.5,120,Market Close (15:30 IST),[RANGE] OI-Wall MR fired,4340.5,WIN,119.65,2026-05-25T15:29:50.356328+05:30,96.99,`oi_wall_mean_reversion` armed in regime `[RANGE] OI-Wall MR fired`. (Reason details unavailable.) Bought 1-strike-ITM CE at 24050 strike at premium ₹85.,"Exited via Market Close (15:30 IST). Net P&L: +₹4,340.",WIN. Premium moved from ₹85 to ₹119 (+39.9%). The setup played out as expected — the reclaim of support was followed by directional follow-through.,"**Tighter TP 35%** would have produced ₹+1,941 (₹-2,400 worse than actual). | **Tighter TP 25%** would have produced ₹+1,315 (₹-3,026 worse than actual). | **Wider TP 75%** would have produced ₹+2,198 (₹-2,142 worse than actual). | **Tighter SL 20%** would have produced ₹+2,198 (₹-2,142 worse than actual). | **Shorter time 45m** would have produced ₹+2,198 (₹-2,142 worse than actual).",Trade played out as designed. No specific improvement suggested.,"{""spot"": 24032.45, ""support"": 23950.0, ""resistance"": 24050.0, ""focus_pcr"": 0.9784579162941736, ""vix"": 13.5, ""delta"": 0.5046}"
