date,tactic,direction,strike,qty_lots,entry_ts,entry_premium,exit_ts,exit_premium,sl_pct,tp_pct,time_stop_min,exit_reason,regime_at_entry,net_pnl,outcome,optimal_exit_premium,optimal_exit_ts,captured_pct_of_optimum,entry_reason,exit_reason_text,win_lose_explanation,counterfactual_notes,suggestions,entry_state_json
2026-05-22,oi_wall_mean_reversion,CE,75700,1,2026-05-22T10:00:00.657373+05:30,583.65,2026-05-22T10:30:01.053180+05:30,551.8,0.2,0.5,120,TIME STOP (30m at -5.46% - no edge realised),[RANGE] OI-Wall MR fired,-697.0,LOSS,618.45,2026-05-22T10:13:45.154646+05:30,0.0,`oi_wall_mean_reversion` armed in regime `[RANGE] OI-Wall MR fired`. (Reason details unavailable.) Bought 1-strike-ITM CE at 75700 strike at premium ₹584.,Exited via TIME STOP (30m at -5.46% - no edge realised). Net P&L: -₹697.,"LOSS. Premium moved from ₹584 to ₹552 (-5.5%). The setup did not deliver — possible reasons: option theta decay during the 30-minute hold, directional thesis broke, or the underlying chopped sideways.","**Tighter TP 35%** would have produced ₹-3,726 (₹-3,029 worse than actual). | **Tighter TP 25%** would have produced ₹-3,726 (₹-3,029 worse than actual). | **Wider TP 75%** would have produced ₹-3,726 (₹-3,029 worse than actual). | **Tighter SL 20%** would have produced ₹-3,726 (₹-3,029 worse than actual). | **Shorter time 45m** would have produced ₹-3,726 (₹-3,029 worse than actual).",Trade played out as designed. No specific improvement suggested.,"{""spot"": 75662.54, ""support"": 75400.0, ""resistance"": 75700.0, ""focus_pcr"": 0.938863561492439, ""vix"": 13.5, ""delta"": 0.5121}"
2026-05-22,oi_wall_mean_reversion,CE,75800,1,2026-05-22T11:47:00.742878+05:30,601.6,2026-05-22T12:17:02.092797+05:30,532.2,0.2,0.5,120,TIME STOP (30m at -11.54% - no edge realised),[RANGE] OI-Wall MR fired,-1448.0,LOSS,575.9,2026-05-22T11:49:44.726039+05:30,0.0,`oi_wall_mean_reversion` armed in regime `[RANGE] OI-Wall MR fired`. (Reason details unavailable.) Bought 1-strike-ITM CE at 75800 strike at premium ₹602.,"Exited via TIME STOP (30m at -11.54% - no edge realised). Net P&L: -₹1,448.","LOSS. Premium moved from ₹602 to ₹532 (-11.5%). The setup did not deliver — possible reasons: option theta decay during the 30-minute hold, directional thesis broke, or the underlying chopped sideways.","**Tighter TP 35%** would have produced ₹-6,541 (₹-5,093 worse than actual). | **Tighter TP 25%** would have produced ₹-6,541 (₹-5,093 worse than actual). | **Wider TP 75%** would have produced ₹-6,541 (₹-5,093 worse than actual). | **Tighter SL 20%** would have produced ₹-6,541 (₹-5,093 worse than actual). | **Shorter time 45m** would have produced ₹-6,541 (₹-5,093 worse than actual).",Trade played out as designed. No specific improvement suggested.,"{""spot"": 75767.13, ""support"": 75600.0, ""resistance"": 75900.0, ""focus_pcr"": 0.9617846089282904, ""vix"": 13.5, ""delta"": 0.5129}"
