date,tactic,direction,strike,qty_lots,entry_ts,entry_premium,exit_ts,exit_premium,sl_pct,tp_pct,time_stop_min,exit_reason,regime_at_entry,net_pnl,outcome,optimal_exit_premium,optimal_exit_ts,captured_pct_of_optimum,entry_reason,exit_reason_text,win_lose_explanation,counterfactual_notes,suggestions,entry_state_json
2026-05-05,oi_wall_mean_reversion,CE,24000,1,2026-05-05T10:22:00.784924+05:30,47.1,2026-05-05T08:55:49.181240,37.65,0.2,0.35,45,HARD STOP LOSS,✅ GATE 1 PASS: Price (23985) sustained near Support (23950.0) for 3x 5m candles.,-674.25,LOSS,0.0,,0.0,`oi_wall_mean_reversion` armed in regime `✅ GATE 1 PASS: Price (23985) sustained near Support (23950.0) for 3x 5m candles.`. (Reason details unavailable.) Bought 1-strike-ITM CE at 24000 strike at premium ₹47.,,,,,"{""spot"": 23984.75, ""support"": 23950.0, ""resistance"": 24050.0, ""focus_pcr"": 0.9371272841799448, ""vix"": 13.5, ""delta"": 0.4665}"
2026-05-05,oi_wall_mean_reversion,CE,23950,1,2026-05-05T10:27:00.636853+05:30,58.2,2026-05-05T09:05:47.962207,46.0,0.2,0.35,45,HARD STOP LOSS,✅ GATE 1 PASS: Price (23968) sustained near Support (23950.0) for 3x 5m candles.,-853.0,LOSS,0.0,,0.0,`oi_wall_mean_reversion` armed in regime `✅ GATE 1 PASS: Price (23968) sustained near Support (23950.0) for 3x 5m candles.`. (Reason details unavailable.) Bought 1-strike-ITM CE at 23950 strike at premium ₹58.,,,,,"{""spot"": 23968.4, ""support"": 23950.0, ""resistance"": 24050.0, ""focus_pcr"": 1.2375356932911779, ""vix"": 13.5, ""delta"": 0.5319}"
2026-05-05,oi_wall_mean_reversion,CE,23950,1,2026-05-05T10:35:50.973068+05:30,48.65,2026-05-05T09:23:45.411345,38.45,0.2,0.35,45,HARD STOP LOSS,✅ GATE 1 PASS: Price (23945) sustained near Support (23950.0) for 3x 5m candles.,-723.0,LOSS,0.0,,0.0,`oi_wall_mean_reversion` armed in regime `✅ GATE 1 PASS: Price (23945) sustained near Support (23950.0) for 3x 5m candles.`. (Reason details unavailable.) Bought 1-strike-ITM CE at 23950 strike at premium ₹49.,,,,,"{""spot"": 23944.85, ""support"": 23950.0, ""resistance"": 24050.0, ""focus_pcr"": 0.955545656131225, ""vix"": 13.5, ""delta"": 0.4945}"
2026-05-05,oi_wall_mean_reversion,CE,24050,1,2026-05-05T14:47:00.054792+05:30,9.45,2026-05-05T13:18:00.282357,7.55,0.2,0.35,45,Time Exit (14:30 EOD),✅ GATE 1 PASS: Price (24034) sustained near Support (24000.0) for 3x 5m candles.,-183.5,LOSS,0.0,,0.0,`oi_wall_mean_reversion` armed in regime `✅ GATE 1 PASS: Price (24034) sustained near Support (24000.0) for 3x 5m candles.`. (Reason details unavailable.) Bought 1-strike-ITM CE at 24050 strike at premium ₹9.,,,,,"{""spot"": 24034.05, ""support"": 24000.0, ""resistance"": 24050.0, ""focus_pcr"": 0.9712042841536599, ""vix"": 13.5, ""delta"": 0.3561}"
