ts,spot,ATM-50_CE_close,ATM-50_CE_OI,ATM-50_CE_OI_chg_vs_1430,ATM-50_PE_close,ATM-50_PE_OI,ATM-50_PE_OI_chg_vs_1430,ATM_CE_close,ATM_CE_OI,ATM_CE_OI_chg_vs_1430,ATM_PE_close,ATM_PE_OI,ATM_PE_OI_chg_vs_1430,ATM+50_CE_close,ATM+50_CE_OI,ATM+50_CE_OI_chg_vs_1430,ATM+50_PE_close,ATM+50_PE_OI,ATM+50_PE_OI_chg_vs_1430
14:30,25405.25,61.85,4305210,0,9.15,23517195,0,27.75,21459555,0,25.45,32009120,0,9.2,26104455,0,57.1,11599510,0
14:31,25411.2,69.1,4305210,0,7.2,25129390,1612195,32.35,22582560,1123005,20.85,33545135,1536015,11.3,26104455,0,49.8,11599510,0
14:32,25405.75,62.2,4510870,205660,8.2,25129390,1612195,27.5,22582560,1123005,23.65,33545135,1536015,8.8,27698840,1594385,55.1,11171875,-427635
14:33,25395.6,52.75,4510870,205660,11.2,25129390,1612195,21.6,22582560,1123005,30.0,33545135,1536015,6.75,27698840,1594385,65.0,11171875,-427635
14:34,25397.3,54.0,5011305,706095,9.45,26625950,3108755,21.6,22582560,1123005,27.35,33545135,1536015,6.35,27698840,1594385,62.25,11171875,-427635
14:35,25405.35,60.8,5011305,706095,7.4,26625950,3108755,25.8,24582480,3122925,22.8,30947995,-1061125,7.75,28256215,2151760,54.7,11171875,-427635
14:36,25406.85,66.55,5011305,706095,6.8,26625950,3108755,29.8,24582480,3122925,20.6,30947995,-1061125,9.35,28256215,2151760,50.45,10363340,-1236170
14:37,25409.6,70.05,5011305,706095,6.5,26625950,3108755,32.8,24582480,3122925,19.25,30947995,-1061125,10.85,28256215,2151760,47.55,10363340,-1236170
14:38,25420.95,81.25,4581980,276770,4.1,24882780,1365585,40.6,21832850,373295,13.4,33656415,1647295,14.4,27575665,1471210,37.3,11185200,-414310
14:39,25417.0,71.5,4581980,276770,5.3,24882780,1365585,33.0,21832850,373295,17.0,33656415,1647295,10.9,27575665,1471210,44.8,11185200,-414310
14:40,25417.2,71.75,4581980,276770,4.9,24882780,1365585,33.05,21832850,373295,16.35,33656415,1647295,10.75,27575665,1471210,44.35,11185200,-414310
14:41,25416.3,69.25,4581980,276770,4.25,25362350,1845155,30.5,21626280,166725,15.55,35183980,3174860,9.0,27575665,1471210,44.4,11472955,-126555
14:42,25414.9,69.2,4493580,188370,3.85,25362350,1845155,30.2,21626280,166725,14.95,35183980,3174860,8.7,28788110,2683655,43.8,11472955,-126555
14:43,25402.1,56.05,4493580,188370,5.55,25362350,1845155,21.05,21626280,166725,21.05,35183980,3174860,5.25,28788110,2683655,55.45,11472955,-126555
14:44,25381.25,45.05,4956055,650845,8.35,27118715,3601520,14.6,24232065,2772510,28.3,32906835,897715,3.1,29494400,3389945,66.7,9937980,-1661530
14:45,25367.35,34.85,4956055,650845,12.7,27118715,3601520,10.15,24232065,2772510,38.4,32906835,897715,2.15,29494400,3389945,80.3,9937980,-1661530
14:46,25382.85,44.5,4956055,650845,7.05,27118715,3601520,13.75,24232065,2772510,26.4,32906835,897715,2.55,29494400,3389945,65.0,9937980,-1661530
14:47,25386.2,46.7,4956055,650845,6.4,28608775,5091580,14.75,28407470,6947915,24.5,26742235,-5266885,2.9,29494400,3389945,62.45,8182005,-3417505
14:48,25385.1,40.05,6448390,2143180,7.65,28608775,5091580,11.35,28407470,6947915,29.0,26742235,-5266885,2.3,28096835,1992380,69.85,8182005,-3417505
