ts,spot,ATM-50_CE_close,ATM-50_CE_OI,ATM-50_CE_OI_chg_vs_1430,ATM-50_PE_close,ATM-50_PE_OI,ATM-50_PE_OI_chg_vs_1430,ATM_CE_close,ATM_CE_OI,ATM_CE_OI_chg_vs_1430,ATM_PE_close,ATM_PE_OI,ATM_PE_OI_chg_vs_1430,ATM+50_CE_close,ATM+50_CE_OI,ATM+50_CE_OI_chg_vs_1430,ATM+50_PE_close,ATM+50_PE_OI,ATM+50_PE_OI_chg_vs_1430
14:30,25967.85,68.7,9054600,0,3.1,39679950,0,28.15,18898275,0,12.6,46396425,0,7.3,58964175,0,41.8,24601275,0
14:31,25968.15,64.2,9495075,440475,3.9,40327800,647850,25.45,18898275,0,15.0,43256550,-3139875,6.95,58055850,-908325,46.75,20806125,-3795150
14:32,25954.15,56.15,9495075,440475,4.1,40327800,647850,18.85,22193025,3294750,16.9,43256550,-3139875,4.3,58055850,-908325,52.35,20806125,-3795150
14:33,25954.45,56.3,9495075,440475,3.8,40327800,647850,18.45,22193025,3294750,15.6,43256550,-3139875,4.25,58055850,-908325,51.55,20806125,-3795150
14:34,25962.8,61.7,10591725,1537125,2.7,42974850,3294900,21.3,26426100,7527825,12.3,43804500,-2591925,4.7,58649475,-314700,45.65,19985475,-4615800
14:35,25959.4,58.75,10591725,1537125,3.15,42974850,3294900,19.55,26426100,7527825,14.05,43804500,-2591925,4.2,58649475,-314700,48.8,19985475,-4615800
14:36,25960.7,58.75,10591725,1537125,3.0,42974850,3294900,19.75,26426100,7527825,13.85,43804500,-2591925,4.45,58649475,-314700,48.75,19985475,-4615800
14:37,25959.95,59.6,10591725,1537125,2.7,43706625,4026675,19.35,27570975,8672700,12.6,46630650,234225,4.2,59588625,624450,47.55,20690700,-3910575
14:38,25967.0,68.35,10711950,1657350,1.9,43706625,4026675,25.5,27570975,8672700,9.05,46630650,234225,5.65,59588625,624450,39.45,20690700,-3910575
14:39,25971.2,65.7,10711950,1657350,1.95,43706625,4026675,22.9,27570975,8672700,9.2,46630650,234225,5.45,59588625,624450,42.1,20690700,-3910575
14:40,25970.9,65.25,10711950,1657350,1.9,43706625,4026675,22.4,27916875,9018600,9.0,47582400,1185975,4.8,59588625,624450,41.8,20690700,-3910575
14:41,25966.4,62.15,10701525,1646925,2.1,41116425,1436475,20.55,27916875,9018600,10.5,47582400,1185975,4.4,61613625,2649450,44.5,20348550,-4252725
14:42,25961.0,60.0,10701525,1646925,2.15,41116425,1436475,18.25,27916875,9018600,10.55,47582400,1185975,3.05,61613625,2649450,45.35,20348550,-4252725
