ts,spot,ATM-50_CE_close,ATM-50_CE_OI,ATM-50_CE_OI_chg_vs_1430,ATM-50_PE_close,ATM-50_PE_OI,ATM-50_PE_OI_chg_vs_1430,ATM_CE_close,ATM_CE_OI,ATM_CE_OI_chg_vs_1430,ATM_PE_close,ATM_PE_OI,ATM_PE_OI_chg_vs_1430,ATM+50_CE_close,ATM+50_CE_OI,ATM+50_CE_OI_chg_vs_1430,ATM+50_PE_close,ATM+50_PE_OI,ATM+50_PE_OI_chg_vs_1430
14:30,24181.05,44.0,4636550,0,6.0,16827700,0,9.65,25848125,0,21.45,25740250,0,2.2,27936275,0,64.0,9154125,0
14:31,24183.5,45.5,4890625,254075,5.35,16708000,-119700,10.05,25969050,120925,20.1,23801275,-1938975,2.4,27133975,-802300,62.3,8604950,-549175
14:32,24183.35,46.05,4890625,254075,4.55,16708000,-119700,10.0,25969050,120925,18.3,23801275,-1938975,2.04,27133975,-802300,60.45,8604950,-549175
14:33,24184.5,46.55,4890625,254075,4.7,16708000,-119700,10.1,25969050,120925,18.0,23801275,-1938975,1.95,27133975,-802300,59.6,8604950,-549175
14:34,24180.0,44.35,5301725,665175,5.2,17513550,685850,9.3,26471875,623750,20.14,24307250,-1433000,1.75,26985750,-950525,62.8,8567250,-586875
14:35,24182.5,45.85,5301725,665175,4.84,17513550,685850,9.85,26471875,623750,18.95,24307250,-1433000,1.8,26985750,-950525,60.95,8567250,-586875
14:36,24179.5,44.1,5301725,665175,5.09,17513550,685850,8.9,26471875,623750,20.05,24307250,-1433000,1.6,26985750,-950525,62.8,8567250,-586875
14:37,24184.25,45.1,5489725,853175,4.65,18091600,1263900,9.55,26465850,617725,18.05,23768700,-1971550,1.75,26866800,-1069475,61.2,8308950,-845175
14:38,24187.7,46.6,5489725,853175,3.9,18091600,1263900,9.75,26465850,617725,16.45,23768700,-1971550,1.8,26866800,-1069475,59.0,8308950,-845175
14:39,24194.55,48.85,5489725,853175,2.85,18091600,1263900,10.0,26465850,617725,13.75,23768700,-1971550,1.75,26866800,-1069475,55.25,8308950,-845175
14:40,24203.0,53.75,5150100,513550,1.75,17528875,701175,12.15,26737275,889150,10.15,24314200,-1426050,2.1,27694750,-241525,50.15,8444975,-709150
14:41,24213.2,60.45,5150100,513550,1.4,17528875,701175,17.0,26737275,889150,8.35,24314200,-1426050,3.45,27694750,-241525,44.9,8444975,-709150
14:42,24212.5,60.0,5150100,513550,1.55,17528875,701175,17.39,26737275,889150,8.69,24314200,-1426050,4.2,27694750,-241525,45.15,8444975,-709150
14:43,24219.8,61.05,4754750,118200,1.35,17152625,324925,17.85,25536300,-311825,8.5,25477525,-262725,4.25,27708775,-227500,44.65,8657175,-496950
14:44,24218.7,60.1,4754750,118200,1.1,17152625,324925,17.14,25536300,-311825,8.35,25477525,-262725,4.0,27708775,-227500,45.0,8657175,-496950
14:45,24223.0,64.09,4754750,118200,1.3,17152625,324925,20.1,25536300,-311825,7.6,25477525,-262725,4.45,27708775,-227500,41.85,8657175,-496950
14:46,24216.7,59.8,4351925,-284625,1.05,15773225,-1054475,16.2,24323400,-1524725,7.8,26667025,926775,3.4,27623825,-312450,44.8,8954025,-200100
14:47,24216.5,59.6,4351925,-284625,0.95,15773225,-1054475,15.55,24323400,-1524725,7.35,26667025,926775,3.05,27623825,-312450,44.7,8954025,-200100
14:48,24208.45,55.3,4351925,-284625,0.9,15773225,-1054475,11.7,24323400,-1524725,7.55,26667025,926775,2.0,27623825,-312450,47.65,8954025,-200100
