ts,spot,ATM-50_CE_close,ATM-50_CE_OI,ATM-50_CE_OI_chg_vs_1430,ATM-50_PE_close,ATM-50_PE_OI,ATM-50_PE_OI_chg_vs_1430,ATM_CE_close,ATM_CE_OI,ATM_CE_OI_chg_vs_1430,ATM_PE_close,ATM_PE_OI,ATM_PE_OI_chg_vs_1430,ATM+50_CE_close,ATM+50_CE_OI,ATM+50_CE_OI_chg_vs_1430,ATM+50_PE_close,ATM+50_PE_OI,ATM+50_PE_OI_chg_vs_1430
14:30,23988.6,111.9,5907225,0,19.2,10048625,0,81.15,4026975,0,33.65,5150325,0,49.2,10946125,0,56.5,9434825,0
14:31,24000.55,115.9,5266125,-641100,14.8,10000375,-48250,79.84,3886125,-140850,26.75,6273050,1122725,50.6,10773100,-173025,46.65,10118775,683950
14:32,24002.6,121.85,5266125,-641100,12.15,10000375,-48250,83.0,3886125,-140850,23.0,6273050,1122725,49.75,10773100,-173025,41.75,10118775,683950
14:33,23982.35,99.5,5266125,-641100,14.55,10000375,-48250,62.9,3886125,-140850,27.1,6273050,1122725,34.35,10773100,-173025,48.75,10118775,683950
14:34,23974.1,91.95,5204125,-703100,14.75,11020975,972350,55.05,3886525,-140450,27.95,7028475,1878150,27.75,11789475,843350,51.45,10959775,1524950
14:35,23960.25,81.0,5204125,-703100,18.0,11020975,972350,46.7,3886525,-140450,33.79,7028475,1878150,23.0,11789475,843350,60.0,10959775,1524950
14:36,23959.95,74.34,5204125,-703100,15.0,11020975,972350,40.4,3886525,-140450,28.6,7028475,1878150,16.75,11789475,843350,56.1,10959775,1524950
14:37,23956.25,78.5,5580500,-326725,13.95,11313750,1265125,41.9,4259050,232075,27.95,6613075,1462750,18.7,13064975,2118850,54.45,10609275,1174450
14:38,23946.3,64.55,5580500,-326725,16.5,11313750,1265125,31.9,4259050,232075,33.7,6613075,1462750,12.8,13064975,2118850,64.95,10609275,1174450
14:39,23941.25,63.8,5580500,-326725,19.1,11313750,1265125,30.5,4259050,232075,38.7,6613075,1462750,12.8,13064975,2118850,69.7,10609275,1174450
14:40,23921.65,51.4,6560650,653425,32.54,10815425,766800,25.65,5507675,1480700,57.35,5770975,620650,11.45,14008150,3062025,94.15,10027825,593000
14:41,23925.0,53.5,6560650,653425,27.55,10815425,766800,26.7,5507675,1480700,52.0,5770975,620650,12.15,14008150,3062025,87.25,10027825,593000
14:42,23923.05,49.35,6560650,653425,30.1,10815425,766800,24.55,5507675,1480700,55.55,5770975,620650,11.0,14008150,3062025,92.0,10027825,593000
14:43,23919.75,48.55,7395000,1487775,28.7,10883500,834875,24.0,6638300,2611325,54.05,5325500,175175,10.55,13973625,3027500,90.8,9624450,189625
14:44,23923.45,46.8,7395000,1487775,24.55,10883500,834875,21.7,6638300,2611325,50.55,5325500,175175,9.19,13973625,3027500,88.3,9624450,189625
14:45,23913.55,37.79,7395000,1487775,29.8,10883500,834875,16.55,6638300,2611325,60.2,5325500,175175,6.75,13973625,3027500,99.4,9624450,189625
14:46,23919.0,42.35,8488425,2581200,22.75,11480100,1431475,18.39,7585800,3558825,49.5,5207575,57250,7.55,14610775,3664650,89.9,9314500,-120325
14:47,23925.55,44.3,8488425,2581200,17.8,11480100,1431475,19.0,7585800,3558825,42.7,5207575,57250,7.65,14610775,3664650,82.1,9314500,-120325
14:48,23926.4,42.2,8488425,2581200,17.55,11480100,1431475,17.64,7585800,3558825,41.4,5207575,57250,6.95,14610775,3664650,80.9,9314500,-120325
14:49,23920.25,35.15,9218875,3311650,20.55,11948275,1899650,13.1,8094075,4067100,48.0,5169025,18700,5.0,15072850,4126725,90.0,9245900,-188925
14:50,23926.05,40.6,9218875,3311650,16.6,11948275,1899650,15.7,8094075,4067100,42.1,5169025,18700,6.05,15072850,4126725,82.75,9245900,-188925
14:51,23935.5,49.1,9218875,3311650,13.85,11948275,1899650,20.14,8094075,4067100,37.2,5169025,18700,8.19,15072850,4126725,75.15,9245900,-188925
14:52,23934.95,46.5,8524325,2617100,13.65,13011375,2962750,18.7,8064175,4037200,35.29,5513775,363450,7.1,14024125,3078000,73.7,9336600,-98225
14:53,23932.6,43.25,8524325,2617100,14.5,13011375,2962750,17.3,8064175,4037200,36.2,5513775,363450,6.25,14024125,3078000,75.34,9336600,-98225
14:54,23930.3,46.5,8524325,2617100,15.45,13011375,2962750,19.6,8064175,4037200,38.15,5513775,363450,7.05,14024125,3078000,75.95,9336600,-98225
14:55,23917.65,37.25,8990950,3083725,18.25,13377425,3328800,14.3,9365825,5338850,43.55,5473375,323050,5.15,15201725,4255600,85.1,9290400,-144425
14:56,23920.75,34.4,8990950,3083725,14.2,13377425,3328800,10.8,9365825,5338850,41.1,5473375,323050,3.95,15201725,4255600,84.0,9290400,-144425
14:57,23929.35,40.54,8990950,3083725,10.05,13377425,3328800,13.7,9365825,5338850,33.1,5473375,323050,5.05,15201725,4255600,74.05,9290400,-144425
14:58,23919.3,31.5,9255500,3348275,10.8,15176375,5127750,8.75,11002900,6975925,36.79,6013675,863350,3.35,15977750,5031625,84.15,9249400,-185425
14:59,23911.85,20.0,9255500,3348275,14.8,15176375,5127750,5.2,11002900,6975925,49.25,6013675,863350,2.4,15977750,5031625,93.4,9249400,-185425
15:00,23890.3,11.7,9255500,3348275,24.3,15176375,5127750,3.4,11002900,6975925,66.5,6013675,863350,1.75,15977750,5031625,110.2,9249400,-185425
15:01,23893.8,9.75,14031400,8124175,18.14,13853775,3805150,2.4,12771975,8745000,60.65,4593000,-557325,1.2,14979600,4033475,110.85,8498475,-936350
15:02,23897.85,9.75,14031400,8124175,11.2,13853775,3805150,1.9,12771975,8745000,54.1,4593000,-557325,0.8,14979600,4033475,102.1,8498475,-936350
15:03,23904.7,9.69,14031400,8124175,7.85,13853775,3805150,1.7,12771975,8745000,49.85,4593000,-557325,0.8,14979600,4033475,98.8,8498475,-936350
15:04,23899.2,6.3,18510475,12603250,9.44,15896650,5848025,1.0,12820700,8793725,54.2,4582075,-568250,0.55,13929250,2983125,103.85,8359025,-1075800
15:05,23889.95,4.4,18510475,12603250,15.8,15896650,5848025,0.7,12820700,8793725,63.3,4582075,-568250,0.55,13929250,2983125,113.6,8359025,-1075800
15:06,23892.15,4.2,18510475,12603250,14.9,15896650,5848025,0.7,12820700,8793725,61.5,4582075,-568250,0.45,13929250,2983125,111.85,8359025,-1075800
15:07,23896.75,4.9,21333300,15426075,11.35,15051600,5002975,0.8,12631775,8604800,56.95,4317025,-833300,0.6,12151200,1205075,107.25,8222525,-1212300
15:08,23896.45,4.09,21333300,15426075,11.1,15051600,5002975,0.55,12631775,8604800,57.85,4317025,-833300,0.45,12151200,1205075,108.0,8222525,-1212300
15:09,23905.3,5.09,21333300,15426075,7.6,15051600,5002975,0.5,12631775,8604800,53.3,4317025,-833300,0.4,12151200,1205075,102.9,8222525,-1212300
15:10,23907.35,5.0,22146825,16239600,5.75,15812625,5764000,0.45,11829250,7802275,51.3,4161200,-989125,0.35,11974175,1028050,100.4,8044050,-1390775
15:11,23903.8,3.4,22146825,16239600,6.25,15812625,5764000,0.35,11829250,7802275,53.35,4161200,-989125,0.3,11974175,1028050,103.35,8044050,-1390775
15:12,23905.5,4.34,22146825,16239600,4.7,15812625,5764000,0.35,11829250,7802275,51.0,4161200,-989125,0.35,11974175,1028050,101.15,8044050,-1390775
15:13,23909.5,5.15,23040875,17133650,3.05,16490975,6442350,0.5,10621650,6594675,48.0,3953325,-1197000,0.3,11433850,487725,99.1,7865200,-1569625
15:14,23915.6,6.15,23040875,17133650,2.54,16490975,6442350,0.4,10621650,6594675,47.3,3953325,-1197000,0.3,11433850,487725,97.05,7865200,-1569625
15:15,23914.2,5.09,23040875,17133650,2.29,16490975,6442350,0.4,10621650,6594675,47.75,3953325,-1197000,0.3,11433850,487725,98.05,7865200,-1569625
15:16,23924.65,8.65,19268050,13360825,0.95,18248200,8199575,0.4,10534600,6507625,42.6,4142950,-1007375,0.3,10601700,-344425,93.0,7686350,-1748475
15:17,23924.5,9.85,19268050,13360825,0.7,18248200,8199575,0.35,10534600,6507625,41.35,4142950,-1007375,0.25,10601700,-344425,91.5,7686350,-1748475
15:18,23924.85,9.75,19268050,13360825,0.45,18248200,8199575,0.35,10534600,6507625,41.0,4142950,-1007375,0.3,10601700,-344425,91.5,7686350,-1748475
15:19,23929.2,11.25,15335075,9427850,0.3,18073775,8025150,0.4,10432575,6405600,39.54,4271625,-878700,0.3,10455700,-490425,89.25,7510625,-1924200
15:20,23924.15,9.6,15335075,9427850,0.3,18073775,8025150,0.3,10432575,6405600,41.1,4271625,-878700,0.25,10455700,-490425,91.1,7510625,-1924200
15:21,23935.6,13.3,15335075,9427850,0.25,18073775,8025150,0.3,10432575,6405600,37.45,4271625,-878700,0.25,10455700,-490425,87.35,7510625,-1924200
15:22,23940.2,13.6,14188750,8281525,0.15,14791125,4742500,0.3,10471800,6444825,37.0,4361300,-789025,0.15,10501050,-445075,87.0,7313350,-2121475
15:23,23949.25,15.15,14188750,8281525,0.15,14791125,4742500,0.4,10471800,6444825,35.65,4361300,-789025,0.2,10501050,-445075,85.5,7313350,-2121475
