ts,spot,ATM-50_CE_close,ATM-50_CE_OI,ATM-50_CE_OI_chg_vs_1430,ATM-50_PE_close,ATM-50_PE_OI,ATM-50_PE_OI_chg_vs_1430,ATM_CE_close,ATM_CE_OI,ATM_CE_OI_chg_vs_1430,ATM_PE_close,ATM_PE_OI,ATM_PE_OI_chg_vs_1430,ATM+50_CE_close,ATM+50_CE_OI,ATM+50_CE_OI_chg_vs_1430,ATM+50_PE_close,ATM+50_PE_OI,ATM+50_PE_OI_chg_vs_1430
14:30,24568.15,69.05,14003340,0,3.2,50693175,0,28.7,24204635,0,13.05,36182900,0,7.25,42411655,0,41.85,18430685,0
14:31,24562.95,66.3,14097915,94575,3.25,51778480,1085305,26.1,24557585,352950,13.1,36844470,661570,6.1,42743935,332280,43.2,17391335,-1039350
14:32,24566.1,67.6,14097915,94575,3.35,51778480,1085305,27.25,24557585,352950,12.8,36844470,661570,6.5,42743935,332280,42.4,17391335,-1039350
14:33,24565.55,65.7,14097915,94575,3.5,51778480,1085305,25.8,24557585,352950,13.55,36844470,661570,6.1,42743935,332280,44.2,17391335,-1039350
14:34,24560.9,57.8,14097915,94575,4.0,52421785,1728610,20.15,26626860,2422225,16.6,36533770,350870,4.3,44136430,1724775,50.75,15531815,-2898870
14:35,24558.9,59.3,14735825,732485,3.4,52421785,1728610,20.35,26626860,2422225,14.9,36533770,350870,4.3,44136430,1724775,48.9,15531815,-2898870
14:36,24557.7,59.9,14735825,732485,3.0,52421785,1728610,20.9,26626860,2422225,14.1,36533770,350870,4.15,44136430,1724775,47.55,15531815,-2898870
14:37,24558.7,59.4,14735825,732485,2.8,52421785,1728610,20.25,29283345,5078710,14.05,36693735,510835,4.05,44136430,1724775,48.0,14721135,-3709550
14:38,24556.1,57.2,14845805,842465,2.9,52410280,1717105,18.6,29283345,5078710,14.25,36693735,510835,3.2,46617350,4205695,49.0,14721135,-3709550
14:39,24550.6,50.75,14845805,842465,3.65,52410280,1717105,14.8,29283345,5078710,18.05,36693735,510835,2.45,46617350,4205695,55.9,14721135,-3709550
14:40,24553.8,55.7,14845805,842465,3.0,52410280,1717105,17.45,29283345,5078710,14.75,36134280,-48620,2.95,46617350,4205695,50.4,14721135,-3709550
14:41,24552.7,49.35,15867410,1864070,3.9,55403205,4710030,13.9,30921800,6717165,18.6,36134280,-48620,2.4,46769970,4358315,57.05,14411280,-4019405
